Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
"Smart Trainer, Inc.",https://www.crunchbase.com/organization/smart-trainer,2022-01-30,day,"Artificial Intelligence (AI), Food and Beverage, Hardware, Information Technology, Retail Technology, SaaS","Washington, District of Columbia, United States",Ai Technology for Restaurant and Retail.,"751,659",,Active,,,,,For Profit,https://smarttrainerapp.com/,,https://www.linkedin.com/in/won-jeong-22a473111,"Welcome to the future of workforce optimization and success with our groundbreaking Smart Trainer AI system! In an ever-evolving business landscape, staying competitive and efficient is paramount. Our cutting-edge AI technology is here to empower your employees, enhance your operations, and drive your organization towards unparalleled success. In today’s fast-paced world, making the right decisions in hiring, training, and resource management is more critical than ever. That’s where our Smart Trainer AI system comes into play. It’s not about replacing human talent but about amplifying their abilities, making them more efficient, and arming them with the insights they need to drive profitability.",,"Washington DC Metro Area, Southern US",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Food and Beverage, Hardware, Information Technology, Science and Engineering, Software",2,"Dan Um, Won Jeong",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,3,,,,,,,,,,
MedCadre,https://www.crunchbase.com/organization/medcadre,2020-01-01,year,"Health Care, Service Industry","Boston, Massachusetts, United States",MedCadre help to build successful medical careers and organizations via locum tenens.,"751,669",$1M to $10M,Active,,,,,For Profit,https://medcadre.com,https://twitter.com/MedCadre,https://www.linkedin.com/company/medcadree,"The MedCadre ,Organizations are increasingly turning to locum tenens to solve their staffing needs, ensure patient access and continuity of care. The increased demand for healthcare services and the flexibility and benefits of practicing medicine as a locum tenens provider, more and more physicians, nurse practitioners, physician assistants, dentists are offering their specialized services as a locum tenens.",https://www.facebook.com/medcadre/,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,"Health Care, Other",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,39,,,18,,,,,,,
Momentum Beverage Team,https://www.crunchbase.com/organization/momentum-beverage-team,2018-01-01,year,"Customer Service, Food and Beverage, Wine And Spirits","Chicago, Illinois, United States",Momentum Beverage Team is a distributor of wine and spirits.,"751,712",,Active,,,,,For Profit,https://mbevteam.com,,https://www.linkedin.com/company/momentum-beverage-team,"Momentum Beverage Team work as a team with their supplier and customer partners, sharing in hard work together.  Their team builds each other up and celebrates wins together. If you want any information please contact them via phone call or email.",,"Greater Chicago Area, Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Food and Beverage, Other, Professional Services",1,Michael Hinckley,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,19846,USD,19846
Health Club Management,https://www.crunchbase.com/organization/health-club-management,2019-01-01,year,"Consulting, Fitness, Health Care, Hospitality","Beaverton, Oregon, United States","Health Club Management provides health club, spa and fitness center.","751,736",Less than $1M,Active,,,,,For Profit,https://healthclubmanagement.com,,https://www.linkedin.com/company/health-club-management-inc,"Health club management provided by consulting and operational management services. The turn key services will help they build the business to its full potential. provides consulting and operations management for health clubs, spas, and health clubs. The turnkey services help business athletic club, fitness center, country club, hospital, wellness clinic, and day spa become more successful. They are dedicated to providing the resources to assist their customers in achieving their financial objectives. Fitness center consulting is provided by health club management in the for-profit, non-profit, venture capitalist, vertical market, community projects, and collegiate projects markets.",https://www.facebook.com/healthclubmanagementinc,"West Coast, Western US",,,,,,,,,,,,,,,,,"Health Care, Professional Services, Sports, Travel and Tourism",,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,24,,,,,,,,,,
Axial1 Performance Science,https://www.crunchbase.com/organization/axial1-performance-science,2021-01-01,year,"Advertising, Analytics, Brand Marketing, Digital Marketing, Marketing","Chicago, Illinois, United States","Axial1 Performance Science provides performance marketing, performance branding, performance commerce, and performance analytics services.","751,739",,Active,,,,,For Profit,https://www.axial1.com,https://twitter.com/Axial1_,https://www.linkedin.com/company/axial1-performance-science,,,"Greater Chicago Area, Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Advertising, Data and Analytics, Sales and Marketing",1,William Rosen,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,6,,,,,,,,,,
QPathology,https://www.crunchbase.com/organization/qpathology,2018-01-01,year,"Biotechnology, Clinical Trials, Health Care, Medical, Precision Medicine","Boston, Massachusetts, United States",QPathology is a biotechnology research company that creates a global ecosystem for precision medicine.,"751,745",,Active,,,,,For Profit,https://qpathology.com ,https://twitter.com/askQPathology,https://www.linkedin.com/company/qpathology,"QPathology develops a global ecosystem for precision medicine for biotechnology companies. The company connects healthcare professionals, biomedical companies, physicians, and researchers to make opinions amongst each other about the diagnosis and treatment of any particular condition. Doctors can take suggestions from other doctors from the emergency room through this platform. It has developed a tissue microarray biobank for research purposes.",https://www.facebook.com/qpathology,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",1,Octavian Bucur,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
Mid-Hudson Energy Transition,https://www.crunchbase.com/organization/mid-hudson-energy-transition,2021-01-01,year,"Communities, Non Profit, Renewable Energy","Kingston, New York, United States","Mid-Hudson Energy Transition empowers communities with renewable energy, aiming for healthier, toxin-free environments.","751,758",,Active,,,,,Non-profit,https://www.mid-hudson.energy,https://twitter.com/midhudsonenergy,https://www.linkedin.com/company/mid-hudson-energy-transition/,,,"East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Community and Lifestyle, Energy, Other, Social Impact, Sustainability",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
Edge2Edge Packaging,https://www.crunchbase.com/organization/edge2edge-packaging,2019-01-01,year,"Packaging Services, Retail, Sustainability","New York, New York, United States",Edge2Edge Packaging develops retail packaging solutions.,"751,887",$1M to $10M,Active,,,,,For Profit,https://www.e2epkg.com,,https://www.linkedin.com/company/e2epkg/,"Edge2Edge Packaging offers services in general retail, health and wellness, athletics, footwear, home furnishings and home improvement, technology, and entertainment. They provide end-to-end service, acting as consultants, suppliers, and partners to organizations of all sizes across multiple industries.",https://www.facebook.com/E2EPackaging/,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Administrative Services, Commerce and Shopping, Sustainability",2,"Alan Shamah, David Shamah",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
Redd Ridge Consulting,https://www.crunchbase.com/organization/redd-ridge-consulting,2018-01-01,year,"Oil and Gas, Training","Glenpool, Oklahoma, United States","Redd Ridge Consulting provides development, training, and turbo expander services.","751,901",$1M to $10M,Active,,,,,For Profit,http://reddridgeconsulting.com,,https://www.linkedin.com/company/redd-ridge-consulting-llc,"Redd Ridge Consulting offers operational analysis, quality control inspections, and reviews. They provide project management and process improvement services. They also offer gas plant operation, plant, and facility evaluation services.",,Southern US,,,,,,,,,,,,,,,,,"Education, Energy, Natural Resources",1,Loren Redd,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,15,,,,,,,,,,
InsurTech Express,https://www.crunchbase.com/organization/insurtech-express,2019-01-01,year,,"Raleigh, North Carolina, United States",We bind the Life Insurance & Annuity community by serving as an insurance innovation reporter.,"751,938",,Active,,,,,Non-profit,https://www.insurtechexpress.com/,https://twitter.com/InsurtechE,https://www.linkedin.com/company/insurtech-express,We bind the Life Insurance & Annuity community by serving as an insurance innovation reporter. Our Life Insurance Sales Platform is a one-stop resource.,,"Research Triangle, East Coast, Southern US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,12,,,,,,,,,,
Jordan Process,https://www.crunchbase.com/organization/jordan-process,2018-01-01,year,"Biotechnology, Manufacturing, Pharmaceutical, Quality Assurance, Service Industry, Supply Chain Management","Denver, Colorado, United States",Jordan Process is a pharmaceutical company that specializes in processing and manufacturing medicinal botanical products and APIs.,"751,977",$1M to $10M,Active,,,,,For Profit,https://www.jordanprocess.com/,,https://www.linkedin.com/company/jordan-process/,,https://www.facebook.com/JordanProcess1/,"Greater Denver Area, Western US",,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Manufacturing, Other, Professional Services, Science and Engineering, Transportation",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
