Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Work 365,https://www.crunchbase.com/organization/work-365-apps,2018-06-01,day,"Information Technology, SaaS, Software","Reston, Virginia, United States",WORK 365 is a Subscription Management Billing Application used by cloud resellers to manage their recurring revenue,"250,483",,Active,,,,,For Profit,https://www.work365apps.com,https://twitter.com/work365apps,https://www.linkedin.com/company/work365apps/,"Work 365 is a CSP billing automation and subscription management software built on the Microsoft Cloud platform. MSP and ISV companies can leverage the power of business process automation and grow recurring revenue. 4 components of Work 365 - 1) Provisioning & Subscription - Create Bundles, Manage Add-ons. Manage recurring, usage-based, and non-recurring subscriptions with flexible billing terms. 2) Billing Automation - Scale your recurring revenue and automate your billing and payments. 3) Payments - Streamline, automate and grow your recurring revenue globally with multiple payment methods. 4) Self-Service - Provide unique customer experience, automate provisioning and reduce internal burden with Self-Service.",https://www.facebook.com/work365apps/,"Washington DC Metro Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Information Technology, Software",1,Ebrahim Nalwala,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,-16.26%,63,,,15,,,,,,,
Trugard,https://www.crunchbase.com/organization/trugard-labs,2022-01-01,year,"Cyber Security, Information Technology, Internet","New York, New York, United States",Trugard provides digital asset defense with cybersecurity and threat intelligence based compliance and risk automation.,"250,510",$1M to $10M,Active,,,,,For Profit,https://www.trugard.ai,,https://www.linkedin.com/company/trugard-labs,Trugard Labs provides digital asset defense with cybersecurity and threat intelligence based compliance and risk automation.,,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Information Technology, Internet Services, Privacy and Security",2,"Anoop Nannra, Jeremiah O'Connor",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,6,,,,,,,,,,
Alfahive,https://www.crunchbase.com/organization/alfahive,2021-01-01,year,"Analytics, Cyber Security, Database, IT Management","South Plainfield, New Jersey, United States","Alfahive is a software company that offers cybersecurity, risk management, digital signage, analytics, and database management solutions.","250,525",$1M to $10M,Active,,,,,For Profit,https://www.alfahive.com/,https://twitter.com/alfahive,https://www.linkedin.com/company/alfahive/,,,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Data and Analytics, Information Technology, Privacy and Security, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,7,,,,,,,,,,
Magestic AI,https://www.crunchbase.com/organization/placed-38d5,2020-01-01,year,"Artificial Intelligence (AI), Graphic Design","Palo Alto, California, United States",Magestic AI is an artificial intelligence-powered text-to-image engine with pre-curated icon sets.,"250,531",,Active,,,,,For Profit,http://magestic.xyz,,https://www.linkedin.com/company/magesticai,Magestic AI is a text-to-image AI-powered icon tool that generates endless graphics. They generate graphics and images for commercial or personal use.,,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software",3,"Armaan Kalsi, Brihu Sundararaman, Ryan Myher",1-10,1,Seed,2021-10-20,,,,Pre-Seed,,,,Pre-Seed,,USD,,,USD,,"Soma Capital, Floodgate",1,2,,,,,,,Private,,,,,,,,,,,,,,44.09%,1,,,,,,,,,,
Mach,https://www.crunchbase.com/organization/mach-9759,2022-12-01,month,"Autonomous Vehicles, Hardware, Machine Learning, Robotics, Software","Ely, Iowa, United States",Off-highway machinery automation and autonomy,"250,572",,Active,,,,,For Profit,https://www.mach.io/,,https://www.linkedin.com/company/mach/,"MACH is a catalyst for disruption and innovation in off-road automation with the mission to empower leading Original Equipment Manufacturers (OEM’s) by providing world class solutions in perception, navigation, route planning, monitoring, connectivity, and the tools to customize solutions for their desired use and unique needs. The strategic process MACH takes to integrate the technologies that allow for advanced autonomy is rooted in a rich history of delivering prompt results and differentiating value.",https://www.facebook.com/MACH.Innovation,Midwestern US,,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",1,Colin Hurd,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,18,,,7,,,,,,,
Lunar,https://www.crunchbase.com/organization/lunar-4ea8,2019-01-01,year,"Food and Beverage, Food Processing","Brooklyn, New York, United States",Lunar is a creator of hard seltzers crafted with fruit and ingredients.,"250,572",$1M to $10M,Active,,,,,For Profit,https://www.drinklunar.com/,https://www.twitter.com/drinklunar_,https://www.linkedin.com/company/drinklunar,,https://www.facebook.com/drinklunar,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,Food and Beverage,1,Sean Ro,1-10,2,,2023-01-01,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,USD,,,USD,,"37 Angels, NextLevel Management",,2,,,,,,,Private,,,,,,,,,,,,,,50.92%,14,,,,,,,,,,
VideoGen,https://www.crunchbase.com/organization/videogen,2022-12-22,day,,"Boston, Massachusetts, United States","VideoGen transforms the process of brainstorming, scripting, filming, and editing videos from weeks to mere seconds using AI.","250,585",,Active,,,,,For Profit,https://videogen.io,https://twitter.com/VideoGenApp,https://www.linkedin.com/company/videogen,"VideoGen is revolutionizing content creation. By harnessing the power of AI, VideoGen reduces the traditionally time-consuming process of creating professional videos to just a few seconds. With a robust library of copyright-free assets, multiple unique voice options, and support for numerous languages, VideoGen is helping content creators, marketers, and businesses around the world create engaging videos effortlessly.",https://www.facebook.com/VideoGenApp,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,,2,"Anton Koenig, David Grossman",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,-9.29%,5,,,,,,,,36639,USD,36639
Alt. Fragrances,https://www.crunchbase.com/organization/alt-fragrances,2018-01-01,year,"B2C, Beauty, Consumer Goods","Pompano Beach, Florida, United States",Alt. Fragrances is a seller of a wide range of fragrances that are vegan and used as an alternative to luxury fragrances.,"250,595",$1M to $10M,Active,,,,,For Profit,https://altfragrances.com/,,https://www.linkedin.com/company/alt-fragrances/,,https://www.facebook.com/altfragrances,"Greater Miami Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Consumer Goods, Other",1,Michael Saba,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,29.7%,13,,,,,,,,,,
SendaCake,https://www.crunchbase.com/organization/sendacake,2019-01-01,year,"Confectionery, Food and Beverage, Food Delivery, Food Processing, Retail","Kent, Washington, United States","Send a Cake is a cake store. They send something perfectly sweet. It is specialized in shipping a variety of gourmet, and more.","250,602",$1M to $10M,Active,,,,,For Profit,https://www.sendacake.com,https://twitter.com/SendaCakeNow/,https://www.linkedin.com/company/sendacake-llc/,"Send a Cake is a cake store. They send something perfectly sweet. It is specialized in shipping a variety of gourmet, fresh-baked cakes for any occasion.",https://www.facebook.com/SendaCakeNow/,"Greater Seattle Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage, Transportation",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,-71.6%,9,,,,,,,,,,
ColorStack,https://www.crunchbase.com/organization/colorstack,2020-01-01,year,"Education, Non Profit, Staffing Agency","Freeport, New York, United States","ColorStack provides community building, academic support, and career development services to help Black and Latinx students get hired.","250,602",,Active,,,,,Non-profit,https://www.colorstack.org,https://twitter.com/colorstackorg,https://www.linkedin.com/company/colorstack,,https://www.facebook.com/colorstackdotorg,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Administrative Services, Education, Other, Social Impact",2,"Caleb Lewis, Jehron W. Petty",51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,32.62%,27,,,,,,,,,,
