Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Jampack AI,https://www.crunchbase.com/organization/jampack-ai,2022-01-01,year,"Artificial Intelligence (AI), Generative AI","San Francisco, California, United States",Infrastructure for AI Agents,"274,408",,Active,,,,,For Profit,https://jampack.ai,https://twitter.com/jampack_ai,https://www.linkedin.com/company/jampack-ai,Jampack AI is a project created by Sean Duggan in Sep 2022. The mission is to build modern infrastructure components for AI agents – focusing on the latest AI innovations rather than legacy systems.,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,Sean Duggan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,21,,,,0,0,,Scientific and technological services,,,
Midnight Evergreen,https://www.crunchbase.com/organization/midnight-evergreen,2022-01-01,year,"Blockchain, Gaming, Marketplace, Media and Entertainment, Non-Fungible Token (NFT)","Las Vegas, Nevada, United States",Midnight Evergreen develops a studio and digital marketplace for NFT-powered games.,"274,412",,Active,,,,,For Profit,https://www.midnightevergreen.com,,,"Midnight Evergreen develops a studio and digital marketplace for NFT-powered games. It is based in Las Vegas, USA. Midnight Evergreen runs a gaming, social center, and non-fungible token marketplace with the goal of providing a variety of mid-core to blockbuster entertainment experiences.",,Western US,,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Commerce and Shopping, Gaming, Media and Entertainment, Other",,,,1,Seed,2022-02-24,,,,Pre-Seed,,,,Pre-Seed,,USD,,,USD,,FJ Labs,,1,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
BizSecure,https://www.crunchbase.com/organization/bizsecure,2020-01-01,year,"Cyber Security, Privacy, Security","El Cajon, California, United States",BizSecure is a user-centric digital wallet that gives control and a practical way to manage official records.,"274,422",,Active,2022-02-14,day,,,For Profit,https://www.bizsecure.com/,,https://www.linkedin.com/company/bizsecure/,,,"Greater San Diego Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Information Technology, Privacy and Security",6,"Alfonso Arana, Ayline Ruelas, N/A N/A, N/A N/A, Richard Jack, tomas j.",1-10,2,M&A,2021-05-01,,,,Pre-Seed,,,,Pre-Seed,,USD,,,USD,,"Newchip Accelerator, Blockchain Founders Fund, TechMeetsTrader",,3,,Was Acquired,2022-02-14,day,Acquisition,,Private,,,,,,,,,,,,,,,7,1,,,,,,,,,
Fidelity Ag,https://www.crunchbase.com/organization/fidelity-ag,2018-01-01,day,"Farming, Organic","Plano, Texas, United States","Fidelity Ag offers organic, all-natural pest control and fertilizer products for families and farms.","274,450",,Active,,,,,For Profit,http://www.fidelityag.com/,https://twitter.com/FidelityAg,https://www.linkedin.com/company/fidelity-ag-inc/,"Fidelity Ag offers organic, all-natural pest control and fertilizer products for families and farms.",https://www.facebook.com/pages/category/Product-Service/Fidelity-Ag-Inc-2241595342769818/,"Dallas/Fort Worth Metroplex, Southern US",,,,,,,,,,,,,,,,,"Agriculture and Farming, Sustainability",1,Cris Luce,1-10,1,Seed,2020-02-25,49000,USD,49000,Seed,49000,USD,49000,Seed,49000,USD,49000,49000,USD,49000,,,,,,,,,,Private,,,,,,,,,,,,,,,4,,,,2,0,Computing; Calculating,,375169,USD,375169
Windranger,https://www.crunchbase.com/organization/windranger,2021-01-01,year,"Human Resources, Metaverse, Recruiting, Staffing Agency, Web3","Midland, Texas, United States","Windranger provides recruitment, HR, and operations services for companies in the web3 and metaverse space.","274,474",,Active,,,,,For Profit,https://windranger.io,https://twitter.com/windrangerlabs,https://www.linkedin.com/company/windranger,,,Southern US,,,,,,,,,,,,,,,,,"Administrative Services, Blockchain and Cryptocurrency, Internet Services, Media and Entertainment, Professional Services, Software",,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,30.69%,18,,,,,,,,,,
Joonto,https://www.crunchbase.com/organization/joonto-587f,2018-11-01,month,"Mobile, SaaS, Telecommunications, Wireless","Lehi, Utah, United States",Joonto is a revolutionary phone cloud platform which utilizes direct mobile forwarding technology to route calls.,"274,482",,Active,,,,,For Profit,https://joonto.com,https://twitter.com/joontophone,https://www.linkedin.com/company/joontophone/,,,Western US,,,,,,,,,,,,,,,,,"Hardware, Mobile, Software",1,Spencer Angerbauer,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,33,1,,,,,,,343077,USD,343077
Independent Financial Partners,https://www.crunchbase.com/organization/independent-financial-partners,2019-01-01,year,"Advice, Asset Management, Consulting, Financial Services","Tampa, Florida, United States",Independent Financial Partners is an investment adviser and insurance agency that offers compliance and asset management services.,"274,485",$50M to $100M,Active,,,,,For Profit,http://ifpartners.com/,https://twitter.com/IF_Partners,https://www.linkedin.com/company/ifpartners/,"Independent Financial Partners is SEC Registered Investment Adviser (RIA) located in Tampa, Florida. Operating on LPL’s hybrid RIA platform, IFP is a multi-custodial RIA focused on delivering personalized, concierge-level service to our 500 advisors nationwide who specialize in wealth management and retirement plan consulting. As a whole, the advisors at IFP oversee more than $5 billion in assets under management and over $30 billion in assets under advisement.",,"Tampa Bay Area, East Coast, Southern US",,Investment Bank,,,,,,,,,,,,,,,"Financial Services, Media and Entertainment, Professional Services",1,William E Hamm,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,12,,,19,0,6,,Insurance; financial affairs,171337,USD,171337
Rubris,https://www.crunchbase.com/organization/rubris,2020-01-01,year,"Information Services, Information Technology","Alexandria, Virginia, United States",Rubris provides technology enabled solutions for complex business and legal processes.,"274,489",,Active,,,,,For Profit,https://www.rubris.com/,,https://www.linkedin.com/company/rubris/,,,"Washington DC Metro Area, East Coast, Southern US",,,,,,,,,,,,,,,,,Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,-48.21%,4,,,,,,,,,,
Relic Tickets,https://www.crunchbase.com/organization/relic-tickets,2022-01-01,year,Marketplace,"St. Petersburg, Florida, United States","Utilizing blockchain and NFTs to create an unparalleled ticketing solution for audiences, event organizers, and artists.","274,504",,Active,,,,,For Profit,http://www.relictickets.com,http://www.twitter.com/RelicTickets,https://www.linkedin.com/company/relictickets,Blockchain / NFT ticket marketplace,https://www.facebook.com/RelicTickets,"Tampa Bay Area, East Coast, Southern US",,,,,,,,,,,,,,,,,Commerce and Shopping,2,"Brad Orn, Hunter Abramson",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,20,1,9,,,,,,,,
Glynk,https://www.crunchbase.com/organization/glynk,2019-11-01,day,"Apps, Communities, Enterprise Applications, Information Technology, Messaging, Mobile, SEO, Software","Santa Clara, California, United States",Community engagement platform,"274,535",$1M to $10M,Active,,,,,For Profit,https://glynk.com,https://twitter.com/Glynker,https://www.linkedin.com/company/6631810/,"Glynk is a new-age customer community platform for modern businesses. Drive higher engagement, more conversations, and better business outcomes through our highly flexible platform. We believe there is a better way to engage with your customers - a more valuable, less invasive way where customers have intrinsic motivation to engage with your brand. We’re obsessively passionate about it, and our mission is to help you achieve it.",https://www.facebook.com/glynker,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Apps, Community and Lifestyle, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Sales and Marketing, Software",3,"Natarajan H K, Niranjan Sukumaran, Rajkumar Murugesan",11-50,1,Seed,2018-06-08,,,,Seed,,,,Seed,,USD,,,USD,,Hyderabad Angels,,1,,,,,,,Private,,,,,,,,,,,,,,-18.19%,43,17,"1,792",14,,,,,,,
