Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Fondue,https://www.crunchbase.com/organization/fondue,2021-01-01,year,"Apps, Data Integration, Developer APIs, E-Commerce, E-Commerce Platforms, Shopping, Software","New York, New York, United States",Fondue helps brands drive profitable growth with CashBack.,"110,901",$1M to $10M,Active,2021-06-01,month,,,For Profit,https://www.getfondue.com/,https://twitter.com/Get_Fondue,https://www.linkedin.com/company/fondue,"At Fondue we've built CashBack to be a better discount: larger AOV, more profitable on first purchase, greater engagement, and higher LTV. It can’t be leaked to discount aggregation sites…and did we mention that shoppers love it?",,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Apps, Commerce and Shopping, Data and Analytics, Information Technology, Internet Services, Software",3,"Abraham Lucey, Oren Charnoff, William Herlands",11-50,2,M&A,2022-09-19,10500000,USD,10500000,Seed,10500000,USD,10500000,Seed,10500000,USD,10500000,10500000,USD,10500000,"Gaingels, JAM Fund, Hanaco Venture Capital, Ground Up Ventures, Verissimo Ventures",2,11,,Was Acquired,2021-06-01,month,Merger,Stock,Private,,,,,,,,,,,,,,-49.54%,27,3,,,,,,,,,
Seertel,https://www.crunchbase.com/organization/seertel,2020-01-02,day,"Computer, Consumer Electronics, Consumer Software, Enterprise Software, Software","Wilmington, Delaware, United States",Enabling growth to thousands.,"110,916",,Closed,,,2023-04-01,month,,,,,Seertel has ceased operations permanently.,,"Greater Philadelphia Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Software",1,Julian Lempe,,2,Seed,2022-07-29,150000,USD,150000,Seed,150000,USD,150000,Seed,162000,USD,162000,162000,USD,162000,,,,,,,,,,Private,,,,,,,,,,,,,,,8,,,,,,,,,,
yieldPass,https://www.crunchbase.com/organization/yieldpass,2019-04-01,day,"Analytics, Business Intelligence, Software","Miami, Florida, United States",Business Intelligence & Analytics for digital Publishers,"110,932",$1M to $10M,Active,,,,,For Profit,https://www.yieldpass.com/,https://www.twitter.com/yieldpass,https://www.linkedin.com/company/yieldpass/,yieldPass allows you to unify all your data sources under one roof and to spot in real time anomalies causing unexpected revenue leakage.,,"Greater Miami Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Data and Analytics, Software",1,Sergio Aragón,1-10,3,Seed,2020-10-01,320000,USD,320000,Seed,320000,USD,320000,Seed,320000,USD,320000,320000,USD,320000,TheVentureCity,,1,,,,,,,Private,,,,,,,,,,,,,,,27,,,,,,,,,,
Zionexa,https://www.crunchbase.com/organization/zionexa,2018-01-01,year,Biotechnology,"Fishers, Indiana, United States",Zionexa is an international and innovative company developing and commercializing in-vivo biomarkers.,"110,939",$1M to $10M,Active,2021-05-06,day,,,For Profit,https://www.zionexa.com/,https://twitter.com/zionexaofficial,https://www.linkedin.com/company/zionexa,"Zionexa is an international and innovative company developing and commercializing in-vivo biomarkers for guiding targeted therapies in oncology, to improve patients’ pathway and provide them a better quality of life.",https://www.facebook.com/zionexa,"Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Biotechnology, Science and Engineering",,,11-50,1,M&A,2019-04-11,5000000,USD,5000000,Private Equity,5000000,USD,5000000,Private Equity,5000000,USD,5000000,5000000,USD,5000000,"IXO Private Equity, Sofimac Innovation",,2,,Was Acquired,2021-05-06,day,Acquisition,,Private,,,,,,,,,,,,,,,16,,,,,,,,,,
Intentsify,https://www.crunchbase.com/organization/intentsify,2018-01-01,year,"Analytics, Artificial Intelligence (AI), B2B, Lead Generation, Marketing, Software","Westwood, Massachusetts, United States","Intentsify is a software company that provides services in data cleansing, lead generation, and marketing analytics for B2B industries.","110,944",$1M to $10M,Active,,,,,For Profit,https://intentsify.io,https://twitter.com/intentsify,https://www.linkedin.com/company/intentsify/,"Intentsify is a software company that provides services in data cleansing, lead generation, and marketing analytics for B2B industries.",https://www.facebook.com/Intentsify-279448266013810/,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Other, Sales and Marketing, Science and Engineering, Software",4,"Ed Laplante, Eric Belcher, Marc Laplante, Mike Kelly",101-250,1,Private Equity,2021-12-16,,,,Private Equity,,,,Private Equity,,USD,,,USD,,BV Investment Partners,1,1,,,,,,,Private,,,,,,,,,,,,,,2.31%,39,,,10,0,2,,Scientific and electric apparatus and instruments,291043,USD,291043
Metre,https://www.crunchbase.com/organization/metre-f9dc,2019-01-01,year,Health Care,"Oakland, California, United States",Metre operates as a metabolic health platform.,"110,945",$1M to $10M,Active,,,,,For Profit,https://www.metre.ai,,https://www.linkedin.com/company/metre-inc,Metre operates as a metabolic health platform.,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,Health Care,1,J. Daniell Hebert,1-10,1,Seed,2022-09-23,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,1000000,USD,1000000,1000000,USD,1000000,"Michael Adams, John Broderick",2,2,,,,,,,Private,,,,,,,,,,,,,,,3,,,,2,0,,,,,
Appgain.io,https://www.crunchbase.com/organization/appgain-io,2018-05-02,day,"Advertising, iOS, Mobile, Software","Delaware City, Delaware, United States",Appgain is a Saas marketing solution to helps mobile marketers get more users and improve retention in one single platform,"110,946",$1M to $10M,Active,,,,,For Profit,https://www.appgain.io,https://www.twitter.com/appgain,https://www.linkedin.com/company/appgain,"Serves app developers and mobile marketer with full benefits mobile marketing solutions where we build, promote and boost your apps. ",https://www.facebook.com/appgain,"Greater Philadelphia Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Advertising, Mobile, Platforms, Sales and Marketing, Software",1,Mohamed Shaheen,11-50,1,Seed,2020-03-01,50000,USD,50000,Pre-Seed,50000,USD,50000,Pre-Seed,50000,USD,50000,50000,USD,50000,500 Global,,1,,,,,,,Private,,,,,,,,,,,,,,28.02%,40,3,434,24,,,,,,,
Vizen Analytics,https://www.crunchbase.com/organization/vizen-analytics,2020-08-01,month,"Analytics, Artificial Intelligence (AI), Machine Learning, Predictive Analytics, SaaS, Software, Supply Chain Management","Walla Walla, Washington, United States","Vizen Analytics offers collaborative supply chain planning software, enabling manufacturers to optimize inventory stock and save money.","110,949",$1M to $10M,Active,,,,,For Profit,https://vizenanalytics.com/,,https://www.linkedin.com/company/vizen-analytics/,"Vizen Analytics helps manufacturing & distribution companies deliver better supply chain planning outcomes by increasing forecast visibility, accuracy and resilience. Our collaborative cloud-based software solution unites business silos and balances forward inventory through enhanced demand predictions and optimized supplier diversity enabling the right source material purchasing and lead-time forecast accuracy necessary to meet production outputs.  Our software continuously applies external geopolitical and socioeconomic data signals that impact supply chain performance. For example, Vizen forecasts the affect the war in Ukraine will have on the future price and supplier availability of certain raw materials up to nine (9) months into the future, reducing the effects of shortage gaming. Our proprietary causal modeling enhanced by next-gen AI reduces errors and avoids stock-out conditions. We deliver exceptional results – including how predictive analytics compares current inventory levels to future days stock. Greg Foster founded the Walla Walla, Washington-based company in 2020.",,"West Coast, Western US",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",1,Greg Foster,1-10,4,Seed,2022-11-01,50000,USD,50000,Pre-Seed,50000,USD,50000,Pre-Seed,50000,USD,50000,50000,USD,50000,"Newchip Accelerator, Plug and Play, Chisos Capital, Angel, MARL 5G Accelerator",1,5,,,,,,,Private,,,,,,,,,,,,,,,18,,,,0,1,,Scientific and technological services,7924,USD,7924
CopilotIQ,https://www.crunchbase.com/organization/copilotiq,2021-01-01,month,"Health Care, Medical, Medical Device, Wellness","Nashville, Tennessee, United States",Software provider delivering high-frequency connected care for Older Americans,"110,959",,Active,,,,,For Profit,https://www.copilotiq.com,https://www.twitter.com/copilotiq,https://www.linkedin.com/company/copilotiq,,https://www.facebook.com/copilotiq,Southern US,,,,,,,,,,,,,,,,,Health Care,1,David Koretz,101-250,2,Early Stage Venture,2022-02-01,,,,Series A,,,,Series A,,USD,,,USD,,Unpopular Ventures,,1,,,,,,,Private,,,,,,,,,,,,,,-19.17%,3,,,,0,1,,Medical services; veterinary services,554914,USD,554914
Edge Pathways,https://www.crunchbase.com/organization/edge-pathways,2020-01-01,year,"E-Learning, Education, Training","New York, New York, United States","Edge Pathways brings together high schools, universities, and employers to offer a transformative educational experience.","110,971",$1M to $10M,Closed,,,,none,For Profit,https://edgepathways.com/,https://twitter.com/EdgePathways,https://www.linkedin.com/company/69696029,,https://www.facebook.com/Edge-Pathways-325400292248876,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Education, Software",2,"Dan Sommer, Jamie Farrell",1-10,1,Seed,2021-03-18,8000000,USD,8000000,Seed,8000000,USD,8000000,Seed,8000000,USD,8000000,8000000,USD,8000000,"First Round Capital, Rethink Education, Emerge Education",3,3,,,,,,,Private,,,,,,,,,,,,,,,3,,,,,,,,,,
