Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
BUBS Naturals,https://www.crunchbase.com/organization/bubs-naturals,2018-01-01,year,"Dietary Supplements, E-Commerce, Nutrition","Encinitas, California, United States",BUBS Naturals is an eCommerce startup with a charitable component.,"227,612",$1M to $10M,Active,,,,,For Profit,https://www.bubsnaturals.com,https://www.twitter.com/bubsnaturals,https://www.linkedin.com/bubsnaturals,"BUBS Naturals is a health and wellness eCommerce firm with a charitable component, which finally led to a morning coffee meeting between Sean and TJ, who wanted to make a difference, preserve a legacy, and have some fun along the way. With a relentless hunt for the Fountain of Youth, their mission is to exceed customer expectations in all they do, starting with their collagen and MCT oil powder.",https://www.facebook.com/bubsnaturals,"Greater San Diego Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage, Health Care",2,"Sean Lake, TJ Ferrara",1-10,1,Private Equity,2022-03-08,,,,Private Equity,,,,Private Equity,,USD,,,USD,,McCarthy Capital,1,1,,,,,,,Private,,,,,,,,,,,,,,21.7%,99,,,,0,10,,"Pharmaceutical, veterinary and sanitary products",4816,USD,4816
Probus Medical Technologies,https://www.crunchbase.com/organization/probus-medical-technologies,2019-01-01,year,Health Care,"Redmond, Washington, United States",Probus Medical Technologies is a provider of health Care service.,"227,624",,Active,,,,,For Profit,,,,Probus Medical Technologies is a provider of health Care service.,,"Greater Seattle Area, West Coast, Western US",,,,,,,,,,,,,,,,,Health Care,,,1-10,1,Seed,2019-10-02,300000,USD,300000,Seed,300000,USD,300000,Seed,300000,USD,300000,300000,USD,300000,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,2,1,Medical Or Veterinary Science; Hygiene,Medical services; veterinary services,,,
Capacity Capital,https://www.crunchbase.com/organization/capacity-capital,2020-01-01,year,Venture Capital,"Chattanooga, Tennessee, United States","Capacity Capital is a fund working to be a multiplier for small, revenue-generating businesses.","227,645",,Active,,,,,For Profit,https://capacity.is/capital/,https://twitter.com/capacityis,https://www.linkedin.com/company/capacitycapital/,,,Southern US,Seed,Venture Capital,1,1,,,,,,,,,,,,,"Financial Services, Lending and Investments",1,Jonathan Bragdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
BRAVE Books,https://www.crunchbase.com/organization/brave-books,2021-01-01,year,"Books, Comics, Publishing, Retail","Conroe, Texas, United States",BRAVE Books is a publishing company that publishes monthly series of children's books.,"227,648",$1M to $10M,Active,,,,,For Profit,https://bravebooks.us,https://twitter.com/BraveBooksUS,https://www.linkedin.com/company/bravebooks,,https://www.facebook.com/BraveBooksUS,"Greater Houston Area, Southern US",,,,,,,,,,,,,,,,,"Commerce and Shopping, Consumer Goods, Content and Publishing, Media and Entertainment",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,180.65%,15,,,,,,,,,,
Julita's Garden,https://www.crunchbase.com/organization/julita-s-garden,2019-01-01,year,"Cannabis, Product Management, Product Research","Kansas City, Missouri, United States",Julita's Garden is a medical cannabis company that cultivates high-quality medical cannabis for the state's patient community.,"227,650",,Closed,,,,none,For Profit,http://www.julita-garden.com,,,"Julita's Garden is a medical cannabis company that cultivates high-quality medical cannabis for the state's patient community. Founded on the passion to relieve the suffering of Missouri’s most vulnerable community, Julita’s Garden believes that providing education, superior quality products, and environmental accountability will not only produce an economically profitable business but also provide hope and healing to the local community.  At the core of the company, Julita’s Garden is a responsible and engaged community partner. The company will not only focus on quality medicine, but also on environmental sustainability. Julita’s Garden will be seeking the highest-ranking sustainability certification from the CLEAN GREEN organization on its greenhouses. By implementing green practices, Julita’s Garden will achieve long-term sustainability both environmentally and economically.",,Midwestern US,,,,,,,,,,,,,,,,,"Community and Lifestyle, Data and Analytics, Design, Food and Beverage, Health Care, Other",1,Julita Latimer,,1,Seed,2019-08-06,850008,USD,850008,Seed,850008,USD,850008,Seed,850008,USD,850008,850008,USD,850008,,,,,,,,,,Private,,,,,,,,,,,,,,,1,,,,,,,,,,
CryoFuture,https://www.crunchbase.com/organization/cryofuture,2022-10-01,day,"Fertility, Medical","San Mateo, California, United States",CryoFuture is a tech-enabled cryostorage facility servicing fertility clinics,"227,658",,Active,,,,,For Profit,https://www.cryofuture.co/,,https://www.linkedin.com/company/cryofuture/?viewAsMember=true,"CryoFuture is a tech-enabled cryostorage facility servicing fertility clinics On-Demand, Full Service Cryostorage facility with the Same day delivery Short and long-term storage with fast and safe transportation One-Stop Solution to handle and manage all types of frozen specimens RFID technology inventory and management system Individual specimen temperature monitoring from transportation to storage CryoFuture App provides a 24/7 live view of the tank and temperature for patients and clinics",,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,Health Care,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,10,,,,,,,,,,
Zephyr Cloud IO,https://www.crunchbase.com/organization/zephyr-cloud-io,2023-08-11,day,"Artificial Intelligence (AI), B2B, Developer Platform, Enterprise Software, Information Technology, Software","Atlanta, Georgia, United States","B2B, SaaS, Enterprise Software, Developer Tools, AI, Module Federation, Edge Computing","227,660",,Active,,,,,For Profit,https://zephyr-cloud.io/,https://twitter.com/ZephyrCloudIO,https://www.linkedin.com/company/zephyr-cloud/,The first and only enterprise scale software as a service for the orchestration and observability of composable frontend systems.,https://www.facebook.com/profile.php?id=61550321611299,"Greater Atlanta Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software",,,1-10,1,Seed,2023-08-15,,,,Pre-Seed,,,,Pre-Seed,,USD,,,USD,,,,,,,,,,,Private,,,,,,,,,,,,,,,13,,,,,,,,,,
PigPug Health,https://www.crunchbase.com/organization/pigpug,2018-05-01,month,"Artificial Intelligence (AI), Health Care","Brooklyn, New York, United States",PigPug is an AI telemedicine brain training platform for kids with ADHD and autism.,"227,663",Less than $1M,Active,,,,,For Profit,http://pigpug.co,,https://www.linkedin.com/company/pigpug/,PigPug offers ADHD and autism neurofeedback therapy at home. They also provide neurofeedback brain-training games to help children overcome attention deficit disorder and increase their learning abilities.,https://www.facebook.com/PigPugHealth,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",4,"Anastasiya Kuzniatsova, Andrei Pliachko, Ivan Shmatko, Vitali Karpeichyk",11-50,2,Seed,2019-09-22,,,,Convertible Note,,,,Seed,,USD,,,USD,,"StartUp Health, TechMinsk",1,2,,,,,,,Private,,,,,,,,,,,,,,1.34%,8,,,,1,0,,Medical services; veterinary services,,,
ABA Centers of America,https://www.crunchbase.com/organization/aba-centers-of-america,2020-01-01,year,"Health Care, Home Health Care, Hospital","Nashua, New Hampshire, United States",ABA Centers of America is a hospital and healthcare service provider for autism spectrum disorder.,"227,668",$1M to $10M,Active,,,,,For Profit,https://abacenters.com,https://twitter.com/AbaCenters,https://www.linkedin.com/company/aba-centers-of-america,"ABA Centers of America provides therapy services for anyone with an autism spectrum disorder. They can help clients in the home, clinic, school, community, or any environment. They develop new skills using fun, play-based methods, acknowledge that different children have different needs, teach alternatives to unwanted behaviors, enable independence, and build on a client’s inherent strengths.",https://www.facebook.com/ABACentersofAmerica,"East Coast, New England, Northeastern US",,,,,,,,,,,,,,,,,Health Care,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,158.61%,3,,,,,,,,,,
Bold,https://www.crunchbase.com/organization/bold-39cb,2022-01-01,year,"Bitcoin, Credit Cards, Finance","Miami, Florida, United States",The Bold credit card lets you spend on a line of credit collateralized by bitcoin held in collaborative custody.,"227,684",,Active,,,,,For Profit,https://www.getbold.io/,https://twitter.com/boldbitcoin,https://www.linkedin.com/company/bold-the-bitcoin-credit-card,,,"Greater Miami Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",,,,1,Seed,2023-01-01,,,,Pre-Seed,,,,Pre-Seed,,USD,,,USD,,Lightning Ventures,,1,,,,,,,Private,,,,,,,,,,,,,,,6,,,,,,,,,,
