Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
SuperDraft,https://www.crunchbase.com/organization/superdraft,2018-01-01,year,"Fantasy Sports, Gamification, Gaming, PC Games","Salem, New Hampshire, United States",SuperDraft develops several unique game modes and features that appeal to both casual and hardcore sports fans and fantasy players.,"197,025",$1M to $10M,Active,,,,,For Profit,https://superdraft.io/,https://twitter.com/superdraftdfs,https://www.linkedin.com/company/superdraftdfs/,SuperDraft focus on paid entry and free to play daily fantasy. SuperDraft develops several unique game modes and features that appeal to both casual and hardcore sports fans and fantasy players.,https://www.facebook.com/superdraftdfs,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,"Gaming, Sports",2,"Nate Hunter, Steven Wang",11-50,2,,2023-09-13,,,,Corporate Round,,,,Corporate Round,,USD,,,USD,,"Caesars Entertainment, Sporting News",2,2,,,,,,,Private,,,,,,,,,,,,,,71.59%,49,2,65,13,,,,,32923,USD,32923
Digital Universe,https://www.crunchbase.com/organization/digital-universe-b448,2021-11-02,day,"Console Games, Gaming, Information Technology, Mobile, PC Games, Software, Web Development","Wyoming, Michigan, United States","Digital Universe provides a full cycle of online games development, from the design stage to the hardware and software.","197,028",,Active,,,,,For Profit,https://www.digitaluniverseinteractive.com,,,"Digital Universe provides a full cycle of online games development, from the design stage to the hardware and software solutions that will be used to launch technically complex projects. When working, our specialists take into account the capabilities of most users, so they focus on the most common types of computer hardware used for games.",,"Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Gaming, Information Technology, Mobile, Software",1,Alex Pavlov,11-50,1,Seed,2014-04-02,300000,USD,300000,Pre-Seed,300000,USD,300000,Pre-Seed,300000,USD,300000,300000,USD,300000,,,,,,,,,,Private,,,,,,,,,,,,,,,28,2,,,,,,,,,
ImaginationSpring,https://www.crunchbase.com/organization/imaginationspring-llc,2018-01-01,year,"Art, Content Creators, Digital Media, EdTech, Primary Education","Winston Salem, North Carolina, United States",ImaginationSpring provides creative technology solutions and content that focuses on expanding imaginations.,"197,041",Less than $1M,Closed,,,2022-12-31,day,For Profit,https://www.imaginationspring.com,,https://www.linkedin.com/company/imagination-spring,"ImaginationSpring offers children and adults brands and solutions that promote imagination and creativity.  ImaginationSpring employs ""Responsible Technology"" as a foundational pillar and have created the 4P's methodology to support Creative Confidence in children. ImaginationSpring is dedicated to creating products that stimulate imaginations and instill creative confidence in everyone no matter what the core function of the product is.",,"East Coast, Southern US",,,,,,,,,,,,,,,,,"Education, Media and Entertainment, Software",2,"Dan Antonelli, John Fox",1-10,1,Seed,2019-08-01,35000,USD,35000,Seed,35000,USD,35000,Seed,35000,USD,35000,35000,USD,35000,,,,,,,,,,Private,,,,,,,,,,,,,,,3,1,,,0,3,,Education; entertainment,,,
Tekumo,https://www.crunchbase.com/organization/tekumo,2018-01-01,year,"Information Technology, Software","Colorado Springs, Colorado, United States","Tekumo is a platform for intelligent service delivery that handles the ""last-mile"" of installing, and maintaining technology systems.","197,047",,Active,2022-09-09,day,,,For Profit,https://www.tekumo.com/,,https://www.linkedin.com/company/tekumo/,"Tekumo is a platform for intelligent service delivery that handles the ""last-mile"" of installing, monitoring, and maintaining technology systems and smart connected devices.",,Western US,,,,,,,,,,,,,,,,,"Information Technology, Software",,,11-50,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,2022-09-09,day,Merger,,Private,,,,,,,,,,,,,,,23,,,9,,,,,,,
Kisbee Therapeutics,https://www.crunchbase.com/organization/kisbee-therapeutics,2019-01-01,year,"Health Care, Health Diagnostics, Medical","Cambridge, Massachusetts, United States",Kisbee Therapeutics provides treatment for neurodegenerative diseases.,"197,054",,Active,,,,,For Profit,https://www.kisbeetx.com,https://twitter.com/KisbeeTx,https://www.linkedin.com/company/kisbee-therapeutics/,,,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,Health Care,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,61.83%,2,,,,,,,,33673,USD,33673
Sekure,https://www.crunchbase.com/organization/sekure-inc,2020-01-23,day,,"Cleveland, Ohio, United States",--,"197,058",Less than $1M,Active,,,,,For Profit,https://sekurecloud.com,,https://www.linkedin.com/company/sekure-inc,,,"Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,,,,1-10,2,Seed,2021-02-15,1000,USD,1000,Seed,1000,USD,1000,Seed,2000,USD,2000,2000,USD,2000,,,,,,,,,,Private,,,,,,,,,,,,,,,16,,,,,,,,,,
Dromo,https://www.crunchbase.com/organization/dromo,2019-01-01,year,Software,"Sioux Falls, South Dakota, United States",Dromo is an end-to-end spreadsheet importing flow that you can implement in minutes.,"197,062",,Active,,,,,For Profit,https://dromo.io/,,https://www.linkedin.com/company/dromoio/about/,"Dromo provides an end-to-end spreadsheet import flow that uses artificial intelligence to automatically match excel columns and decrease onboarding friction, giving users flexibility for data cleaning and validation.",,Midwestern US,,,,,,,,,,,,,,,,,Software,2,"Ankit G., Ayush S.",11-50,1,Seed,2020-01-01,,,,Seed,,,,Seed,,USD,,,USD,,,,,,,,,,,Private,,,,,,,,,,,,,,8.66%,19,,,,,,,,,,
Rhythm Energy,https://www.crunchbase.com/organization/rhythm-energy,2020-01-01,year,"Energy, Energy Management, Renewable Energy","Houston, Texas, United States",Rhythm is a renewable energy and technology company empowering to take control of budget and footprint.,"197,064",$1M to $10M,Active,,,,,For Profit,https://www.gotrhythm.com/,https://www.twitter.com/GotRhythmHQ,https://www.linkedin.com/company/rhythmhq/,,https://www.facebook.com/gotrhythmHQ/,"Greater Houston Area, Southern US",,,,,,,,,,,,,,,,,"Energy, Sustainability",,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,83.4%,38,,,21,0,3,,Advertising; business,,,
LightbulbML,https://www.crunchbase.com/organization/lightbulbml,2023-06-14,day,"B2B, Legal Tech, Software","San Francisco, California, United States",Automating Patent Generation,"197,068",,Active,,,,,For Profit,https://lightbulbml.com,,https://twitter.com/lightbulbml,Accelerating the manual parts of the patent generation process.,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Other, Professional Services, Software",,,1-10,2,Seed,2023-10-15,,,,Pre-Seed,,,,Pre-Seed,,USD,,,USD,,Floodgate,1,1,,,,,,,Private,,,,,,,,,,,,,,,1,,,,,,,,,,
"Association of Tribal Archives, Libraries, and Museums",https://www.crunchbase.com/organization/association-of-tribal-archives-libraries-and-museums,2022-01-01,year,"Museums and Historical Sites, Non Profit, Service Industry","Edmond, Oklahoma, United States","ATALM is a nonprofit organization that provides a network of support for indigenous archives, libraries, and museums.","197,079",,Active,,,,,Non-profit,https://www.atalm.org/,https://twitter.com/TribalALM,https://www.linkedin.com/company/association-of-tribal-archives-libraries-and-museums/,,https://www.facebook.com/ATALM/,Southern US,,,,,,,,,,,,,,,,,"Other, Social Impact, Travel and Tourism",,,1-10,1,,2023-11-28,100000,USD,100000,Grant,,,,,,,,100000,USD,100000,San Manuel Band of Mission Indians,1,1,,,,,,,Private,,,,,,,,,,,,,,,4,,,,,,,,,,
