Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
K2 Environmental Professionals,https://www.crunchbase.com/organization/k2-environmental-professionals,2021-12-21,day,Environmental Consulting,"Kaneohe, Hawaii, United States","Environmental Consulting, Due Diligence, Business Environmental Risk Investigation, and Construction Support","1,641,110",,Active,,,,,For Profit,https://k2enviropro.com/,,https://www.linkedin.com/company/k2-environmental-professionals,"K2 Environmental Professionals is a Hawaii-based, Hawaii-focused, woman-owned environmental consulting firm. We specialize in providing environmental due diligence, business environmental risk investigations, and environmental construction support. We operate in a transparent, efficient manner so that our clients never have to wonder if they are getting our best price or track us down for an update on their project’s status. Services Include: 1. Phase I: An environmental site assessment (ESA) that identifies potential or existing environmental contamination liabilities at a property. 2. Phase II: An ESA designed to evaluate the presence or absence of petroleum products of other hazardous substances in environmental media. 3. Phase III: Contaminated site remediation, including both planning and execution. 4. Planning and Design: Environmental investigations and plans for the handling of contaminated or potentially contaminated media. a. Air Monitoring Plan (AMP) b. Environmental Hazard Evaluation (EHE) c. Environmental Hazard Management Plan (EHMP) d. Environmental Health and Safety Plan (HASP) e. Sampling and Analysis Plan (SAP) f. Soil Management Plan (SMP)",,"Asia-Pacific (APAC), Western US",,,,,,,,,,,,,,,,,Professional Services,2,"Christopher Kim, Kimberly Kim",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,1,,,,,,,,,,
Karyo,https://www.crunchbase.com/organization/karyo,2019-01-01,year,"Apps, Media and Entertainment, Music, Social Media","Princeton, New Jersey, United States",Karyo is a crowdsourced review platform for concerts and music festivals.,"1,641,088",,Active,,,,,For Profit,https://karyoapp.com,https://twitter.com/karyoapp,https://linkedin.com/company/karyoapp,,https://facebook.com/karyoapp,"East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Apps, Internet Services, Media and Entertainment, Music and Audio, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,1,,,,,,,,,,
Green Isomer,https://www.crunchbase.com/organization/green-isomer,2019-01-01,year,"Information Technology, Software","Greeley, Colorado, United States","Green Isomer develops tailored software solutions, focusing on innovation and client collaboration.","1,641,028",$1M to $10M,Active,,,,,For Profit,https://greenisomer.com,,https://www.linkedin.com/company/greenisomer/,,https://www.facebook.com/greenisomer/,"Greater Denver Area, Western US",,,,,,,,,,,,,,,,,"Information Technology, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,11,,,,,,,,,,
xMotion,https://www.crunchbase.com/organization/xmotion,2018-02-04,day,,"Chicago, Illinois, United States",Digital Marketing Agency,"1,641,012",,Active,,,,,For Profit,https://www.xmotion.io/,,https://www.linkedin.com/company/x-motion/,,,"Greater Chicago Area, Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,,1,Hazem Safwat,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
Atlas Diversified Products,https://www.crunchbase.com/organization/atlas-diversified-products,2021-01-01,year,"Commercial, Industrial Manufacturing, Manufacturing","Lansing, Michigan, United States",Atlas Diversified Products is a manufacturer of commercial products.,"1,640,974",,Active,,,,,For Profit,https://www.atlasdiversifiedproducts.com/,,https://www.linkedin.com/company/atlas-diversified-products-corp/,"Atlas Diversified Products is a manufacturer of commercial products. It offers simple-to-use, fun, and game-changing products like a stirring device to provide clients with easy, effective, and cost-efficient products.",,"Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Manufacturing, Other",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,3,,,,1,0,"Opening, Closing Or Cleaning Bottles, Jars Or Similar Containers",,,,
Post Cheetah,https://www.crunchbase.com/organization/post-cheetah,2023-02-03,day,Software,"Miami, Florida, United States",Post Cheetah is an AI SEO Software that allows anyone to create full SEO strategies using the power of Google data mixed with AI.,"1,640,925",,Active,,,,,For Profit,https://postcheetah.com/,https://twitter.com/PostCheetah,,AI SEO Software that allows anyone to create full SEO strategies using the power of Google data mixed with AI.,https://www.facebook.com/people/Post-Cheetah/100091658752829/,"Greater Miami Area, East Coast, Southern US",,,,,,,,,,,,,,,,,Software,1,Mark Gadala-Maria,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
ConverNations,https://www.crunchbase.com/organization/convernations,2020-08-01,month,"Audio, Events, Non Profit, Video","Claremont, California, United States",ConverNations is an online audio and video resource that reports on political and economic issues.,"1,640,888",$1M to $10M,Active,,,,,Non-profit,https://www.convernations.com,,https://www.linkedin.com/company/convernations,"ConverNations is a non-profit organization that offers social media platforms that are attempting to shape our political and social views, and tries to counter that by providing free objective information on current events and politics.",,"Greater Los Angeles Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Events, Media and Entertainment, Music and Audio, Other, Social Impact, Video",2,"Eugene Guo, Zhining Zhao",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,5,,,,,,,,,,
OrderMS,https://www.crunchbase.com/organization/orderms,2018-01-01,year,"E-Commerce, Information Technology, SaaS, Software","New York, New York, United States",Easy to use Inventory & Order Management Software,"1,640,792",,Active,,,,,For Profit,https://orderms.com,https://twitter.com/OrderMs,https://www.linkedin.com/company/orderms/,"Order MS is an easy-to-use and advanced order management system that automates key aspects of your sales orders and brings you all the relevant business information and intelligence you need. Built as a generation Z platform, Order MS can help you improve sales performance, facilitate communication with your teams, suppliers, and stakeholders, and stay ahead of the competition. Order MS enables you to effectively manage the entire lifecycle of sales orders. With automated modules integrated into a single tool and order information accessible from anywhere, you can process customers’ orders quickly. It also provides features for inventory management, such as the instant creation of product or item barcodes, monitoring of inventory levels through notifications, and automatic updating of inventory based on sales orders. The order management system allows you to implement a smart and convenient purchasing process as well. It aids you in deciding which vendors or suppliers to buy products from and sharing information and documents with your business partners.",https://www.facebook.com/inventory.orderms,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Commerce and Shopping, Information Technology, Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,8,,,14,,,,,,,
Premier Cryogenic Services,https://www.crunchbase.com/organization/premier-cryogenic-services,2019-07-01,month,"Leasing, Manufacturing, Mechanical Engineering, Rehabilitation","La Porte, Texas, United States",PCS is a manufacturer of Cryenco and LOX equipment.,"1,640,770",,Active,,,,,For Profit,https://www.premiercryollc.com,,https://www.linkedin.com/company/premier-cryogenic-services/,"PCS provides trailer rehab and repair, trailer inspection and testing, and inner tank work services. They specialise in liquid hydrogen, oxygen, nitrogen, argon, LNG, and CO2 inspections, retests, and rehabilitations. They also offer sales and leasing facilities.",,"Greater Houston Area, Southern US",,,,,,,,,,,,,,,,,"Financial Services, Health Care, Manufacturing, Science and Engineering",,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,4,,,,,,,,69366,USD,69366
Sisyphus Systems,https://www.crunchbase.com/organization/sisyphus-systems,2020-01-01,year,"Gambling, Gaming, Online Games","Cheyenne, Wyoming, United States","Sisyphus Systems flagship product, Dinn, is a fast-paced trading card game with a blend of in-person and community-driven digital play.","1,640,747",,Active,,,,,For Profit,https://dinncards.com/,https://twitter.com/dinncards,https://www.linkedin.com/company/sisyphus-systems-inc.,"Dinn is an expandable card game in which each card guides the storyline of a large, interactive puzzle. It combines a fast-paced, poker-inspired, expandable dueling card game with alternate reality gaming elements. Play cards with customizable heroes from mythology and history, then work together to solve puzzles hidden inside them.",https://www.facebook.com/dinncards,Western US,,,,,,,,,,,,,,,,,Gaming,1,Gabriel Whittemore,1-10,1,Seed,2020-10-09,,,,Pre-Seed,,,,Pre-Seed,,USD,,,USD,,gbeta,1,1,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
