Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Stitched Insights,https://www.crunchbase.com/organization/stitched-insights,2018-01-01,day,"Artificial Intelligence (AI), Machine Learning, Market Research, Real Time","San Mateo, California, United States",Stitched Insights AI integrates organic customer interactions in real-time.,"303,187",,Active,,,,,For Profit,https://www.stitchedinsights.com/,,https://www.linkedin.com/company/stitchedinsights/,,,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Other, Science and Engineering, Software",1,Dmitriy Pavlov,11-50,1,Seed,2020-01-01,,,,Seed,,,,Seed,,USD,,,USD,,Mir Ventures,,1,,,,,,,Private,,,,,,,,,,,,,,23.75%,28,,,11,,,,,,,
TravelX,https://www.crunchbase.com/organization/travelx-intelligent-travel-retail-platform,2018-01-01,day,"E-Commerce, Internet, Travel","Fremont, California, United States",Global platform for shopping and dining at airports/airlines,"303,196",$1M to $10M,Active,,,,,For Profit,https://travelx.ai,https://twitter.com/travelx_ai?lang=en,https://in.linkedin.com/company/travelx-ai,,https://www.facebook.com/travelxai/,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Commerce and Shopping, Internet Services, Travel and Tourism",1,Sushil Choudhari,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,47,2,,,,,,,,,
NSite Medical,https://www.crunchbase.com/organization/nsite-medical,2019-01-01,year,"3D Technology, Health Care, Health Diagnostics, Medical Device","Menlo Park, California, United States",NSite Medical develops a medical screening platform that provides real-time body imaging.,"303,197",,Active,,,,,For Profit,https://www.nsitemedical.com,,https://www.linkedin.com/company/nsite-medical,"NSite Medical uses 3D scanning/LiDAR for Scoliosis screening and monitoring. NSite Medical's AI-enabled mobile platform can screen, quantify, and monitor musculoskeletal (MSK) conditions. NSite is portable, low-cost, and radiation-free.",,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Hardware, Health Care, Software",2,"Malcolm DeBaun, Michael Gardner",,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,8,,,,,,,,,,
Unai,https://www.crunchbase.com/organization/unai,2020-01-01,year,"Electronics, Software, Virtual Reality","Palo Alto, California, United States",Unai is a virtual reality software company designed to offer creative freedom for real social interactions.,"303,202",,Active,,,,,For Profit,https://www.unai.one,,,"Unai is a virtual reality software company designed to offer creative freedom for real social interactions. They use a dedicated box that wirelessly connects to their headset. This offers tons of creative freedom to make beautiful, engaging worlds. Unai was founded by Max Coutte and Gabriel Combe-Ounkham.",,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Software",2,"Gabriel Combe-Ounkham, Max Coutte",11-50,2,Seed,2022-04-04,,,,Pre-Seed,,,,Pre-Seed,,USD,,,USD,,"Y Combinator, FAST — by GETTYLAB, Hugo Amsellem",,3,,,,,,,Private,,,,,,,,,,,,,,,1,,,,,,,,,,
vsNew,https://www.crunchbase.com/organization/vsnew,2021-07-31,day,"Automotive, Electric Vehicle","Brooklyn, New York, United States",EV Battery Health Reports,"303,256",,Active,,,,,For Profit,https://vsNew.com,,,,,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,Transportation,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,7,1,,,,,,,,,
Gilmartin Capital LLC,https://www.crunchbase.com/organization/gilmartin-capital-llc,2021-01-01,year,"Consulting, Financial Services, Health Care, Professional Services","California, Kentucky, United States","Gilmartin Capital is focused on private investments in the medical device, life science tools, diagnostic and digital health sectors.","303,289",,Active,,,,,For Profit,https://gilmartincap.com/,,https://www.linkedin.com/company/gilmartin-capital-llc/,,,Southern US,,"Private Equity Firm, Venture Capital",4,4,,1,,,,,,,,,,,"Financial Services, Health Care, Other, Professional Services",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
VMO Aircraft Leasing,https://www.crunchbase.com/organization/vmo-aircraft-leasing,2021-01-01,year,"Aerospace, Air Transportation, Leasing","San Francisco, California, United States","VMO Aircraft Leasing is a team of aviation industry veterans that offers liquidity and fleet solutions to airlines, lessors, and OEMs.","303,317",$1M to $10M,Active,,,,,For Profit,https://vmoair.com/,https://twitter.com/vmoair,https://www.linkedin.com/company/vmo-aircraft-leasing/,,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Financial Services, Science and Engineering, Transportation",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,17.5%,5,,,,,,,,,,
WishRoll,https://www.crunchbase.com/organization/wishroll,2020-03-02,day,Mobile Apps,"New York, New York, United States",WishRoll is a reliable and secure source for high-quality camera roll stuff.,"303,332",,Active,,,,,For Profit,https://www.wishroll.co/home,https://www.twitter.com/wishroll,,WishRoll is a reliable and secure source for high-quality camera roll stuff. Founded in 2020.,,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Apps, Mobile, Software",,,1-10,1,,2022-03-22,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,USD,,,USD,,Y Combinator,,1,,,,,,,Private,,,,,,,,,,,,,,,2,4,"260,523",,,,,,,,
Gaido Health,https://www.crunchbase.com/organization/gaido-health,2018-01-01,year,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical, Oncology, Therapeutics","Los Angeles, California, United States",Gaido Health is a AI platform for continuous monitoring of Post-discharge oncology patients.,"303,336",Less than $1M,Active,2020-04-16,day,,,For Profit,http://www.gaidohealth.com/,,,Gaido Health is a AI platform for continuous monitoring of Post-discharge oncology patients.,,"Greater Los Angeles Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",1,Gary Manning,1-10,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,2020-04-16,day,Acquisition,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
Nubia Capital,https://www.crunchbase.com/organization/nubia-capital,2023-03-01,day,Venture Capital,"Rochester Hills, Michigan, United States",Nubia Capital is a US-based venture capital firm that focuses on investing in tech-enabled businesses on the African continent.,"303,362",,Active,,,,,For Profit,https://nubiacapital.org,,https://www.linkedin.com/company/88057202/admin/feed/posts/,"Nubia Capital is a US-based venture capital firm with a focus on investing in tech-enabled businesses on the African continent. Its investment thesis revolves around Nubia Capital as lead investors, leveraging market opportunities, supporting tech-enabled solutions, fostering sustainable development, and actively contributing to the growth of Africa's tech ecosystem.",,"Greater Detroit Area, Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Financial Services, Lending and Investments",1,Davidson Oturu,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,1,,,,,,,,,,
