Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Illuminovo,https://www.crunchbase.com/organization/illuminovo,2020-01-01,year,"Building Material, Electronics, Lighting, Manufacturing, Smart Building","Morrisville, North Carolina, United States",Illuminovo is an LED fixture manufacturer.,"1,974,652",,Active,,,,,For Profit,https://www.illuminovo.com,https://twitter.com/illuminovo,https://www.linkedin.com/company/illuminovo/,"Illuminovo manufactures LED fixtures with forward-looking designs, advanced integrations, high-end aesthetics, and intuitive controls. They use technology to make their buildings and facilities smarter, more agile, and more efficient for their day-to-day functions. They provide thermal detection technology for building and site access.",https://www.facebook.com/illuminovo,"Research Triangle, East Coast, Southern US",,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Manufacturing, Real Estate",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,9,,,,,,,,,,
nrrate,https://www.crunchbase.com/organization/nrrate,2019-01-01,month,"Consulting, Graphic Design, Marketing, Web Design","Denver, Colorado, United States","nrrate is a creative design agency that provides digital marketing, consultancy, and campaign development services.","1,974,617",,Active,,,,,For Profit,https://www.nrrate.com,https://twitter.com/nrrate,https://www.linkedin.com/company/nrrate,"nrrate is a digital marketing service company. Their services include web development, content strategy, art direction, photography, video production, 3d motion graphics, copywriting, consultancy, customer experience, market planning, data science, analytics, digital marketing services, website design, graphic design, print design, and branding services.",https://www.facebook.com/nrrate,"Greater Denver Area, Western US",,,,,,,,,,,,,,,,,"Design, Professional Services, Sales and Marketing",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,5,,,,,,,,,,
Ted Kulawiak - Ted Kaye Sales Management Training,https://www.crunchbase.com/organization/ted-kulawiak-ted-kaye-sales-management-training,2020-01-01,year,"Consulting, Management Consulting, Professional Services, Training","Pflugerville, Texas, United States","Ted Kulawiak - Ted Kaye Sales Management Training is a business, management, development coaching consulting company.","1,974,579",,Active,,,,,For Profit,https://tedkaye55.wixsite.com,,https://www.linkedin.com/company/ted-kulawiak-ted-kaye-sales-training,"Ted Kulawiak - Ted Kaye Sales Management Training is a business, management, development coaching consulting company.  It was founded in 2020 and is located in Pflugerville, Texas.",,Southern US,,,,,,,,,,,,,,,,,"Education, Other, Professional Services",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
SOL France,https://www.crunchbase.com/organization/sol-france,2018-01-01,year,"Industrial, Manufacturing, Supply Chain Management","Houston, Texas, United States",SOL France is a pre-roll production company that manufactures and supplies cones and pre-rolls.,"1,974,567",,Active,,,,,For Profit,https://www.rollthesol.com,https://twitter.com/Thesolfrance,https://www.linkedin.com/company/thesolfactory,,,"Greater Houston Area, Southern US",,,,,,,,,,,,,,,,,"Manufacturing, Transportation",,,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,4,,,,,,,,,,
Just Health Collective,https://www.crunchbase.com/organization/just-health-collective,2020-01-01,year,"Consulting, Education, Service Industry","Atlanta, Georgia, United States","Just Health Collective offers powerful advisory, education, coaching, and digital services to clients.","1,974,526",,Active,2022-04-19,day,,,For Profit,https://www.justhealthcollective.com/,https://twitter.com/justhealthco,https://www.linkedin.com/company/justhealthcollective/,"Just Health Collective offers powerful advisory, education, coaching, and digital services to clients in support of their respective efforts toward driving health equity, inclusion, and belonging in their institutions and communities.",https://www.facebook.com/justhealthcollective,"Greater Atlanta Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Education, Other, Professional Services",,,1-10,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,2022-04-19,day,Acquisition,,Private,,,,,,,,,,,,,,,5,,,,,,,,,,
Y2K aesthetic,https://www.crunchbase.com/organization/y2k-aesthetic,2018-03-05,day,,"Sheridan, Wyoming, United States","Soft girl, Y2K aesthetic, grunge, indie aesthetic, kawaii, art hoe, angel core aesthetic, dark academia aesthetic, VSCO style,","1,974,523",,Closed,,,,none,For Profit,https://y2kaesthetic.com/,,,"Soft girl, Y2K aesthetic, grunge, indie aesthetic, kawaii, art hoe, angel core aesthetic, dark academia aesthetic, VSCO style, vintage aesthetic, e-girl, the 80s & 90s aesthetic. This store, where you can find different sweaters, hoodies, skirts, pants, tops, and jackets, allows you to buy different aesthetic clothes of all styles.",https://www.facebook.com/Aesthetic-Style-104062668717820,Western US,,,,,,,,,,,,,,,,,,,,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,3.31%,3,,,,,,,,,,
Land & Apartments,https://www.crunchbase.com/organization/land-apartments,2020-01-01,year,"Property Development, Real Estate, Real Estate Investment","Saint Louis, Missouri, United States","Land & Apartments provides real estate private equity, investment, acquisition, rehabilitation, and property development services.","1,974,519",,Active,,,,,For Profit,https://landandapartments.com,,https://www.linkedin.com/company/landandapartments,,,Midwestern US,,,,,,,,,,,,,,,,,"Financial Services, Real Estate",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
Haute Magazine,https://www.crunchbase.com/organization/haute-magazine,2018-01-01,year,"Art, Lifestyle, Publishing","Los Angeles, California, United States","Haute Magazine is an art, culture, and lifestyle magazine publishing company.","1,974,504",,Active,,,,,For Profit,https://www.hauteusc.com,https://twitter.com/hauteusc,https://www.linkedin.com/company/hauteusc,"Haute Magazine is a publisher of magazines. They built their reputation on disrupting digital media through sophistication and innovation, amassing a worldwide readership. They offer a platform to showcase the many cultural artefacts of not only the University of Southern California’s student body but also of Los Angeles culture, national culture, and even global culture.",https://www.facebook.com/hauteusc,"Greater Los Angeles Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Community and Lifestyle, Content and Publishing, Media and Entertainment",,,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,4,,,,,,,,,,
Artifact Services,https://www.crunchbase.com/organization/artifact-services,2019-01-01,year,"Art, Furniture, Home Decor","Chicago, Illinois, United States","Artifact Services provides framing and conservation services for fine art, antiques, mirrors, and furniture.","1,974,502",,Active,,,,,For Profit,https://artifactservices.com,,https://www.linkedin.com/company/artifactservices,"Artifact Services is a company that specializes in the preservation of fine art, antiques, mirrors, and furniture. The company offers a range of services including custom framing, restoration, mirror silvering, and emergency care. They also provide museum quality custom framing and display services. In addition, Artifact Services is part of the Artmill Group, which further expands their capabilities in the care and presentation of fine art and antiques. They also offer house calls for situations where transport or images are not viable options, although additional charges apply for time and travel.",https://www.facebook.com/artifactservices,"Greater Chicago Area, Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Consumer Goods, Media and Entertainment, Real Estate",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
Boomer Productions,https://www.crunchbase.com/organization/boomer-productions,2019-01-01,year,"Advertising, Marketing, Performing Arts","New York, New York, United States","Boomer Productions offers public relations, advertising, social media, retail marketing, and digital media services.","1,974,494",$1M to $10M,Active,,,,,For Profit,https://boomerproductions.org/,,https://www.linkedin.com/company/boomer-productions/,,https://www.facebook.com/BoomerProductionsInc/,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Advertising, Media and Entertainment, Sales and Marketing",1,Ari Goldblatt,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,6,,,,,,,,,,
