Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Shero Marketing,https://www.crunchbase.com/organization/shero-marketing,2019-06-01,month,"Advertising, Consulting, Content Marketing, Digital Marketing, Search Engine, Social Media Marketing, Web Design, Web Development","Fulshear, Texas, United States",Digital marketing agency founded by paid search and SEO experts.,"2,925,560",,Active,,,,,For Profit,https://www.sheromarketing.com,https://twitter.com/shero_marketing,https://www.linkedin.com/company/shero-marketing/,"Digital marketing agency founded by search marketing and advertising experts in the SEO and PPC field. The Fulshear, Texas headquarters is the hub for campaign strategy and management. Data-driven search marketing agency emphasizing transparency, increasing ROI, and precise execution.",https://www.facebook.com/sheromarketing/,"Greater Houston Area, Southern US",,,,,,,,,,,,,,,,,"Advertising, Design, Internet Services, Professional Services, Sales and Marketing, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,3,,,,,,,,,,
Westchester Youth Congress,https://www.crunchbase.com/organization/westchester-youth-congress,2019-01-01,year,"CivicTech, Non Profit, Social","West Chester, Pennsylvania, United States","Westchester Youth Congress is hosting a technology drive collecting old computers, keyboards, and monitor services.","2,925,558",,Active,,,,,Non-profit,https://www.westchesteryouthcongress.org,,https://www.linkedin.com/company/westchester-youth-congress,"Westchester Youth Congress is a non-profit organization. They provide technology drive collecting old computers, keyboards, and monitor services.",https://m.facebook.com/WestchesterYouth,"Greater Philadelphia Area, Great Lakes, Northeastern US",,,,,,,,,,,,,,,,,"Community and Lifestyle, Government and Military, Information Technology, Other, Social Impact",2,"Jake Ourman, Lucas Cioffi",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,3,,,,,,,,,,
Braindrop,https://www.crunchbase.com/organization/braindrop,2019-01-01,day,"E-Learning, Enterprise Software, Information Services","New York, New York, United States",The Expert Way To Learn At Work,"2,925,552",,Closed,,,,none,For Profit,http://getbraindrop.com/,,https://www.linkedin.com/company/getbraindrop/about,,,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Education, Information Technology, Software",2,"Ben Darr, Jay Widlitz",1-10,1,Seed,2019-01-01,,,,Pre-Seed,,,,Pre-Seed,,USD,,,USD,,Lerer Hippeau,,1,,,,,,,Private,,,,,,,,,,,,,,,3,,,,,,,,,,
Midwest MHC Brokers,https://www.crunchbase.com/organization/midwest-mhc-brokers,2022-01-01,year,"Commercial Real Estate, Local Business, Real Estate","Ankeny, Iowa, United States",Midwest MHC Brokers is a real-estate firm that helps you buy and sells properties.,"2,925,544",,Active,,,,,For Profit,https://www.midwestmhcbrokers.com,,https://www.linkedin.com/company/midwest-mobile-home-community-brokers,,https://www.facebook.com/jasonberganrealtor,Midwestern US,,,,,,,,,,,,,,,,,"Real Estate, Sales and Marketing",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
State of Unity,https://www.crunchbase.com/organization/state-of-unity,2020-01-01,year,"Adventure Travel, Tourism, Travel Agency","Tampa, Florida, United States","State of Unity is a travel agency that provides group travel, adventure travel, and arrangments.","2,925,518",,Active,,,,,For Profit,https://stateofunity.org,,https://www.linkedin.com/company/state-of-unity/ ,"State of Unity offers group travel experiences that allow adventure seekers to form new friendships, positively impact communities, and become stronger versions of themselves. They provide group travel, adventure travel, and arrangments.",https://www.facebook.com/connect.grow.inspire.explore/,"Tampa Bay Area, East Coast, Southern US",,,,,,,,,,,,,,,,,Travel and Tourism,1,Cara Tolzman,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
Sentinel Delivery,https://www.crunchbase.com/organization/sentinel-delivery,2021-01-01,year,Manufacturing,"El Paso, Texas, United States",Manufactures drones for autonomous delivery purposes,"2,925,517",,Active,,,,,For Profit,,,,,,Southern US,,,,,,,,,,,,,,,,,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Gold,https://www.crunchbase.com/organization/russell-gold-96c4,2019-01-01,year,"Energy, Landscaping, Publishing","Austin, Texas, United States",Russell Gold is an author and journalist.,"2,925,486",,Active,,,,,For Profit,https://www.russellgold.net,https://twitter.com/russellgold,https://www.linkedin.com/in/russellgold/,"Russell Gold presents one of ambitious and groundbreaking projects for renewable energy. They larger-than-life men and women seeking to reshape the current energy landscape, Superpower is an essential, compelling",https://www.facebook.com/russellgoldwriter,Southern US,,,,,,,,,,,,,,,,,"Content and Publishing, Energy, Media and Entertainment, Real Estate",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,4,,,,,,,,,,
JCA Freedom Home Investors,https://www.crunchbase.com/organization/jca-freedom-home-investors,2018-01-01,year,"Real Estate, Real Estate Investment","Irving, Texas, United States",Home Investors In Northern Texas,"2,925,431",,Active,,,,,For Profit,https://www.freedomhomestexas.com/,https://twitter.com/FreedomHomesTX,https://www.linkedin.com/company/jca-freedom-home-investors/,"We provide win-win solutions to help homeowners get out of their sticky situations… like Foreclosure, owning a burdensome property, probate, or anything else. At JCA Freedom Home Investors, we focus on providing you with a solution to your situation so you can continue to do the things you love. We are a family-owned real estate investment company with experience in helping homeowners out of difficult situations. We are not the big corporation types, and we will always treat you with the compassion and personable respect you deserve. We will work with you to help your specific circumstances; one size does NOT fit all. We are Cash buyers, not real estate brokers. Our team of experts has the experience to help you quickly, make the process simple and stress-free for you and your loved ones. With us, you don’t need to worry about delays, making repairs, paying added costs, or realtor fees. We are home-buyers, not real estate brokers. If you are burdened by a financial or other misfortune and you are having trouble coping, don’t wait any longer. If the bank, the IRS or someone else is giving you trouble, and your home is in danger of being foreclosed, don’t wait. Please call us; we may be able to help. We will work with you to find a way, freeing you from home debt, a ruined credit record, and continued financial misfortune. We will make you a fair offer and close quickly without realtor fees or closing costs. Give us a try, our clients love us!",https://www.facebook.com/FreedomhomesDFW,"Dallas/Fort Worth Metroplex, Southern US",,,,,,,,,,,,,,,,,"Financial Services, Real Estate",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,46,,,,,,,,,,
SEISMIC CENTER ASAR,https://www.crunchbase.com/organization/seismic-center-asar,2019-08-14,day,"Civil Engineering, Environmental Engineering, Information Technology, Physical Security, Renewable Energy, Software Engineering, Wealth Management","San Francisco, California, United States",Seismic Center ASAR is a non-governmental organisation active in the field of research and development.,"2,925,385",,Active,,,,,Non-profit,https://asar.ro/,,,"Seismic Center ASAR has developed seismic forecasting and pre-detection technologies together with its partners. Seismic Center is an organization beloved by over 110,000 followers. It is a technological start-up for the future. The possibilities of this ngo are countless. Seismic Center ASAR it's a legal registered NGO, located in Romania, Iasi County and our missions are concentrated in the RDI Research Development Innovation brench. In the first 6 months of activity Seismic Center ASAR has already realized 4 projects of strategic interest, one of which is already implemented in the government administration of Romania.",,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Administrative Services, Energy, Financial Services, Information Technology, Privacy and Security, Science and Engineering, Software, Sustainability",1,Seismic Center Members,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,12,,,,,,,,,,
Kinter Media,https://www.crunchbase.com/organization/kinter-media,2018-05-21,day,Media and Entertainment,"Dallas, Texas, United States",Kinter Media is a media production company that offers video marketing consulting services for businesses.,"2,925,300",,Active,,,,,For Profit,https://kinter.media,https://twitter.com/kinter_media,https://linkedin.com/company/kinter-media,"Kinter Media is a boutique video production company with media consulting services. The focus of Kinter Media is to create, capture or market epic content for organizations & brands. Whether you want to propel sales, increase exposure, create artistic flare or fight off your competitors, the skills and experience within our creative team can do just that. Our video production, video director and director of photography services enable your business to overcome competitors, obstacles and to thrive within your niche. The level of detail and exceptional quality in the cinematic creations made by Alex have been instilled in the rest of his team to the benefit of all future clients. Our extensive experience working on local and international projects is a testament to the high quality and bespoke work we carry out. From innovative videos to unique and one-of-a-kind photography, our services get you noticed in your field and separate you from the rest!",https://facebook.com/kintermediapro,"Dallas/Fort Worth Metroplex, Southern US",,,,,,,,,,,,,,,,,Media and Entertainment,1,Alex Kinter,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,5,,,,,,,,,,
