Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Shine Labs,https://www.crunchbase.com/organization/shine-labs,2018-09-01,month,"Consulting, iOS, Software","Denver, Colorado, United States","Shine Labs is a full-service development firm, focused on creating beautiful apps for Mobile and Voice.","1,326,242",,Active,,,,,For Profit,https://www.shinelabs.tech,,https://www.linkedin.com/company/shine-labs/,"Shine Labs is a full-service development firm for Android, iOS, and IoT. Shine Labs offers various services focused on product strategy, UI design and prototyping, mobile application development, and deployment and growth. Headquartered in Boston, Massachusetts and Brooklyn, New York the firm was founded by Conor Leary and Dylan Shine in 2018.",,"Greater Denver Area, Western US",,,,,,,,,,,,,,,,,"Mobile, Platforms, Professional Services, Software",1,Dylan Shine,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,11,,,,,,,,,,
Geek Squared,https://www.crunchbase.com/organization/geek-squared,2019-01-01,year,"Brand Marketing, Digital Marketing, SEO, Social Media Management, Web Design","Columbus, Ohio, United States","Geek Squared is a web design and digital marketing agency that offers social media management, printing, SEO, and consulting services.","1,326,237",$1M to $10M,Active,,,,,For Profit,https://www.geeksquared2.com,,https://www.linkedin.com/company/geek-squared/,,https://www.facebook.com/gksqrd,"Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Design, Internet Services, Sales and Marketing",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,32,,,,,,,,,,
Universal Commerce,https://www.crunchbase.com/organization/universal-commerce,2020-01-01,year,"E-Commerce, Information Technology, Software","Austin, Texas, United States",Universal Commerce is a composable commerce platform for unified digital commerce.,"1,326,211",$1M to $10M,Active,,,,,For Profit,https://universalcommerce.com,https://www.twitter.com/universalcomme,https://www.linkedin.com/company/universal-commerce-inc,,,Southern US,,,,,,,,,,,,,,,,,"Commerce and Shopping, Information Technology, Software",1,Manohar Durai,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,44,,,,,,,,,,
Biowai,https://www.crunchbase.com/organization/biowai,2020-01-01,year,"Health Care, Information Services, Information Technology","New York, New York, United States",Biowai is A Personal Health Data Trust,"1,326,185",,Active,,,,,For Profit,https://biowai.com/,,https://www.linkedin.com/company/biowai/,,,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Health Care, Information Technology",2,"Joan Sola, Scott Kauffman",,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,20,,,,,,,,,,
WealthyGen,https://www.crunchbase.com/organization/wealthygen,2018-01-01,year,"Education, Financial Services, Non Profit","Hyattsville, Maryland, United States",WealthyGen is a non-profit organization that provides financial empowerment solutions for women and youth.,"1,326,183",$1M to $10M,Active,,,,,Non-profit,https://wealthygen.org,https://twitter.com/wealthygen,https://www.linkedin.com/company/wealthygen,,https://www.facebook.com/wealthygen,"Washington DC Metro Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Education, Financial Services, Other, Social Impact",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,-90.43%,24,,,,,,,,,,
ZeroCode,https://www.crunchbase.com/organization/zerocode-innovations,2019-01-01,year,"Information Technology, Mobile Apps, Software, Web Apps","New York, New York, United States","Zerocode Innovations Pvt Ltd offers no-code and low-code app development for software, web, and mobile.","1,326,165",$1M to $10M,Active,,,,,For Profit,https://zeroco.de,https://twitter.com/zerocodplatform/,https://www.linkedin.com/company/zerocode,,https://www.facebook.com/zerocodeplatform/,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Apps, Information Technology, Mobile, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,-18.1%,12,,,,,,,,,,
Cheff,https://www.crunchbase.com/organization/cheff,2019-01-01,day,"Point of Sale, Restaurants, Software","Atlanta, Georgia, United States",Cheff is an advanced restaurant management solution for restaurants.,"1,326,060",,Active,,,,,For Profit,https://www.cheff.io/,,https://www.linkedin.com/company/cheff-inventory-management,,,"Greater Atlanta Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,7,,,,,,,,,,
NextHome Grandview,https://www.crunchbase.com/organization/nexthome-grandview,2021-01-01,year,"Property Management, Real Estate, Residential, Sales","Glendale, California, United States","NextHome Grandview is a real estate agency that offers home sales, listings, and residential property investments.","1,326,048",,Active,,,,,For Profit,https://www.nexthomegrandview.com,,https://www.linkedin.com/company/nexthome-grandview/,,https://www.facebook.com/nexthomegrandview,"Greater Los Angeles Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Real Estate, Sales and Marketing",1,Michael Zargarian,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,38,,,,,,,,,,
Reach-In Now,https://www.crunchbase.com/organization/reach-in-now,2021-01-01,month,"Health Care, mHealth, Mobile Apps","Las Vegas, Nevada, United States",Reach-In Now is a mobile health app for iPhone and Android.,"1,326,036",,Active,,,,,For Profit,https://reachinnow.com/,,https://www.linkedin.com/company/reach-in-now,,https://www.facebook.com/reachinnow,Western US,,,,,,,,,,,,,,,,,"Apps, Health Care, Mobile, Software",1,Bianca McCall,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,32,,,,,,,,,,
Noelani Ventures,https://www.crunchbase.com/organization/noelani-ventures,2019-01-01,year,"Cloud Computing, Hardware, Information Technology, Software","Fayetteville, North Carolina, United States","Noelani Ventures offers hardware, software & installation services that include corporate IT, cloud computing, backup & security solution.","1,326,019",Less than $1M,Active,,,,,For Profit,https://www.noelaniventures.com/,https://twitter.com/noelaniventures,https://www.linkedin.com/company/noelani-ventures-llc/,,,"East Coast, Southern US",,,,,,,,,,,,,,,,,"Hardware, Information Technology, Internet Services, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,4,,,,,,,,,,
