Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Fintech.TV,https://www.crunchbase.com/organization/fintech-tv,2018-01-01,year,"Blockchain, Cryptocurrency, Digital Media, FinTech","New City, New York, United States",Fintech.TV is a media company dedicated to share news about cryptocurrency and blockchain.,"217,136",$1M to $10M,Active,,,,,For Profit,https://www.fintech.tv/,,,,,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Media and Entertainment, Other, Payments, Software",3,"Kavita Gupta, Troy McGuire, Vince Molinari",11-50,1,Early Stage Venture,2021-02-08,,,,Series A,,,,Series A,,USD,,,USD,,"Brand Capital, Brand Capital International, Ibrahim AlHusseini, Brace Young, Kris Roil",1,5,,,,,,,Private,,,,,,,,,,,,,,65.89%,53,,,20,,,,,,,
SMP Nutra,https://www.crunchbase.com/organization/smp-nutra,2019-01-01,year,"Dietary Supplements, Manufacturing, Nutraceutical, Nutrition, Packaging Services, Warehousing","Brentwood, New York, United States",SMP Nutra manufactures nutraceuticals products such as supplements and vitamins accompanied by packaging and warehousing services.,"217,150",$1M to $10M,Active,,,,,For Profit,https://smpnutra.com/,https://twitter.com/SMPnutra,https://www.linkedin.com/company/supplement-manufacturing-partners/,,https://www.facebook.com/smpnutra/,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Administrative Services, Food and Beverage, Health Care, Manufacturing, Transportation",1,Will Cartwright,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,-28.65%,59,,,,,,,,,,
Red Rover,https://www.crunchbase.com/organization/red-rover-e23c,2020-01-01,year,"Education, Information Technology, Software","Exton, Pennsylvania, United States",Red Rover is a software company that provides time tracking and absence management solutions to simplify the district's workflow.,"217,152",$1M to $10M,Active,,,,,For Profit,https://www.redroverk12.com/,https://twitter.com/Redroverk12,https://www.linkedin.com/company/redroverk12/,,https://www.facebook.com/redroverk12,"Greater Philadelphia Area, Great Lakes, Northeastern US",,,,,,,,,,,,,,,,,"Education, Information Technology, Software",3,"Daniel O'Shaughnessey, Larry Foxx, Mike Sheldon",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,8.01%,65,1,,,,,,,104163,USD,104163
GotoLiquorStore,https://www.crunchbase.com/organization/gotoliquorstore,2019-10-01,day,"E-Commerce, Food and Beverage, Marketplace, Wine And Spirits","Saint Peters, Missouri, United States",GotoLiquorStore is a online liquor store with the largest and best collection of alcohol.,"217,167",,Active,,,,,For Profit,https://www.gotoliquorstore.com,https://twitter.com/GotoLiquorStore/,https://www.linkedin.com/in/jayesh-amin-0739bbb5/,"""GotoLiquorStore is an online marketplace for alcohol. It lets customers shop beer, wine and spirits online from local retailers for delivery or in-store pickup. GotoLiquorStore partners with retailers to help them to grow their business, increase brand awareness and sell their inventory by connecting them to customers looking to buy online.""",https://www.facebook.com/GotoLiquorStore/,Midwestern US,,,,,,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage",2,"Jayesh Amin, Nimisha Amin",51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,30.49%,15,4,,,,,,,,,
State Affairs,https://www.crunchbase.com/organization/state-affairs,2021-01-01,year,"News, Public Relations","Atlanta, Georgia, United States",State Affairs is a media company that that investigate the state policies and provides the commentary & investigative reporting.,"217,202",,Active,,,,,For Profit,https://stateaffairs.com/,,https://www.linkedin.com/company/stateaffairs/,State Affairs is a media company that that investigate the state policies and provides the commentary & investigative reporting.,,"Greater Atlanta Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Content and Publishing, Media and Entertainment, Sales and Marketing",,,11-50,,,,,,,,,,,,,,,,,,,,,1,Made Acquisitions,,,,,Private,,,,,,,,,,,,,,-16.18%,14,,,,,,,,,,
Lowenstein Sandler,https://www.crunchbase.com/organization/lowenstein-sandler,2019-01-01,day,"Document Preparation, Finance, Legal, Legal Tech","Palo Alto, California, United States","Lowenstein Sandler provides law practice in the areas of technology, life sciences, and financial management.","217,219",$100M to $500M,Active,,,,,For Profit,http://www.lowenstein.com/,http://twitter.com/LowensteinNews,http://www.linkedin.com/company/17384,"Lowenstein Sandler provides law practice in the areas of technology, life sciences, and financial management and fund industries that fuel economic growth.",http://www.facebook.com/lowensteinsandler,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Administrative Services, Financial Services, Professional Services",1,Alan V. Lowenstein,5001-10000,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,2023-03-16,7,14.35%,58,,,13,,,,,,,
RECORD,https://www.crunchbase.com/organization/record-bbd2,2022-08-08,day,"Legal, Legal Tech, SaaS","Las Vegas, Nevada, United States",Revolutionizing client management for personal injury cases with our cutting-edge mobile app.,"217,268",,Active,,,,,,https://www.getrecord.com,https://twitter.com/getrecordapp,https://www.linkedin.com/company/getrecord/,"At RECORD, we're revolutionizing the way personal injury attorneys manage their cases. Our cutting-edge mobile app streamlines communication and organization for personal injury cases, providing a secure and privileged platform for clients and attorneys to share information, stay connected, and manage all aspects of the case from treatment to recovery and property damage resolution. Our app not only increases the chances of fair recovery for clients but also help attorneys to provide the best service to their clients. Our platform is designed with the modern attorney in mind, providing real-time communication and organization, easy access to client information and document management, and the ability to calculate the total value of lost wages. We're constantly working to improve our offering to make the process of managing personal injury cases as seamless as possible.",https://www.facebook.com/getrecord,Western US,,,,,,,,,,,,,,,,,"Professional Services, Software",2,"Dean Tingey, Kenny Eliason",1-10,1,Seed,2023-11-22,,,,Pre-Seed,,,,Pre-Seed,,USD,,,USD,,"Startup Ignition Ventures, Frazier Group",1,2,,,,,,,Private,,,,,,,,,,,2024-01-22,,,,21,,,,,,,,,,
Wedy,https://www.crunchbase.com/organization/wedy-inc,2019-01-01,year,"CRM, E-Commerce, Event Management, FinTech, Internet, Marketplace, SaaS, Social Network, Wedding","Austin, Texas, United States",Wedy is the world's first booking and financing marketplace for the wedding industry.,"217,271",,Active,,,,,For Profit,https://www.wedyapp.com/,,https://www.linkedin.com/company/wedy-inc,"Wedy is the world's first booking and financing marketplace for the wedding industry. The company provides an all-in-one booking software for wedding professionals to automate their business and their Buy Now, Pay Later solution is revolutionizing the way couples pay for wedding services!  The company is on a mission to simplify growth for millions of creative entrepreneurs in the Wedding Business.  Wedy was established in 2020 and is based in Austin, Texas.",https://www.facebook.com/wedyapp/,Southern US,,,,,,,,,,,,,,,,,"Commerce and Shopping, Community and Lifestyle, Events, Financial Services, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Software",1,Rumaiza Fathima Ali,1-10,1,Seed,2019-09-04,185000,USD,185000,Pre-Seed,185000,USD,185000,Pre-Seed,185000,USD,185000,185000,USD,185000,,,,,,,,,,Private,,,,,,,,,,,,,,-40.19%,8,1,,,,,,,,,
RNADerm Therapeutics,https://www.crunchbase.com/organization/rnaderm-therapeutics,2018-01-01,year,Biotechnology,"Berkeley, California, United States",RNADerm Therapeutics is a biotechnology company.,"217,281",,Active,,,,,For Profit,,,,RNADerm Therapeutics is a biotechnology company.,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Biotechnology, Science and Engineering",1,Mark De Souza,,1,Seed,2019-02-28,750000,USD,750000,Seed,750000,USD,750000,Seed,750000,USD,750000,750000,USD,750000,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
PQM,https://www.crunchbase.com/organization/pqm,2018-01-01,year,"Agriculture, Farming","North Ferrisburg, Vermont, United States",PQM is an agriculture comapny.,"217,286",,Closed,,,2019-01-01,year,For Profit,,,,,,"New England, Northeastern US",,,,,,,,,,,,,,,,,Agriculture and Farming,,,,1,,2018-10-29,1400000,USD,1400000,Venture - Series Unknown,1400000,USD,1400000,Venture - Series Unknown,1400000,USD,1400000,1400000,USD,1400000,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
