Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Feminade,https://www.crunchbase.com/organization/feminade,2020-01-01,year,"E-Commerce, Health Care, Health Diagnostics, Hospital","Miami, Florida, United States",Feminade is an online concierge for women's hormone and reproductive health.,"262,911",Less than $1M,Active,,,,,For Profit,https://feminade.com/,https://twitter.com/feminadeinc,https://www.linkedin.com/company/feminade/about/,"Feminade is an online concierge for women's hormone and reproductive health. We help women get to the root-cause of their symptoms through advanced at-home testing, telehealth, evidence-based holistic treatments, and education.",https://www.facebook.com/feminadeinc,"Greater Miami Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Commerce and Shopping, Health Care",1,Roya Pakzad,1-10,2,Seed,2023-06-27,,,,Grant,,,,Pre-Seed,,USD,,,USD,,"MAGIC Fund, EndeavorLAB",1,2,,,,,,,Private,,,,,,,,,,,,,,-29.38%,29,,,,0,1,,Clothing; footwear; headgear,,,
Essert,https://www.crunchbase.com/organization/infosec-enforcer,2022-02-01,month,Security,"Santa Clara, California, United States","Essert is a GenAI powered platform for SEC cybersecurity rules compliance, preventing fines and lawsuits.","262,936",,Active,,,,,For Profit,https://essert.io/,https://twitter.com/NoDataBreach,https://www.linkedin.com/company/essert/,"Essert is GenAI powered platform for security and privacy compliance. This Silicon Valley team from CMU, IIT, and BITS has 3 exits & expertise in security, AI/ML. Essert is focused on regulatory compliance such as the SEC cybersecurity rules compliance. Essert identifies the risk, auto-generates enterprise policies, triggers assessments, conducts audits and assurance, manages consent, and more.",https://www.facebook.com/NoDataBreach/,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,Privacy and Security,3,"Bradley Hammer, DV Dronamraju, JC Reddy",,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,45,,,,,,,,,,
AccessSync,https://www.crunchbase.com/organization/accesssync,2018-01-01,year,"Health Care, Information Technology, Pharmaceutical, SaaS","Doylestown, Pennsylvania, United States",AccessSync delivers integrated market access planning and execution to accelerate growth in an increasingly complex biopharma market access.,"262,946",,Active,2022-06-28,day,,,For Profit,https://www.accesssync.com/,,https://www.linkedin.com/company/accesssync/,"AccessSync is an integrated access marketing solutions provider for biopharma companies seeking to accelerate growth in increasingly complex market access environments. We deliver meaningful change through marketing innovation and intelligent technologies, sharing targeted information and resources designed to drive results",,"Greater Philadelphia Area, Great Lakes, Northeastern US",,,,,,,,,,,,,,,,,"Health Care, Information Technology, Software",,,11-50,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,2022-06-28,day,Acquisition,,Private,,,,,,,,,,,,,,,17,,,3,,,,,,,
In-Pipe Robot,https://www.crunchbase.com/organization/in-pipe-robot,2020-11-05,day,"Construction, Renewable Energy, Robotics, Water","Wilmington, Delaware, United States","In-Pipe Robot provides robotic pipeline inspection in the Water sector, saving Clients up to 75% of the pipeline maintenance expenses.","262,949",,Active,,,,,For Profit,https://www.inpiperobot.com/,,https://www.linkedin.com/company/inpiperobot/,"In-Pipe Robot provides robotic pipeline inspection in the Water sector, saving Clients up to 75% of the pipeline maintenance costs and time while ensuring safe operations. We are disrupting a $6.7Bn pipeline inspection market that grows 17-21% annually. The American Society of Civil Engineers rated the Water & Wastewater infrastructure as a D rating. The 100-year-old aging infrastructure has 20+ daily emergencies, unscheduled maintenance, downtimes, and 18-32% water loss on average. The total damage in the US is > $120 Bn.",https://www.facebook.com/inpiperobot,"Greater Philadelphia Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Energy, Hardware, Natural Resources, Real Estate, Science and Engineering, Software, Sustainability",2,"Arthur Kolesnikov, Vladislav Zadorozhnyy",1-10,2,Seed,2021-08-22,,,,Seed,,,,Seed,,USD,,,USD,,"Alchemist Accelerator, Asymmetry Ventures",,2,,,,,,,Private,,,,,,,,,,,,,,,4,,,,0,1,,Machines and machine tools,,,
DIBA,https://www.crunchbase.com/organization/diba-0520,2021-01-01,year,"Art, Bitcoin, Information Technology, Web3","Wyoming, Michigan, United States","Infrastructure and Dapps for DeepWeb3 on Bitcoin and Lightning Network. Bitcoin UDA marketplace (NFT), Wallet & Storage","262,949",,Active,,,,,For Profit,https://diba.io/,https://twitter.com/trydiba,https://www.linkedin.com/company/trydiba,"DIBA, which stands for Digital Bitcoin Art and Assets, is the first marketplace on Bitcoin using RGB Smart Contract Protocol and Lightning Network to exchange Unique Digital Assets (UDAs), commonly referred to as NFTs.",,"Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Internet Services, Media and Entertainment, Payments, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2.37%,20,,,,,,,,,,
99 Counties,https://www.crunchbase.com/organization/99-counties-inc,2021-12-01,month,"Food and Beverage, Information Services, Internet, Logistics, Marketplace, Software","Chicago, Illinois, United States","99 Counties supports regenerative farmers and provides consumers with healthier, more nutrient-dense food they can feel good about.","262,978",$1M to $10M,Active,,,,,For Profit,https://99counties.com,https://twitter.com/99_Counties,https://www.linkedin.com/company/99counties,"99 Counties is an Iowa and Chicago based marketplace connecting consumers to local, regenerative farms. The platform enables consumers to buy chemical-free, regenerative meat from farms within a day’s drive away while empowering farmers to diversify their operations and reclaim their independence from Big Ag. 99 Counties coordinates all processing, transportation and marketing so that farmers can focus on raising livestock and consumers can eat nutrient-dense food.",https://www.facebook.com/99CountiesInc,"Greater Chicago Area, Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage, Information Technology, Internet Services, Software, Transportation",3,"Christian Ebersol, Michael Adkins, Nick Wallace",1-10,1,Seed,2023-01-01,,,,Seed,,,,Seed,,USD,,,USD,,Rabil Ventures,,1,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
GymSplat,https://www.crunchbase.com/organization/gymsplat,2020-06-08,day,Software,"Atlanta, Georgia, United States",Saas,"262,980",,Active,,,,,For Profit,https://www.gymsplat.com/,https://twitter.com/gymsplat,https://www.linkedin.com/company/67332703/,GymSplat is a gym management software that minimizes congestion in order to create a safe and productive workout environment.,https://www.facebook.com/gymsplat/,"Greater Atlanta Area, East Coast, Southern US",,,,,,,,,,,,,,,,,Software,1,Brandon Olson,1-10,1,,2020-07-15,4000,USD,4000,Grant,,,,,,,,4000,USD,4000,CREATE-X,,1,,,,,,,Private,,,,,,,,,,,,,,,23,2,,,,,,,,,
PREEMIEr Diagnostics,https://www.crunchbase.com/organization/preemier-diagnostics,2020-01-01,year,"Health Care, Health Diagnostics","Southfield, Michigan, United States",PREEMIEr Diagnostics is a premature baby health care provider prevent infant from retinopathy of prematurity.,"262,984",,Active,,,,,For Profit,https://www.prematurebabyhealth.com,,,,,"Greater Detroit Area, Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,Health Care,1,Tammy Movsas,1-10,1,,2020-10-21,25000,USD,25000,Non-equity Assistance,,,,,,,,25000,USD,25000,MassChallenge,1,1,,,,,,,Private,,,,,,,,,,,,,,,1,,,,,,,,,,
Open Venture Capital,https://www.crunchbase.com/organization/open-venture-capital,2022-01-01,year,,"Los Angeles, California, United States","Health, wellness, fitness focused fund.","262,987",,Active,,,,,For Profit,https://openventure.capital/,,https://www.linkedin.com/company/open-venture-capital,,,"Greater Los Angeles Area, West Coast, Western US",Seed,Venture Capital,2,2,,2,,,,,,,,,,,,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,1,,,,,,,,,,
DADO,https://www.crunchbase.com/organization/dado,2018-01-01,year,"Construction, Industrial Automation, Information Technology, Project Management, Software","Oakland, California, United States",DADO is a software development company that develops software solutions specifically for construction industry.,"262,988",,Active,,,,,For Profit,https://projectdado.com,https://twitter.com/project_DADO,https://www.linkedin.com/company/projectdado/,"DADO is a simple, fast, and powerful online construction company management software that helps find, share, and submit project data in real-time. Try it free!",https://www.facebook.com/DADO4Construction/,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Administrative Services, Information Technology, Manufacturing, Other, Real Estate, Science and Engineering, Software",2,"Greg Santoro, Jake Olsen",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,-36.57%,,2,,24,,,,,28812,USD,28812
Guardiant Health,https://www.crunchbase.com/organization/guardiant-health,2019-01-01,year,"Addiction Treatment, Health Care, Medical, Mental Health, Predictive Analytics, Primary and Urgent Care","Camarillo, California, United States",Guardiant Health provides primary care through personalized virtual healthcare programs.,"263,019",,Active,,,,,For Profit,https://www.guardianthealth.com,,https://www.linkedin.com/company/guardiant-health,"Guardiant is a virtual first healthcare provider that works in partnership with Healthcare payers, providers, and employers to reach, engage, care and support people with multiple health conditions.  Our whole-person care model, focus on customer experience and digital health platform provides a high-touch personalized proactive monitoring approach to helping people manage their health conditions from their home, and while on the go. Our trusted doctors, nurses, therapists, pharmacist, and healthcare professionals serve as your personal care team. We help you manage your chronic conditions, avoid unwanted emergency room visits and hospital stays, and access the personalized care you need from the comfort and safety of your home. Guardiant Health reduces healthcare costs and addresses care gaps while improving quality of care with a unique, dynamic process that includes recurring patient engagement, all-encompassing dynamic care plan, proactive 24/7 monitoring, and risk identification. Contact us to learn more about our next generation Welcome to Wellness to Care Services. As a licensed healthcare provider Guardiant Health providing advanced primary care and mental health services to rising risk, chronic, and underserved populations.  Guardiant also specializes in American Indian, Alaskan Native and Indigenous Populations focused on improving health care equity outcomes. Medi-cal, Medicare, and Commercial populations in CA, WA, NM, NV, AZ, PA, et al",https://www.facebook.com/guardianthealth,"Greater Los Angeles Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Software",2,"Kurt Tamaru, Steven Weiler",11-50,1,Seed,2021-07-01,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,1000000,USD,1000000,1000000,USD,1000000,,,,1,Made Acquisitions,,,,,Private,,,,,,,,,,,,,,,46,,,,,,,,,,
Opendate,https://www.crunchbase.com/organization/opendate,2019-01-01,year,"Computer, Software","Indianapolis, Indiana, United States",Opendate is the data driven operating system for your venue,"263,033",,Active,,,,,For Profit,https://opendate.io/,,https://www.linkedin.com/company/opendate/,,,"Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Software",1,Scott Kraege,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,260.24%,25,2,50,,,,,,,,
Primedia Network,https://www.crunchbase.com/organization/primedia-network-inc,2019-07-03,day,"Advertising, Media and Entertainment","Rolling Meadows, Illinois, United States","PRIMEDIA is a National TV Media Network with pre-negotiated, discounted ad spot rates on 1000 plus TV stations in 168 markets nationwide.","263,036",Less than $1M,Active,,,,,For Profit,https://www.primedianetwork.com,,https://www.linkedin.com/company/primedia-network-inc/,"The PRIMEDIA Network is a National TV Media Network with pre-negotiated, discounted ad spot rates on 1000 plus network TV stations including ABC, NBC, CBS, FOX and CW stations in 168 markets nationwide. PRIMEDIA works in partnership with these stations and takes in over $50 million in unsold TV commercial advertising inventory per week and has developed an Enterprise Software Solution – “The MMS” (Media Management Software) that negotiates discounted ad spot rates on these network TV stations and also streamlines a process to sell this unsold TV commercial inventory to local, regional, and national businesses. Like the world's largest ride-share company, Uber Technologies, PRIMEDIA uses disruptive technology that will simplify how any business can buy mass media. The company with its MMS software also sells unsold local radio, cable TV, OTT, newspaper, and billboards. There is no company in the country that can do what PRIMEDIA does and this is a complete game changer for businesses that now will have a one-stop source for all of their advertising media needs.  PRIMEDIA is a national company that can go global. Nationally it will do $100’s of millions in sales and profits, globally it will do billions. And this is not 5 years down the road -- this is a realistic number right now with the proper funding in place. As an Accredited Investor, Angel Investor, Venture Capitalist, or Broker Dealer, you have made very smart decisions with investments in companies with large growth potential. And now, with an investment into the PRIMEDIA Network, you can add a company with true limitless capability and see a dramatic return on investment for yourself or your clients. We are looking for equity investments or convertible debt for a global company with enormous sales and profits. Call or email us today for more information.",,"Greater Chicago Area, Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Advertising, Media and Entertainment, Sales and Marketing",,,11-50,1,Early Stage Venture,2021-10-01,,,,Series A,,,,Series A,,USD,,,USD,,,,,,,,,,,Private,,,,,,,,,,,,,,-4.56%,22,,,,,,,,,,
