Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
California Cabinetry,https://www.crunchbase.com/organization/california-cabinetry,2019-01-01,year,"Furniture, Manufacturing, Wood Processing","Rocklin, California, United States",California Cabinetry is a supplier of custom cabinetry.,"1,926,402",Less than $1M,Active,,,,,For Profit,https://californiacabinetry.com,,https://www.linkedin.com/company/california-cabinetry-ltd/,"California Cabinetry manufactures and provides cabinets directly to remodelers and builders of custom homes. They offer installation services. They offer design services that include actual, hands-on construction.",,"West Coast, Western US",,,,,,,,,,,,,,,,,"Consumer Goods, Manufacturing",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,4,,,,,,,,,,
Rooted Food Sales,https://www.crunchbase.com/organization/rooted-food-sales,2020-01-01,year,"Brand Marketing, Food and Beverage, Management Consulting","Newbury, Massachusetts, United States","Rooted Food Sales provides market strategy, distributor contract negotiation, and operator management services.","1,926,343",,Active,,,,,For Profit,https://www.rootedfoodsales.com,,https://www.linkedin.com/company/rooted-food-sales-llc,,,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,"Food and Beverage, Professional Services, Sales and Marketing",1,Matt Cotton,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
FidusFi,https://www.crunchbase.com/organization/fidusfi,2018-01-01,year,"Finance, Financial Services, Real Estate Investment","Orlando, Florida, United States",FidusFi is the investor's lender that offers short-term and long-term loans for real estate.,"1,926,262",,Active,,,,,For Profit,https://fidusfi.com,https://twitter.com/fidusfi,https://www.linkedin.com/company/fidusfi,,https://www.facebook.com/fidusfi,"East Coast, Southern US",,,,,,,,,,,,,,,,,"Financial Services, Real Estate",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,9,,,,,,,,,,
Turfmates,https://www.crunchbase.com/organization/turfmates,2018-01-17,day,"Apps, Real Estate","Nashville, Tennessee, United States","Mobile app that lets a user complete every step, from searching for homes to closing online","1,926,257",,Closed,,,,none,For Profit,https://www.turfmates.com,https://twitter.com/Turfmates1,https://www.linkedin.com/company/28634497/admin/,"Turfmates, a real estate app, is a revolutionizing the real estate sector by allowing home buyers to not only search for homes but also complete almost every step of buying a home with an app. A buyer can search from thousands of homes, take virtual reality tours from anywhere in the world, schedule on-demand private tours, request disclosures, submit offers using guided step by step process, and track the progress with a detailed timeline explaining every step and its status. Along with making home buying process easy and transparent, Turfmates also offers to pass on our share of commission, minus the flat fee, as cash back in exchange for a fraction of equity in the home. If the home is sold within 10 years, we are automatically paid from the escrow. If the home is not sold, a buyer can buy back our share at anytime prior to the 10 year term. If the value of the home goes down, so does the amount the home owner owes us.",https://www.facebook.com/turfmates,Southern US,,,,,,,,,,,,,,,,,"Apps, Real Estate, Software",1,Deepanshu Sharma,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,4,,,,,,,,,,
Z3 Capital,https://www.crunchbase.com/organization/z3-capital-llc,2019-01-01,year,,"Tucson, Arizona, United States","Z3 Capital is an investment firm that invests in real estate, medical device, and biotech companies.","1,926,204",,Active,,,,,For Profit,,,,,,Western US,Venture,Venture Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
Alaskan Seafood Guys,https://www.crunchbase.com/organization/alaskan-seafood-guys,2018-01-01,year,"Food and Beverage, Seafood, Wholesale","Billings, Montana, United States","Alaskan Seafood Guys is a seafood marketplace that offers a range of seafood, meal kit, accessories and catering services.","1,926,153",,Active,,,,,For Profit,https://www.alaskanseafoodguys.com/,,https://www.linkedin.com/company/wild-alaskan-seafood-box/,,https://www.facebook.com/alaskanseafoodguys,Western US,,,,,,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage",1,Jon Wanderaas,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,-15.01%,7,,,,,,,,,,
Vision Dental Partners,https://www.crunchbase.com/organization/vision-dental-partners,2018-01-01,year,"Accounting, Dental, Health Care, Human Resources","Leo, Indiana, United States","Vision Dental Partners is a dental management platform that focuses on HR, marketing, team growth, and accounting services.","1,926,105",,Active,,,,,For Profit,https://www.visiondentalpartners.com,,https://www.linkedin.com/company/visiondentalpartners/,,,"Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Administrative Services, Financial Services, Health Care, Professional Services",,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
Defense & Finance Tech,https://www.crunchbase.com/organization/defense-finance-tech,2023-01-01,year,Manufacturing,"Sheridan, Wyoming, United States",Defense & Finance Tech is a defense and space manufacturing company.,"1,926,022",,Active,,,,,,https://deffintech.com,,https://www.linkedin.com/company/defense-finance-tech,,,Western US,,,,,,,,,,,,,,,,,Manufacturing,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,3,,,,,,,,,,
Homluv,https://www.crunchbase.com/organization/homluv,2018-01-01,year,"E-Commerce, Visual Search","Austin, Texas, United States",Homluv is the first AI-based visual search and discovery platform.,"1,925,990",,Active,,,,,For Profit,https://homluv.com/,https://twitter.com/homluvcom,,"HomLuv.com is the first AI-based visual search and discovery platform that recommends new homes based on a buyer’s design preferences, build location and budget. Using HomLuv, new home buyers simply browse and “luv” inspiring images of rooms and exteriors, which creates a collection of images that best represents their dream home. Buyers can then share their collection with a co-buyer, to discover what they both like and don’t like. Based on the preferences of a buyer and their co-buyer, HomLuv recommends the perfect home and builder. HomLuv features more than one million images from more than 100,000 homes across the U.S., provided by hundreds of the nation’s top builders. HomLuv is based in Austin, TX, and is owned by Builders Digital Experience.",https://www.facebook.com/HomLuv/,Southern US,,,,,,,,,,,,,,,,,"Commerce and Shopping, Internet Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,28,,,,,,,,,,
DataFog,https://www.crunchbase.com/organization/datafog,2023-06-01,day,Information Technology,"San Francisco, California, United States",Privacy Platform/Synthetic Data Generator,"1,925,988",,Active,,,,,For Profit,https://www.datafog.ai,https://www.twitter.com/datafoginc,https://www.linkedin.com/company/91328655/,"A privacy platform that allows users to scan their data for personally identifiable information, with the ability to substitute in realistic, custom-made synthetic data in-place. DataFog empowers teams to do more with their data, like use ChatGPT for work! See why 60+ clients use DataFog to protect - and maximize insights - from their confidential data.",,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,Information Technology,1,Sid Mohan,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
