Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Roadio (Formerly Streetlogic),https://www.crunchbase.com/organization/streetlogic,2020-01-01,year,"Public Safety, Software, Transportation","San Francisco, California, United States",Roadio is a smart camera system that alerts its user riding a two wheeler of hazards to maintain safety.,"12,980",$1M to $10M,Active,,,,,For Profit,https://www.roadio.ai/,https://twitter.com/RoadioSafety,https://www.linkedin.com/company/roadio-safety/,"Developer of an advanced driver assistance system(ADAS) designed for two wheelers. The company offers a lightweight, low-power collision warning system that consists of two fisheye cameras, a powerful processing unit, and advanced artificial intelligence to detect and notify riders of threats in real-time, enabling them to get notified of hazards around them and avoid collisions to keep them safe.",,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Government and Military, Software, Transportation",1,Jonathan Denby,1-10,2,,2024-02-14,12337241,USD,12337241,Venture - Series Unknown,12337241,USD,12337241,Venture - Series Unknown,14437241,USD,14437241,14437241,USD,14437241,"Wayra UK, LDV Capital, Trucks Venture Capital, Luc Vincent",,4,,,,,,,Private,,,,,,,,,,,,,,,3,,,,0,1,,Scientific and electric apparatus and instruments,,,
KODIF,https://www.crunchbase.com/organization/kodif,2021-01-01,year,"Information Technology, Software","Santa Clara, California, United States",A low-code platform for scalable CX automations,"12,983",,Active,,,,,For Profit,https://kodif.ai,,https://www.linkedin.com/company/kodifio/,"Kodif is a low-code platform developer who creates effective self-service CX flows. The company's goal is to provide scalable and adaptable customer support automation, allowing non-technical teams to create customer support automation without the need for experts.",,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Information Technology, Software",3,"Chyngyz Dzhumanazarov, Marat Gaipov, Norm Usenkanov",1-10,2,Seed,2023-09-29,,,,Seed,,,,Seed,3100000,USD,3100000,3100000,USD,3100000,"Plug and Play, Asymmetric Capital Partners, Karman Ventures (fka Moving Capital), Rishabh Kaul, Bling Capital",1,6,,,,,,,Private,,,,,,,,,,,,,,-49.11%,11,,,,,,,,,,
Stacklok,https://www.crunchbase.com/organization/stacklok,2023-01-01,year,"Network Security, Open Source, Software","Seattle, Washington, United States",Stacklok creates software supply chain security-focused products and services.,"12,989",$1M to $10M,Active,,,,,For Profit,https://www.stacklok.com/,https://twitter.com/stacklokhq,https://www.linkedin.com/company/stacklok/about/,Stacklok creates software supply chain security-focused products and services. The company aims to make the innovative power of Open Source more naturally accessible to developers who want to build more securely.,,"Greater Seattle Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Information Technology, Privacy and Security, Software",2,"Craig McLuckie, Luke Hinds",11-50,1,Early Stage Venture,2023-05-17,17500000,USD,17500000,Series A,17500000,USD,17500000,Series A,17500000,USD,17500000,17500000,USD,17500000,"Accel, Craig McLuckie",,2,,,,,,,Private,,,,,,,,,,,,,,-8.92%,9,,,,,,,,,,
Pawlicy Advisor,https://www.crunchbase.com/organization/pawlicy-advisor-inc,2018-01-01,year,"Insurance, Life Insurance, Pet","Scarsdale, New York, United States",Pawlicy Advisor is a pet insurance brokerage company that provides optimal insurance coverage for pets.,"13,001",$1M to $10M,Active,,,,,For Profit,https://www.pawlicy.com,https://twitter.com/PawlicyAdvisor,https://www.linkedin.com/company/pawlicy-advisor/,"Pawlicy Advisor is a pet insurance brokerage company intended to help in finding optimal insurance coverage for pets. It seeks to protect pets by offering simple, intuitive, and value-oriented pet insurance advice, showing the risks and costs associated with pets, and how coverages are applied, thereby enabling pet owners to avoid hassles while deciding on insurance coverages and save money.",https://www.facebook.com/PawlicyAdvisor/,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Community and Lifestyle, Financial Services",2,"Christopher Mawhinney, Travis Bloom",11-50,4,Early Stage Venture,2022-06-15,12000000,USD,12000000,Series B,12000000,USD,12000000,Series B,19600000,USD,19600000,19600000,USD,19600000,"StepStone Group, New York Angels, (ERA) Entrepreneurs Roundtable Accelerator, Slow Ventures, Rho Capital Partners",3,7,,,,,,,Private,,,,,,,,,,,2024-02-01,,,11.08%,20,,,,0,1,,Insurance; financial affairs,,,
Adcentrx Therapeutics,https://www.crunchbase.com/organization/adcentrx-therapeutics,2021-01-01,year,"Biotechnology, Pharmaceutical","San Diego, California, United States",Adcentrx is a biotechnology company focused on therapeutic development for cancer and other life-threatening diseases,"13,002",$1M to $10M,Active,,,,,For Profit,https://adcentrx.com/,,https://www.linkedin.com/company/adcentrx-therapeutics,"Adcentrx is a biotechnology company focused on accelerating breakthroughs in protein conjugate therapeutic development for cancer and other life-threatening diseases. By combining the targeting precision of biologics and the disease fighting power of small molecule payloads, Adcentrx strives to develop next generation targeted therapies for improving patient treatment options.",,"Greater San Diego Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",1,Hui Li,1-10,2,Early Stage Venture,2023-04-24,51000000,USD,51000000,Series A,51000000,USD,51000000,Series A,101000000,USD,101000000,101000000,USD,101000000,"F-Prime Capital, Eight Roads Ventures, Partners Investment, C-Bridge Capital, Zoo Capital",2,11,,,,,,,Private,,,,,,,,,,,,,,,5,,,,3,0,Organic Chemistry,,,,
GentiBio,https://www.crunchbase.com/organization/gentibio,2020-01-01,year,"Biotechnology, Life Science","Seattle, Washington, United States",GentiBio is a biotherapeutics company developing engineered regulatory T cells programmed to treat autoimmune allergic diseases.,"13,005",,Active,,,,,For Profit,http://www.gentibio.com,,https://www.linkedin.com/company/gentibio,"GentiBio is a biotherapeutics company developing engineered regulatory T cells (EngTregs) programmed to treat autoimmune allergic diseases. The early-stage biotherapeutics company co-founded by pioneers in Treg biology and synthetic immunology to develop engineered regulatory T cells (EngTregs) programmed to treat autoimmune, alloimmune, autoinflammatory, and allergic diseases. GentiBio's proprietary autologous and allogeneic EngTregs platform integrates key complementary technologies needed to successfully restore immune tolerance and overcome major limitations in existing regulatory T-cell therapeutics. GentiBio is at the forefront of leveraging a unique therapeutic modality that can be used to address the fundamental cause of many diseases that result from overshooting and/or malfunctioning of the immune system. GentiBio is a Seattle, Washington-headquartered company launched in 2020 by Adel Nada, Chandra Patel, and Andy Walker.",,"Greater Seattle Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Biotechnology, Science and Engineering",2,"Adel Nada, Andy Walker",51-100,2,Early Stage Venture,2021-08-11,157000000,USD,157000000,Series A,157000000,USD,157000000,Series A,177000000,USD,177000000,177000000,USD,177000000,"OrbiMed, RA Capital Management, Avidity Partners, Seattle Children’s, Matrix Capital Management",4,7,,,,,,,Private,,,,,,,,,,,2022-06-01,2023-04-12,,62.01%,24,,,,,,,,,,
Vali Cyber,https://www.crunchbase.com/organization/vali-cyber,2020-06-01,month,"Cyber Security, Linux, Security","Charlottesville, Virginia, United States",Vali Cyber specializes in addressing Linux-specific security solutions.,"13,008",$1M to $10M,Active,,,,,For Profit,https://www.valicyber.com,https://twitter.com/vali_cyber,https://www.linkedin.com/company/vali-cyber/,"Vali Cyber specializes in addressing Linux-specific security solutions. It secures workloads effectively, prevents attacks via hardening, and catches anything that gets through. It also minimizes the resource impact of security, saving costly computer resources for real work.",,"East Coast, Southern US",,,,,,,,,,,,,,,,,"Information Technology, Platforms, Privacy and Security, Software",2,"Anthony Gadient, Austin Gadient",11-50,1,Seed,2023-09-26,15000000,USD,15000000,Seed,15000000,USD,15000000,Seed,15000000,USD,15000000,15000000,USD,15000000,"Florida Funders, Grotech Ventures, 412 Venture Fund, Riverfront Ventures",2,4,,,,,,,Private,,,,,,,,,,,,,,0.55%,13,,,,0,0,Computing; Calculating,Scientific and electric apparatus and instruments,,,
Inspirit,https://www.crunchbase.com/organization/inspirit-learning,2019-07-12,day,"EdTech, Education, Virtual Reality","Palo Alto, California, United States",Inspirit is a virtual reality tool for science and STEM education.,"13,009",Less than $1M,Active,,,,,For Profit,https://www.inspiritvr.com,https://twitter.com/inspiritVR,https://www.linkedin.com/company/inspiritlearning,"Inspirit is a virtual reality tool for science and STEM education. The company's virtual labs, simulations, and virtual reality are being used to transform science courses all over the world. They provide educational institutions with access to a next-generation learning platform that includes a large library of immersive labs and simulations that are available on a variety of desktop/laptop and VR platforms. Its platform includes tools for classroom management, custom assessment integrations, group or networked lab sessions, and curriculum alignment options. Inspirit was launched in 2019 and is based in Palo Alto, California.",https://www.facebook.com/inspiritVR/,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Education, Hardware, Software",2,"Aditya Vishwanath, Amrutha Vasan",1-10,2,Seed,2021-02-01,3318000,USD,3318000,Seed,3318000,USD,3318000,Seed,3618000,USD,3618000,3618000,USD,3618000,"Sierra Ventures, AME Cloud Ventures, SeedFolio, Unshackled Ventures, January Ventures",2,6,,,,,,,Private,,,,,,,,,,,,,,5.65%,26,2,,30,,,,,,,
Polar Signals,https://www.crunchbase.com/organization/polar-signals,2020-09-01,month,"Computer, Productivity Tools, Software","Claymont, Delaware, United States",Polar Signals is a profiling platform designed to measure and understand performance over time.,"13,030",$1M to $10M,Active,,,,,For Profit,https://www.polarsignals.com,https://twitter.com/PolarSignalsIO,https://www.linkedin.com/company/polar-signals,"Polar Signals is a profiling platform designed to measure and understand performance over time. Polar Signals is a continuous profiling project for applications and infrastructure that helps users save money, improve performance, and better understand incidents. Polar Signals can determine hot paths to optimize with confidence and statistical significance using profiling data collected over time.",,"Greater Philadelphia Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Software",1,Frederic Branczyk,1-10,2,,2024-01-22,6779973,USD,6779973,Venture - Series Unknown,6779973,USD,6779973,Venture - Series Unknown,10774936,USD,10774936,10774936,USD,10774936,"Lightspeed, Haystack, Spark Capital, Lorimer Ventures, GV",1,8,,,,,,,Private,,,,,,,,,,,,,,45.32%,8,,,,,,,,,,
Volato,https://www.crunchbase.com/organization/volato,2021-01-01,month,"Air Transportation, Business Travel, Travel","Atlanta, Georgia, United States",Volato is an aviation company offering solutions for luxury private jet travel.,"13,035",$100M to $500M,Active,2023-12-01,day,,,For Profit,https://flyvolato.com/,,https://www.linkedin.com/company/flyvolato,"Volato is an aviation company offering solutions for luxury private jet travel. It gives users unlimited flight hours and the freedom to fly wherever, whenever, and however, they like. It also provides access to the whole fleet of premium HondaJet and Gulfstream G280 aircraft.",https://www.facebook.com/flyvolato,"Greater Atlanta Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Transportation, Travel and Tourism",2,"Matt Liotta, Nicholas Cooper",251-500,5,IPO,2023-03-27,16421407,USD,16421407,Venture - Series Unknown,16421407,USD,16421407,Venture - Series Unknown,21006407,USD,21006407,24218407,USD,24218407,ICS FO,,1,1,Made Acquisitions,,,,,Public,2023-12-01,,,,,,,SOAR,https://www.crunchbase.com/ipo/volato-ipo--eac0a9c3,AMEX - American Stock Exchange,2023-11-27,,,-51.83%,93,,,,,,,,44535,USD,44535
