Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Glossifi,https://www.crunchbase.com/organization/glossifi,2019-01-01,year,"Analytics, Blockchain, Software, Web3","West Columbia, South Carolina, United States",Glossifi is a software product and services company.,"133,355",,Active,,,,,For Profit,https://www.glossi.fi,,https://www.linkedin.com/company/glossifi,"Glossifi is a developer of web3 blockchain software designed for Ethereum trading. They develop blockchain analytics tools to provide digital money, global payments, and applications, enabling users to trade and invest in Ethereum.",,"East Coast, Southern US",,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Data and Analytics, Internet Services, Other, Software",,,1-10,2,,2023-05-02,,,,Non-equity Assistance,,,,,,,,256000,USD,256000,"South Carolina Research Authority, National Science Foundation",2,2,,,,,,,Private,,,,,,,,,,,,,,,1,,,,,,,,,,
Quick Shot,https://www.crunchbase.com/organization/quick-shot-corp,2018-01-01,year,Manufacturing,"Dallas, Texas, United States","Quick Shot Corp. manufactures a newly patented, innovative Integrated Fluid Administration System (IFAS).","133,368",,Active,,,,,For Profit,https://www.quickshotinject.com/,,,"Quick Shot Corp. manufactures a newly patented, innovative Integrated Fluid Administration System (IFAS) for the veterinary and animal farming industries.",,"Dallas/Fort Worth Metroplex, Southern US",,,,,,,,,,,,,,,,,Manufacturing,1,Jim Monti,1-10,2,Seed,2020-09-18,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,4240000,USD,4240000,4240000,USD,4240000,,,,,,,,,,Private,,,,,,,,,,,,,,,13,,,,1,4,Medical Or Veterinary Science; Hygiene,Medical apparatus and instruments,,,
AffirmXH,https://www.crunchbase.com/organization/affirmxh,2020-01-01,year,"Health Care, Medical Device, Wellness","Austin, Texas, United States",AffirmXH is a medical device startup focused on enabling people to eXperience Health.,"133,374",,Active,,,,,For Profit,https://www.affirmxh.com,,https://www.linkedin.com/company/affirmxh,"AffirmXH is a medical device startup focused on enabling people to eXperience Health. It operates a continuous monitoring biosensor company intended to develop accessible solutions for remote monitoring of various health conditions. The company's framework collects key biometric data from an individual, including temperature, heart rate, heart rate variability, and motion, addresses a number of significant cases for care, and provides early warning signs of undetected problems through the algorithm, enabling customers to embrace remote care of physiological health.",,Southern US,,,,,,,,,,,,,,,,,Health Care,3,"Ian Shadforth, Leif Bowman, Thomas Hall",1-10,1,Seed,2021-06-08,305000,USD,305000,Seed,305000,USD,305000,Seed,305000,USD,305000,305000,USD,305000,,,,,,,,,,Private,,,,,,,,,,,,,,,7,,,,,,,,,,
GRUBBRR,https://www.crunchbase.com/organization/grubbrr,2018-01-01,year,"Computer, Restaurants, Software","Boca Raton, Florida, United States","GRUBBRR offer a full ecosystem of products that sync in real-time, connected by a simple to use backend dashboard.","133,385",$1M to $10M,Active,,,,,For Profit,https://grubbrr.com/,,https://www.linkedin.com/company/grubbrr/,"GRUBBRR is an emerging technology company that delivers ordering solutions for small to large companies across different verticals including QSR Restaurants, Fast-Casual Restaurants, Cafes, Bars, Food Trucks, Coffee Shops, Bakeries, Stadiums, Movie Theatres, and Golf Courses. Offerings include self-service kiosks, point-of-sale systems, mobile ordering, online ordering, tableside ordering, food lockers and other services intended to materially increase business efficiency.",https://www.facebook.com/GRUBBRR/,"Greater Miami Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Consumer Electronics, Food and Beverage, Hardware, Software",1,Bhavin Asher,51-100,1,,2023-03-27,,,,Undisclosed,,,,Undisclosed,,USD,,,USD,,Robert Irvine,1,1,1,Made Acquisitions,,,,,Private,,,,,,,,,,,2024-03-14,,,5.67%,67,3,,24,,,,,1525011,USD,1525011
Robopath,https://www.crunchbase.com/organization/robopath,2019-01-01,year,"Artificial Intelligence (AI), Life Science, Robotics","Leawood, Kansas, United States",RoboPath specializes in robotics and artificial intelligence for the pathology industry.,"133,386",,Active,,,,,For Profit,https://www.robopath.io,,,"RoboPath specializes in robotics and artificial intelligence for the pathology industry. The company was founded in 2019 and is headquartered in Leawood, Kansas.",,Midwestern US,,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Hardware, Science and Engineering, Software",,,1-10,1,,2020-10-11,225000,USD,225000,Grant,,,,,,,,225000,USD,225000,National Science Foundation,1,1,,,,,,,Private,,,,,,,,,,,,,,,22,,,,,,,,,,
Argos Education,https://www.crunchbase.com/organization/argos-education,2021-01-01,year,E-Learning,"Lexington, Massachusetts, United States",Argos Education’s purpose is to dis-intermediate the textbook and courseware publishers.,"133,395",,Active,,,,,For Profit,https://argos.education/,,https://www.linkedin.com/company/argos-education/about/,,,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,"Education, Software",2,"Curtiss Barnes, Michael Feldstein",1-10,1,Seed,2022-09-08,250000,USD,250000,Pre-Seed,250000,USD,250000,Pre-Seed,250000,USD,250000,250000,USD,250000,Newchip Accelerator,,1,,,,,,,Private,,,,,,,,,,,,,,-61.25%,17,,,,,,,,,,
Autonomi,https://www.crunchbase.com/organization/autonomi,2020-01-01,year,"Artificial Intelligence (AI), Industrial Automation, Robotic Process Automation (RPA), Robotics","Miami, Florida, United States",How much could you acoplish if you focused on only tasks tht propel you forward?,"133,401",,Active,,,,,For Profit,https://getautonomi.com/,,https://www.linkedin.com/company/getautonomi,,,"Greater Miami Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",,,,1,Seed,2022-07-22,250000,USD,250000,Pre-Seed,250000,USD,250000,Pre-Seed,250000,USD,250000,250000,USD,250000,Newchip Accelerator,,1,,,,,,,Private,,,,,,,,,,,,,,,26,,,,,,,,,,
NEXT-ChemX Corporation,https://www.crunchbase.com/organization/next-chemx-corporation,2021-01-01,year,"Biotechnology, Chemical, Chemical Engineering","Austin, Texas, United States",Next-ChemX has developed a novel membrane-based ion extraction technology that mimics biophysical processes in nature.,"133,416",Less than $1M,Active,,,,,For Profit,https://www.next-chemx.com/,,https://www.linkedin.com/company/next-chemx,Next-ChemX has developed a novel membrane-based ion extraction technology that mimics biophysical processes in nature. Their founding team is experienced in developing advanced materials and setting up commercial production with marketing worldwide.,,Southern US,,,,,,,,,,,,,,,,,"Biotechnology, Science and Engineering",1,Benton Wilcoxon,1-10,1,,2023-03-27,500000,USD,500000,Venture - Series Unknown,500000,USD,500000,Venture - Series Unknown,500000,USD,500000,500000,USD,500000,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,2,0,Physical Or Chemical Processes Or Apparatus In General,,,,
Cordance,https://www.crunchbase.com/organization/cordance,2021-01-01,year,"SaaS, Software","Raleigh, North Carolina, United States",Cordance is dedicated to accelerating the growth of vertically focused business-to-business (B2B) software-as-a-service (SaaS) companies.,"133,429",,Active,,,,,For Profit,https://cordance.co/,,https://www.linkedin.com/company/cordanceco,Cordance is dedicated to accelerating the growth of vertically focused business-to-business (B2B) software-as-a-service (SaaS) companies.,,"Research Triangle, East Coast, Southern US",,,,,,,,,,,,,,,,,Software,,,51-100,,,,,,,,,,,,,,,,,,,,,3,Made Acquisitions,,,,,Private,,,,,,,,,,,2023-01-18,,,,22,,,,0,12,,Scientific and technological services,,,
Tigris Data,https://www.crunchbase.com/organization/tigris-data-inc,2021-12-01,month,"Cloud Computing, Database, Open Source, SaaS, Software","Sunnyvale, California, United States",Tigris is a Globally Distributed S3-Compatible Object Storage.,"133,437",Less than $1M,Active,,,,,For Profit,https://www.tigrisdata.com/,https://twitter.com/TigrisData,https://www.linkedin.com/company/tigrisdata/,"Tigris is a globally distributed S3-compatible object storage service that provides low latency anywhere in the world. Tigris enables you to quickly and easily store and access any amount of data for a wide range of use cases. Tigris automatically distributes your data close to the users, and removes the complexities of data replication, and caching. As Tigris supports the S3 API, you can use the wide range of available S3 tools, libraries, and extensions.",https://www.facebook.com/TigrisData/,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Data and Analytics, Internet Services, Software",3,"Himank Chaudhary, Ovais Tariq, Yevgeniy Firsov",1-10,2,Seed,2022-07-12,,,,Seed,,,,Seed,,USD,,,USD,,"General Catalyst, Basis Set Ventures, Jamstack Innovation Fund",1,3,,,,,,,Private,,,,,,,,,,,,,,240.86%,23,,,,0,0,,Scientific and electric apparatus and instruments,,,
