Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
CloudOpx,https://www.crunchbase.com/organization/cloudopx,2018-01-01,year,"Information Services, Information Technology","Miami, Florida, United States","CloudOPX is an IT company that provides consulting, deployment, migration, integration, and support services.","3,147,002",Less than $1M,Active,,,,,For Profit,https://www.cloudopx.com,,https://www.linkedin.com/company/cloudopx/,,https://www.facebook.com/cloudopx,"Greater Miami Area, East Coast, Southern US",,,,,,,,,,,,,,,,,Information Technology,1,Brandon Copperfield,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,38,,,,,,,,,,
V R Assist - Vacation Rental Assistance,https://www.crunchbase.com/organization/v-r-assist-vacation-rental-assistance,2018-01-03,day,Rental Property,"Sonoma, California, United States",Best Vacation Rental Assistance Services,"3,146,986",,Closed,,,,none,For Profit,https://vrassist.net,,,"VR Assist is a group of enthusiastic vacation rental services. We develop the strategic consulting plan regarding the type of vacation rental assistance you want to acquire ranging from consulting to home staging according to your budget. We remain active 24/7 to provide you emerging rental places whenever you want in Sonoma, California. You just have to call us and it’s our responsibility to satisfy you with 100% quality services.",,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,Real Estate,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
West Road Dental,https://www.crunchbase.com/organization/west-road-dental,2018-01-01,year,"Dental, Health Care, Medical","Houston, Texas, United States","West Road Dental provides cosmetic dentistry, general dentistry, and family dentistry services.","3,146,945",Less than $1M,Active,,,,,For Profit,https://www.westrddental.com,https://twitter.com/westroaddental1,,"West Road Dental offers dental care services. Their services include dental cleanings, exams, dental sealants, gum disease treatment, night guards, root canal therapy, sedation dentistry, TMJ treatment, tooth extractions, wisdom teeth removal, dental crowns, dental veneers, and invisalign.",https://www.facebook.com/westrddental,"Greater Houston Area, Southern US",,,,,,,,,,,,,,,,,Health Care,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
Harris Whitesell Consulting,https://www.crunchbase.com/organization/harris-whitesell-consulting,2019-01-01,year,"Advice, Consulting, Human Resources, Training","Wilmington, North Carolina, United States","Harris Whitesell Consulting provides human resources, talent management, coaching, workforce planning, staffing, and training solutions.","3,146,872",$1M to $10M,Active,,,,,For Profit,https://harriswhitesellconsulting.com,https://twitter.com/hw_consult,https://www.linkedin.com/company/hwconsult,,,"East Coast, Southern US",,,,,,,,,,,,,,,,,"Administrative Services, Education, Media and Entertainment, Professional Services",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
SEO LAW HUB,https://www.crunchbase.com/organization/seo-law-hub,2018-01-01,day,"Brand Marketing, Content Marketing, Digital Marketing","Concord, California, United States","Bring your law firm at the forefront within no time. With SLH, anything is possible.","3,146,799",,Active,,,,,For Profit,https://www.seolawhub.com/,https://twitter.com/SeoLawHub1,,"SEO Law Hub, we provide a complete solution to your digital needs. From creating or revamping your website to optimizing it for better visibility, we draw upon our vast experience and expertise to deliver measurable results.",https://www.facebook.com/SEO-Law-Hub-359328431278403,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,Sales and Marketing,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,1,,,,,,,,,,
USA12Volt,https://www.crunchbase.com/organization/usa12volt,2018-01-01,year,"Automotive, Electronics, Lifestyle, Mobile, Smart Home","Commack, New York, United States",USA12Volt offers automotive electronics and accessory installation services for various fleet telematics systems across industries.,"3,146,769",$1M to $10M,Active,,,,,For Profit,https://usa12volt.com,,,"USA12Volt is a leading automotive electronics and accessory installation services company. Their highly trained and certified technicians provide fully-managed, quality installation services across North America, including various industries such as government, non-for-profit, construction, delivery, transportation, and other fleet-centric organizations. From start to finish, USA12Volt can be trusted to handle all of your fleet tracking installation needs. They provide GPS devices, Garmin devices, PTO monitoring, Temperature sensors, Door monitoring/sensors, Driver camera system, In-vehicle electronic mounting systems, Snow plow sensor, Cement Mixers.",,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Community and Lifestyle, Consumer Electronics, Hardware, Mobile, Real Estate, Transportation",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
Pressnative,https://www.crunchbase.com/organization/pressnative,2020-08-01,day,Software,"Middletown, Delaware, United States",Launch a world-class app from your Wordpress website in minutes. No coding required.,"3,146,738",,Active,,,,,For Profit,https://pressnative.com,,,,,"Greater Philadelphia Area, East Coast, Southern US",,,,,,,,,,,,,,,,,Software,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,1,,,,,,,,,,
Droidtheory,https://www.crunchbase.com/organization/droidtheory,2020-04-30,day,,"New York, New York, United States",We at droid theory try our best to deliver the best guide on technology and make tech easy for you with our posts.,"3,146,721",,Active,,,,,For Profit,https://droidtheory.com/,https://twitter.com/Sawan34023225,,"We at droid theory try our best to deliver the best guide on technology and make tech easy for you with our posts. Follow us for more news, updates, reviews and how-to guides for gadgets",https://www.facebook.com/DroidTheory-102011568196725,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
Valley Oaks Dental,https://www.crunchbase.com/organization/valley-oaks-dental,2018-01-01,year,"Dental, Health Care, Medical","Apple Valley, California, United States","Valley Oaks Dental provides restoration, cosmetic dentistry, and dental cleaning services.","3,146,586",Less than $1M,Active,,,,,For Profit,https://valleyoaksdental.com,,https://www.linkedin.com/company/valley-oaks-dental-pllc/,"Valley Oaks Dental provides dental care. They provide services including cleanings and prevention, cosmetic dentistry, smile analysis, periodontal disease, restorations, and orthodontics. They provide restoration services such as composite fillings, crowns (caps), dentures and partial dentures, fixed bridges, and root canal therapy.",https://www.facebook.com/Valley-Oaks-Dental-219951584804311/,"Greater Los Angeles Area, Inland Empire, West Coast",,,,,,,,,,,,,,,,,Health Care,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
My Sister's Village,https://www.crunchbase.com/organization/my-sister-s-village,2020-01-01,month,"Career Planning, Non Profit, Training, Women's","Charlotte, North Carolina, United States","My Sister's Village is an organization that nurtures, guides, and empowers women from marginalized and underserved communities.","3,146,530",,Active,,,,,Non-profit,https://mysistersvillage.org,,https://www.linkedin.com/company/mysistersvillage/,"My Sister's Village is a non-profit organization that empowers young women, ages 16 to 25, from disadvantaged backgrounds to transition. They provide mentoring, life and career coaching, training, and scholarships for young women. They help young women reach their potential by choosing the paths of education, entrepreneurship, and trade school.",https://www.facebook.com/mysistersvillage/,"East Coast, Southern US",,,,,,,,,,,,,,,,,"Community and Lifestyle, Education, Other, Professional Services, Social Impact",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
