Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Starlight,https://www.crunchbase.com/organization/starlight-f603,2021-01-01,year,"Credit, Cryptocurrency, Financial Services, FinTech, Software","New York, New York, United States","Set up your company wallet, onboard your team and track your spending with one secure tool.","17,957",,Active,,,,,For Profit,http://starlight.money/,https://twitter.com/starlight_money,https://www.linkedin.com/company/starlight-money,"Starlight is an all-in-one solution for companies to manage their crypto assets. We offer everything a company needs to operate in the crypto economy from setting up wallets, to buying crypto, to tracking expenses. Starlight helps you manage the details - so you can focus on running your business.",,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",2,"Ben Yang, Grey Nguyen",1-10,2,Seed,2022-04-05,5000000,USD,5000000,Seed,5000000,USD,5000000,Seed,5400000,USD,5400000,5400000,USD,5400000,"BoxGroup, Paxos, Abstract Ventures, Shrug Capital, South Park Commons",3,17,,,,,,,Private,,,,,,,,,,,,,,,21,,,,,,,,,,
Overproof.com,https://www.crunchbase.com/organization/lymion-group-inc,2018-01-01,year,"Information Technology, Machine Learning, Marketing Automation, PaaS, SaaS, Wine And Spirits","Miami, Florida, United States","A Lymion Group Inc. applies AI to the Beverage Alcohol industry, offering various SaaS solutions to suppliers, distributors and retailers","17,967",$1M to $10M,Active,,,,,For Profit,http://www.overproof.com,https://twitter.com/overproof,https://www.linkedin.com/company/overprooftech,"Overproof is a business intelligence company that helps customers in the adult beverage industry create, execute and analyze winning brand strategies. We bring together the power of “big data”, Overproof’s proprietary market insights and our customer’s business data to maximize our customer’s success going to market. Our commercial planning and brand management platform gives customers access to insights, methodologies, networks and tracking tools that help build business success. At the core of our company is the belief that smarter metrics lead to actionable insights, which inform better decisions, which in turn fuel business growth. We are an equal opportunity employer and value diversity at our company. We do not discriminate based on race, religion, color, nationality, gender, sexual orientation, age, marital status, veteran status, or disability status.",,"Greater Miami Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Information Technology, Sales and Marketing, Software",1,Marc de Kuyper,11-50,7,Seed,2022-11-01,4500000,USD,4500000,Convertible Note,2800000,USD,2800000,Seed,8980500,USD,8980500,13480500,USD,13480500,"L Catterton, Patrick Stal, Raptor Capital, Marc de Kuyper",,4,,,,,,,Private,,,,,,,,,,,,,,-40.61%,28,5,,,0,3,,Scientific and technological services,,,
CHAMPtitles,https://www.crunchbase.com/organization/champtitles,2018-01-01,year,"SaaS, Software","Cleveland, Ohio, United States","SaaS solutions to create, manage and transfer digital vehicle titles for insurance carriers, lenders, state govt, vehicle retailers and OEMs","17,975",$1M to $10M,Active,,,,,For Profit,http://www.champtitles.com,https://twitter.com/champtitles,http://linkedin.com/company/champtitles,"Through the application of its secure, patented SaaS technology, Champ Titles (www.champtitles.com) digitizes the process of vehicle titling between state government, insurance carriers, financial institutions, vehicle sellers, consumers, and others. Champ Titles, founded in 2018, is focused on creating efficiencies and benefits for all vehicle title ecosystem members. Champ Titles has developed several solutions, all of which are built on a shared platform that serves different industry verticals. This common chassis has allowed the company to adapt its technology for insurance carriers, automotive retailers, and state governments, resulting in lower costs, increased security, and the easy transfer of ownership, benefiting all members of the vehicle title ecosystem.",https://www.facebook.com/champtitles,"Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,Software,2,"Bernie Moreno, Shane McRann Bigelow",11-50,4,Early Stage Venture,2022-09-22,12900000,USD,12900000,Series B,12900000,USD,12900000,Series B,31400000,USD,31400000,31400000,USD,31400000,"Guidewire Software, Eos Venture Partners, XBTO Group, Adit Ventures, W. R. Berkley",3,17,,,,,,,Private,,,,,,,,,,,,,,2.19%,41,,,7,,,,,61776,USD,61776
Refiberd,https://www.crunchbase.com/organization/refiberd,2020-05-01,month,"Artificial Intelligence (AI), Robotics, Sustainability","Cupertino, California, United States","Refiberd develops an AI and robotics-based textile recycling system that sorts and recycles unsorted, discarded textiles into new ones.","17,978",,Active,,,,,For Profit,https://refiberd.com/,,https://www.linkedin.com/company/refiberd,"Refiberd develops an AI and robotics-based textile recycling system that sorts and recycles unsorted, discarded textiles into new ones. The solution is to construct critical waste sorting and processing infrastructure. Refiberd is able to produce 100% recycled thread that is both cost-effective and environmentally friendly.",,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Sustainability",3,"Mingyue (Ida) Wang, Sarika Bajaj, Tushita Gupta",1-10,6,Seed,2023-08-30,,,,Seed,,,,Seed,3166810,USD,3166810,3366810,USD,3366810,"Google for Startups, Better Ventures, True Wealth Ventures, H&M Foundation - Global Change Award",4,4,,,,,,,Private,,,,,,,,,,,,,,,1,,,,,,,,,,
Zenerate,https://www.crunchbase.com/organization/zenerate,2020-01-01,year,"Apps, Artificial Intelligence (AI), Real Estate","Los Angeles, California, United States",Zenerate provides AI-powered feasibility solutions for real estate development.,"17,982",$1M to $10M,Active,,,,,For Profit,https://www.zenerate.ai,,https://www.linkedin.com/company/zenerate,,,"Greater Los Angeles Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software",,,11-50,5,Seed,2023-10-10,100000,USD,100000,Grant,,,,Seed,4000000000,KRW,3314029,3414029,USD,3414029,"Bluepoint Partners, TIPS Program, Daekyo Investment, KRYPTON, SL Investment",1,10,,,,,,,Private,,,,,,,,,,,,,,20.46%,8,,,,0,1,,Scientific and technological services,,,
Gamelancer,https://www.crunchbase.com/organization/gamelancer,2020-01-01,day,"Gaming, Media and Entertainment, Social, Social Media, Social Media Marketing, Video Games","West Hollywood, California, United States",Gamelancer is the largest and fastest growing gaming network with over 36 million subscribers and 1.8 billion monthly video views.,"17,984",Less than $1M,Active,2023-07-19,day,,,For Profit,http://www.gamelancer.com,https://twitter.com/gamelancer,https://www.linkedin.com/company/gamelancer/,"Gamelancer Media Corp. is a media and entertainment company providing creative and curated content to some of the world’s largest brands including Samsung, Belkin, RBC, Celsius, and ABC/ESPN+, among others. Establishing a position of continuous growth and positive revenue flow. The company hosts its privately-owned broadcasts and distributes content across 27 owned-and-operated channels, generating over 1.8 billion monthly video views globally and continues to grow daily with over 34 million followers on TikTok, Instagram, and Snapchat. Gamelancer provides its audience with content relevant to the GenZ & Millennial communities offering brands unparalleled access to the largest media inventory on TikTok. Monetization of its Snapchat Discover channels provides monthly recurring revenue.",http://facebook.com/gamelancer,"Greater Los Angeles Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Community and Lifestyle, Gaming, Internet Services, Media and Entertainment, Sales and Marketing",2,"Darren Lopes, Razvan Romanescu",11-50,5,M&A,2024-01-26,29574,USD,29574,Post-IPO Equity,29574,USD,29574,Post-IPO Equity,18201639,USD,18201639,18201639,USD,18201639,,,,,Was Acquired,2021-12-20,day,Acquisition,,Public,2023-07-19,,,,,,,GMNG,https://www.crunchbase.com/ipo/gamelancer-ipo--2899a361,TSX - Toronto Stock Exchange,,,,,42,3,,,,,,,,,
Javy Coffee,https://www.crunchbase.com/organization/javy-coffee-company,2020-10-01,month,"Coffee, Food and Beverage","New York, New York, United States","Javy Coffee Company is a coffee brand that provides quick, simple, and convenient coffee.","17,996",$1M to $10M,Active,,,,,For Profit,https://www.javycoffee.com/,,https://www.linkedin.com/company/javy-coffee/mycompany/?viewAsMember=true,"Javy Coffee Company is a coffee brand that provides quick, simple, and convenient coffee.",http://facebook.com/drinkjavy,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,Food and Beverage,,,51-100,2,Early Stage Venture,2023-03-01,4700000,USD,4700000,Series A,4700000,USD,4700000,Series A,9350000,USD,9350000,9350000,USD,9350000,"Selva Ventures, Amberstone Ventures, Brandon Shainfeld, The Stuart Partners, Platinum Mile Ventures",1,6,,,,,,,Private,,,,,,,,,,,,,,-19.93%,42,,,,,,,,,,
Cana Technology,https://www.crunchbase.com/organization/cana-technology-inc,2018-01-01,year,"Consumer Electronics, E-Commerce, Food and Beverage","Emeryville, California, United States",Consumer Electronics Beverage Technology,"18,003",$1M to $10M,Active,,,,,For Profit,https://www.cana.com,https://twitter.com/getcana,https://www.linkedin.com/company/cana-technology,"We’re on a mission to transform the way the world creates and consumes beverages with better, more sustainable products.",https://www.facebook.com/cana.technology.inc,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Commerce and Shopping, Consumer Electronics, Food and Beverage, Hardware",1,Lance Kizer,11-50,1,,2022-01-21,30000000,USD,30000000,Venture - Series Unknown,30000000,USD,30000000,Venture - Series Unknown,30000000,USD,30000000,30000000,USD,30000000,The Production Board (TPB),1,1,,,,,,,Private,,,,,,,,,,,,,,17.28%,13,,,,16,6,"Opening, Closing Or Cleaning Bottles, Jars Or Similar Containers",Machines and machine tools,10405,USD,10405
Decrypt,https://www.crunchbase.com/organization/decrypt,2018-06-01,month,"Bitcoin, Blockchain, Cryptocurrency, Internet","Brooklyn, New York, United States","Decrypt is a media platform that focused on stories from culture, technology, business, education, politics, art, and the latest news.","18,013",$10M to $50M,Active,,,,,For Profit,https://decrypt.co,https://twitter.com/decryptmedia,https://www.linkedin.com/company/decrypt-media,"Decrypt is a media platform that focused on stories from culture, technology, business, education, politics, art, and the latest news. The platform also delivers essential journalism, education, and analysis for the adoption of blockchain. Decrypt was founded in 2018 and is headquartered in Brooklyn, New York.",https://www.facebook.com/decryptmedia,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",3,"Ilan Hazan, James Dyer, Ryan Bubinski",11-50,2,,2022-04-01,10000000,USD,10000000,Venture - Series Unknown,10000000,USD,10000000,Venture - Series Unknown,10000000,USD,10000000,10000000,USD,10000000,"Orange DAO, ConsenSys, Mask Network, IOSG Ventures, Protocol Labs",,25,,,,,,,Private,,,,,,,,,,,,,,-28.74%,85,,,,,,,,,,
Adept AI,https://www.crunchbase.com/organization/adept-48e7,2022-01-01,month,"Artificial Intelligence (AI), Generative AI, Machine Learning, Software","San Francisco, California, United States",Adept AI is a machine learning research and product lab that builds general artificial intelligence.,"18,019",,Active,,,,,For Profit,https://adept.ai,https://www.twitter.com/adeptailabs,https://www.linkedin.com/company/adeptai,"Adept AI is a research and product AI lab that automates software processes for developers. It's similar to robotic process automation (RPA), or software robots that use a combination of automation, computer vision, and machine learning to automate repetitive tasks like filing forms and responding to emails. Adept is creating general intelligence by allowing humans and computers to collaborate creatively.",,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",3,"Ashish Vaswani, David Luan, Niki Parmar",11-50,2,Early Stage Venture,2023-03-14,350000000,USD,350000000,Series B,350000000,USD,350000000,Series B,415000000,USD,415000000,415000000,USD,415000000,"NVIDIA, Microsoft, General Catalyst, Scott Belsky, Addition",4,20,,,,,,,Private,,,,,,,,,,,,,,8.74%,3,,,,,,,,,,
