Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Anna Accounting,https://www.crunchbase.com/organization/anna-accounting,2018-04-11,day,Software,"Fremont, California, United States",Cloud based Accounting Software,"2,064,126",,Active,,,,,For Profit,https://www.annaccounting.com,,,Cloud based Accounting Software for small and medium companies,,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,Software,1,Satya Bathula,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,8,,,,,,,,,,
Raitora,https://www.crunchbase.com/organization/raitora,2023-01-01,month,"Information Technology, Software, Web Hosting","Houston, Texas, United States","We are a cutting-edge provider of affordable web and cloud hosting, software as a service.","2,064,071",,Active,,,,,For Profit,https://raitora.com,,https://www.linkedin.com/company/raitorahq/,"We are a cutting-edge provider of affordable web and cloud hosting, software as a service, artificial intelligence, and e-commerce services. Our goal is to improve your productivity, help businesses streamline their operations, energize your customer engagement, and increase their revenue through the use of our self-developed advanced technology solutions. Raitora provides automation solutions for web hosting, blockchain, ecommerce and internet industries. We have more than 25 years of experience in data automation. If you are looking for automating your business, we can provide the best automation solutions for your needs.",,"Greater Houston Area, Southern US",,,,,,,,,,,,,,,,,"Information Technology, Internet Services, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,5,,,,,,,,,,
Soldiers Grove Medical Supply,https://www.crunchbase.com/organization/soldiers-grove-medical-supply,2021-01-01,year,"Medical, Medical Device, Wholesale","Cordova, Tennessee, United States",Soldiers Grove Medical Supply is a supplier of medical and surgical devices for federal government agencies.,"2,064,049",,Active,,,,,For Profit,https://sgmsusa.com,,https://www.linkedin.com/company/soldiers-grove-medical-supply/,,,Southern US,,,,,,,,,,,,,,,,,"Commerce and Shopping, Health Care",1,Tim O'Kane,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
Grant Cardone Foundation,https://www.crunchbase.com/organization/grant-cardone-foundation,2021-01-01,year,"Communities, Education, Non Profit, Social Entrepreneurship, Underserved Children","Aventura, Florida, United States",Grant Cardone Foundation is a social welfare body that provides mentoring and financial literacy education to adolescents in the community.,"2,063,927",$1M to $10M,Active,,,,,Non-profit,https://grantcardonefoundation.com,https://twitter.com/GCFoundation10X,https://www.linkedin.com/company/grant-cardone-foundation/,"Grant Cardone Foundation is a global non-profit organization dedicated to assisting local youngsters in realizing their full potential. They are on a mission to assist young adults who might require advice in their lives and careers, just as they previously did. To assist in providing energy and educational resources to children in need, the foundation collaborates with community organizations, governmental agencies, businesses, and other non-profit organizations. It has helped young people in disadvantaged and at-risk groups, particularly those without a father figure, by offering mentoring and financial literacy education.",https://www.facebook.com/thegrantcardonefoundation,"Greater Miami Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Community and Lifestyle, Education, Other, Social Impact",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,14.58%,25,,,,,,,,,,
Vanta Records,https://www.crunchbase.com/organization/vanta-records,2021-08-25,day,"Media and Entertainment, Music, Music Label","Orange, California, United States",Proud to be Industry Non-Standard.,"2,063,902",,Active,,,,,For Profit,,,https://www.linkedin.com/company/vanta-records/,"Vanta Records is an American record label owned by Gabriel Guzman, a Californian R&B musician who goes by his stage name Vyce. It was founded on August 25, 2021, evolving from Guzman's music connections in Orange County. Founded by Vyce, Vyce's ex-talent manager Callum L Grady, and seasoned music publicist Vrishin Gattu, Vanta was supposed to be a place that treated new acts fairly, and avoided them going through the traditionally cutthroat 'gatekeeper' labels.",,"Greater Los Angeles Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Media and Entertainment, Music and Audio",3,"Callum L Grady, Gabriel Guzman, Vrishin Gattu",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
AirChannel,https://www.crunchbase.com/organization/airchannel,2021-01-01,year,Information Technology,"Pleasanton, California, United States",AirChannel is an information technology company.,"2,063,832",,Active,,,,,,,,https://www.linkedin.com/company/airchannelllc,,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,Information Technology,1,Gokul Anantha,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
Concierge Title of Texas,https://www.crunchbase.com/organization/concierge-title-of-texas,2018-01-01,year,"Insurance, Real Estate, Real Estate Investment, Transaction Processing","Austin, Texas, United States",Concierge Title of Texas is a full-service title and escrow provider.,"2,063,739",$1M to $10M,Active,,,,,For Profit,https://ctotx.com,,https://www.linkedin.com/company/concierge-title-of-texas,"Concierge Title of Texas seeks relationships in the real estate industry and throughout the state of Texas. Through ongoing resource development, new technology, teamwork, and communication we deliver unparalleled title service and customer satisfaction. The title agent researches the history of the property being purchased and transfers the actual property ownership between the seller and the buyer.",https://www.facebook.com/conciergetitleoftx,Southern US,,,,,,,,,,,,,,,,,"Financial Services, Payments, Real Estate, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Fuller Realty,https://www.crunchbase.com/organization/mike-fuller-realty,2018-01-01,year,"Commercial, Leasing, Property Management, Real Estate","Knoxville, Tennessee, United States","Mike Fuller Realty is a real estate agency that helps with leasing, property management, and advisory services for the commercial sector.","2,063,729",$1M to $10M,Active,,,,,For Profit,https://mikefullerrealty.com,,https://www.linkedin.com/company/mike-fuller-realty-and-company-llc,,,Southern US,,,,,,,,,,,,,,,,,"Financial Services, Other, Real Estate",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,3,,,,,,,,,,
Tooth and Tailz,https://www.crunchbase.com/organization/tooth-and-tailz,2020-01-01,year,Consumer Goods,"Palo Alto, California, United States",Tooth and Tailz boosts dog's health by fine-tuning pet's microbiota.,"2,063,724",,Active,,,,,For Profit,https://toothandtailz.com/,https://twitter.com/ToothandTailz,https://www.linkedin.com/company/toothandtailz/,,https://www.facebook.com/toothandtailz,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,Consumer Goods,1,Michael Evans,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,0,1,,"Pharmaceutical, veterinary and sanitary products",,,
Convallo Bio,https://www.crunchbase.com/organization/convallo-bio,2020-08-14,day,Biotechnology,"Cambridge, Massachusetts, United States","Convallo Bio develops the next generation of beneficial bacteria to improve the wellness of humans, animals and the planet","2,063,686",,Active,,,,,For Profit,http://convallobio.com/,https://twitter.com/ConvalloBio,,,,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,"Biotechnology, Science and Engineering",,,51-100,1,,2020-10-21,,,,Non-equity Assistance,,,,,,,,,USD,,MassChallenge,1,1,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
