Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Finmark,https://www.crunchbase.com/organization/finmark,2020-01-01,year,"Finance, Financial Services, FinTech, Information Technology, SaaS, Software","Raleigh, North Carolina, United States","Finmark is financial planning software for startups; making it simple for companies to manage their runway, hiring, and cash.","15,446",,Active,2022-11-03,day,,,For Profit,https://finmark.com,https://twitter.com/finmarkhq,https://www.linkedin.com/company/finmark,"Finmark is financial planning software for startups; making it simple for companies to manage their runway, hiring, and cash. The platform takes complex financial concepts and calculations and distills them down into a simple to use interface so companies can easily update, inspect, and share their financial metrics. Companies, from pre-revenue to pre-IPO, rely on Finmark to align teams, drive collaboration, reduce costs and resources, and build the next generation of great startups. Greg Lissy, Jeremy Neuberger, and Rami Essaid founded the company in Raleigh, North Carolina in 2020.",https://www.facebook.com/finmarkhq,"Research Triangle, East Coast, Southern US",,,,,,,,,,,,,,,,,"Financial Services, Information Technology, Software",3,"Greg Lissy, Jeremy Neuberger, Rami Essaid",11-50,4,M&A,2022-01-27,6500000,USD,6500000,Seed,6500000,USD,6500000,Seed,11500000,USD,11500000,11625000,USD,11625000,"Y Combinator, Draper Associates, Bossanova Investimentos, Bessemer Venture Partners, Wayfinder Ventures",3,15,,Was Acquired,2022-11-03,day,Acquisition,,Private,,,,,,,,,,,,,,-9.98%,58,,,,,,,,,,
Bitrefill,https://www.crunchbase.com/organization/bitrefill,2014-01-01,year,"Bitcoin, Consumer Goods, Cryptocurrency, Gift Card, Telecommunications","Stockholm, Stockholms Lan, Sweden","Bitrefill offers gift cards, mobile phone refills, and lightning network services on a global scale, receiving bitcoin and cryptocurrencies.","15,449",,Active,,,,,For Profit,http://www.bitrefill.com,https://twitter.com/bitrefill,https://www.linkedin.com/company/bitrefill,"Bitrefill is a crypto-only company that offers Gift Cards, prepaid mobile Refills, and Lightning Network Services on a global scale, to final customers and businesses. Its API allows access to more than 1600 products in 170 countries. Bitrefill allows for a fraud-proof way of living on crypto, with no need for any registration/login. The company’s long term vision is to provide the tools needed to use bitcoin as money, every day. It was founded in 2014 and is headquartered in Stockholm, Sweden.",http://www.facebook.com/bitrefill,"European Union (EU), Nordic Countries, Scandinavia",,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Commerce and Shopping, Consumer Goods, Financial Services, Hardware, Payments, Software",4,"Michael Mauritz Grunberger, Michel Gustavsson, Patric Stiller, Sergej Kotliar",11-50,3,,2021-04-10,7000000,USD,7000000,Venture - Series Unknown,7000000,USD,7000000,Venture - Series Unknown,9350000,USD,9350000,9350000,USD,9350000,"500 Global, Boost VC, Draper Associates, BnkToTheFuture, Tether",,8,,,,,,,Private,,,,,,,,,,,,,,93.5%,85,1,301,35,,,,,,,
Dinari,https://www.crunchbase.com/organization/dinari,2021-01-01,year,"Finance, Financial Services, FinTech","Palo Alto, California, United States",Dinari offers global employee stock options and incentive management.,"15,450",,Active,,,,,For Profit,https://www.dinari.com/,https://twitter.com/DinariGlobal,https://www.linkedin.com/company/dinari-global/,"Dinari offers global employee stock options and incentive management. It delivers a wide range of services from equity management and options grants to payroll compliance, taxes, and vesting schedules.",,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,Financial Services,2,"Gabriel Otte, Jake Timothy",1-10,3,Seed,2023-07-12,7500000,USD,7500000,Seed,7500000,USD,7500000,Seed,7500000,USD,7500000,7500000,USD,7500000,"500 Global, Balaji Srinivasan, Third Kind Venture Capital, Version One Ventures, Sancus Ventures",,6,,,,,,,Private,,,,,,,,,,,,,,,46,,,,,,,,,,
Leal,https://www.crunchbase.com/organization/leal,2016-06-15,day,"Analytics, CRM, E-Commerce, Information Technology, Point of Sale, Retail","Bogotá, Distrito Especial, Colombia",Leal is a digital platform for retailers in Latin America to focus on engaging with their customers.,"15,451",,Active,,,,,For Profit,http://www.leal.co,,https://www.linkedin.com/company/leal/,"Leal is a digital platform for retailers in Latin America to identify, engage, and reward their most valuable customers. Leal is the largest and fastest-growing loyalty network in Colombia with over 400 participating brands. For affiliated merchants, Leal provides the technology they need to compete in a digital world. Their digital platform combines business analytics, a powerful CRM, and Point of Sale (POS) system integration to enable merchants to grow their business and communicate effectively with their customers. For registered users, Leal brings together multiple loyalty programs in a single app/card that allows them to earn rewards for their purchases at their favorite merchants.",https://www.facebook.com/SomosLealCol,Latin America,,,,,,,,,,,,,,,,,"Commerce and Shopping, Data and Analytics, Information Technology, Sales and Marketing, Software",2,"Camilo Martinez, Florence Frech",51-100,8,Early Stage Venture,2022-03-31,10000000,USD,10000000,Series A,10000000,USD,10000000,Series A,20000000,USD,20000000,22000000,USD,22000000,"Fuel Venture Capital, Centre Street Partners, Rakuten Capital, Arrebol Capital, FCP Emprendimiento e Innovación SP",3,6,,,,,,,Private,,,,,,,,,,,,,,-57.86%,63,7,"241,373",,,,,,,,
CERC Central de Recebíveis S.A.,https://www.crunchbase.com/organization/cerc-central-de-recebíveis-s-a,2015-01-01,year,Financial Services,"São Paulo, Sao Paulo, Brazil",CERC is the winning platform for Financial Market Infrastructure in Brazil assembling tech-enabled solutions to foster credit access.,"15,452",,Active,,,,,For Profit,https://www.cerc.inf.br/,,https://www.linkedin.com/company/cerc-recebiveis/,"CERC is transforming the credit market, bringing more security with the use of receivables. CERC is the first financial market infrastructure specialized in credit. Our ambition is to increase the security and efficiency in the use of receivables in credit operations carried out by lenders, making possible an accelerated and sustainable growth in the offer of credit to companies of all sizes. CERC was established in 2015 by Marcelo Maziero and Fernando Fontes in Sao Paulo, Brazil.",,Latin America,,,,,,,,,,,,,,,,,Financial Services,2,"Fernando Fontes, Marcelo Maziero",101-250,7,,2022-10-06,550000000,BRL,105325647,Venture - Series Unknown,550000000,BRL,105325647,Venture - Series Unknown,684200000,BRL,134870040,684200000,BRL,134870040,"2TM, Valor Capital Group, Mubadala Capital Ventures, Endeavor Catalyst, G2D Investments",3,9,,,,,,,Private,,,,,,,,,,,,,,-5.04%,83,1,,,,,,,,,
Mediar Therapeutics,https://www.crunchbase.com/organization/mediar-therapeutics,2019-01-01,year,"Biotechnology, Health Care, Medical, Therapeutics","Cambridge, Massachusetts, United States",Mediar is a pre-clinical stage biotechnology company developing therapeutics for the treatment of fibrosis.,"15,453",,Active,,,,,For Profit,https://www.mediartx.com/,,https://www.linkedin.com/company/mediar-therapeutics/,"Mediar is a pre-clinical stage biotechnology company developing therapeutics for the treatment of fibrosis. Its therapeutics target key fibrotic mediator proteins that aid in the development of fibrosis in chronically-damaged organs. The company was founded in 2019 and is headquartered in Cambridge, Massachusetts.",,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",1,Paul Yaworsky,11-50,4,Early Stage Venture,2023-03-15,85000000,USD,85000000,Series A,85000000,USD,85000000,Series A,116761186,USD,116761186,116761186,USD,116761186,"Bristol Myers Squibb, Sofinnova Partners, Kinled Holding, Pfizer Venture Investments, Mission BioCapital",5,14,,,,,,,Private,,,,,,,,,,,2021-09-15,,,,28,,,,,,,,,,
Liven,https://www.crunchbase.com/organization/liven,2015-01-01,year,"Food and Beverage, Hotel, Loyalty Programs, Mobile Payments, Point of Sale, QR Codes, Restaurants","Melbourne, Victoria, Australia",Liven is a full-stack growth and customer engagement platform built for brands enabling them to cultivate their own community of super-fans.,"15,454",Less than $1M,Active,,,,,For Profit,https://www.liven.love/,https://twitter.com/livenpay,https://www.linkedin.com/company/liven/,"Liven is a global tech start-up and winner of Richard Branson's Extreme Tech Challenge for Blockchain and Digital Payments. Our plug and play solution helps venues reward and retain their most valuable customers, whilst also attracting new foodies. Liven rewards customers based on what makes them tick, including unlocking exclusive experiences, earning LVN to spend across the network and offering pre-purchased Foodollars. We remove the need to pay huge margins to the tech giants, allowing venues to own their data, cultivate their own community and keep their customers happy.",https://facebook.com/Livenpay,"Asia-Pacific (APAC), Australasia",,,,,,,,,,,,,,,,,"Commerce and Shopping, Financial Services, Food and Beverage, Mobile, Payments, Sales and Marketing, Software, Travel and Tourism",4,"David Ballerini, Grace Wong, Shahrooz Chowdhury, William Wong",101-250,8,,2022-05-01,,,,Venture - Series Unknown,,,,Venture - Series Unknown,11530000,AUD,8839583,14030000,AUD,10634333,"Artesian VC, Carbide Ventures, Alium Capital, Marat Kichikov, Grace Wong",1,5,,,,,,,Private,,,,,,,,,,,,,,77.76%,56,,,,0,6,,Scientific and electric apparatus and instruments,,,
Nexus,https://www.crunchbase.com/organization/chrono-gg,2015-01-01,year,"Gaming, Information Technology, PC Games","Austin, Texas, United States",Nexus serves as a platform for live service games and the content creators who play them.,"15,456",,Active,,,,,For Profit,https://www.nexus.gg,https://twitter.com/Join_Nexus,https://www.linkedin.com/company/nexus-gg,Nexus serves as a platform for live service games and the content creators who play them.,https://www.facebook.com/joinnexusgg/,Southern US,,,,,,,,,,,,,,,,,"Gaming, Information Technology",,,11-50,5,Early Stage Venture,2023-01-31,10000000,USD,10000000,Series A,10000000,USD,10000000,Series A,18075000,USD,18075000,18075000,USD,18075000,"S3 Ventures, Capital Factory, Valhalla Ventures, Griffin Gaming Partners, Pace Capital",3,11,,,,,,,Private,,,,,,,,,,,,,,-13.98%,18,,,,0,1,,Advertising; business,,,
OutThink,https://www.crunchbase.com/organization/outthink,2019-02-13,day,"Cyber Security, Education, Enterprise Software, Information Technology, Privacy, SaaS","London, England, United Kingdom",Cybersecurity human risk management platform (SaaS),"15,457",Less than $1M,Active,,,,,For Profit,https://www.outthink.io,https://twitter.com/outthinkthreats,https://www.linkedin.com/company/outthink-io/,"OutThink is a cyber security start-up, headquartered in London, UK. Recognised by Gartner and Forrester for innovation, we transform the way companies engage with their employees to educate, change behaviours and build a risk aware culture. Our award-winning human risk management platform (SaaS) is built to identify and reduce risky workforce behaviours.  OutThink brings an innovative solution built by CISOs for CISOs, to help address the growing demand for fully trained employees in the fight against growing cyber threats.",,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Education, Information Technology, Privacy and Security, Software",1,Flavius Plesu,11-50,3,Seed,2022-10-18,10000000,USD,10000000,Seed,10000000,USD,10000000,Seed,11554954,USD,11554954,13803545,USD,13803545,"Innovate UK, European Innovation Council, AlbionVC, TriplePoint Capital, Forward Partners",4,8,,,,,,,Private,,,,,,,,,,,,,1,57.27%,8,,,15,,,,,234861,USD,234861
Etched.ai,https://www.crunchbase.com/organization/etched-ai,2022-01-01,year,"Computer, Hardware","San Francisco, California, United States",Etched.ai designing specialized chips for language model inference.,"15,458",,Active,,,,,For Profit,https://etched.ai,,https://www.linkedin.com/company/etched-ai,Etched.ai designing specialized chips for language model inference.,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware",,,,1,Seed,2023-05-16,5360000,USD,5360000,Seed,5360000,USD,5360000,Seed,5360000,USD,5360000,5360000,USD,5360000,"Primary Venture Partners, Michael Kohen, Devin Wenig",1,3,,,,,,,Private,,,,,,,,,,,,,,47.09%,11,,,,,,,,,,
