Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Prelude Institute,https://www.crunchbase.com/organization/prelude-institute,2018-01-01,year,"Consumer Software, Cyber Security, Education, Information Technology","Manchester, New Hampshire, United States",Prelude Institute is a new form of higher education that focuses on helping transition people into the new labor market.,"40,771",,Active,,,,,For Profit,https://www.preludeinstitute.com/,https://twitter.com/tpicyber,https://www.linkedin.com/company/preludeinstitute/,"The Prelude Institute is a new form of higher education focused on helping transition people into the new labor market which focused on middle-skills careers. Their first focus area is cybersecurity, specifically training security analysts to address the major global supply/demand gap. They will train workers (from outside of cybersecurity - ideally in careers left behind by the current labor market) in 6 months. They believe they can have a huge impact on taking citizens and transforming their earning potential in 6 months. It was founded in 2018 and is headquartered in Manchester, New Hampshire.",https://www.facebook.com/thepreludeinstitute,"East Coast, New England, Northeastern US",,,,,,,,,,,,,,,,,"Education, Information Technology, Privacy and Security, Software",1,Spencer Thompson,1-10,2,,2020-07-17,50000,USD,50000,Debt Financing,1825000,USD,1825000,Venture - Series Unknown,1825000,USD,1825000,1875000,USD,1875000,,,,,,,,,,Private,,,,,,,,,,,,,,,40,,,,,,,,,,
SK IE Technology,https://www.crunchbase.com/organization/sk-ie-technology,2019-04-01,day,"Battery, Manufacturing","Seoul, Seoul-t'ukpyolsi, South Korea",SK IE Technology is a global top lithium-ion battery separator player under South Korea’s energy and battery maker SK Innovation Co.,"40,772",,Active,,,,,For Profit,http://eng.skietechnology.com/,,,,,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Energy, Manufacturing",,,251-500,1,,2023-05-25,300000000,USD,300000000,Debt Financing,,,,,,,,300000000,USD,300000000,International Finance Corporation,1,1,,,,,,,Private,,,,,,,,,,,,,,,,,,,59,2,Organic Macromolecular Compounds; Their Preparation Or Chemical Working-Up,Chemical substances,,,
Huishoubao,https://www.crunchbase.com/organization/huishoubao,2014-07-01,month,"Internet, Mobile, Payments, Recycling","Shenzhen, Guangdong, China",Huishoubao is a Shenzhen-based mobile phone recycling start-up.,"40,773",$1M to $10M,Active,,,,,For Profit,http://www.huishoubao.com/,,https://www.linkedin.com/company/huishoubao,"Huishoubao is a Shenzhen-based mobile phone recycling start-up. Huishoubao's team comes from the Internet, supply chain, operators and the mobile phone industry and other fields, the company has digital products supply chain upstream and downstream of all resources, they are familiar with the mobile phone industry retail channel and recycling business in all aspects. The company has Tencent Bring rapid iteration, service users product philosophy.",,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Financial Services, Internet Services, Mobile, Payments, Sustainability",5,"Fan He, Fei Ye, Ida Li, Xiaoya Li, Zhou Xiong",501-1000,4,Late Stage Venture,2018-09-06,29253880,USD,29253880,Series C,29253880,USD,29253880,Series C,89253880,USD,89253880,89253880,USD,89253880,"Alibaba Group, Source Code Capital, Chengwei Capital, CITIC Capital Holdings, Strait Capital Investment Group",3,6,,,,,,,Private,,,,,,,,,,,,,,-71.26%,18,7,"74,056",,11,0,Testing,,,,
Daanaa,https://www.crunchbase.com/organization/daanaa,2018-01-01,year,"Battery, Clean Energy, Consumer Electronics, Electric Vehicle, Energy, Energy Efficiency, Energy Management, Energy Storage, Renewable Energy, Solar","Vancouver, British Columbia, Canada",Daanaa’s proprietary semiconductor technology provides power transactions medium and modality free: wired or wireless in AC/DC modes.,"40,774",,Active,,,,,For Profit,https://www.daanaa.com/,,https://www.linkedin.com/company/daanaa/,"Daanaa's semiconductor technology provides power transactions freely, safely, and efficiently. Power, together with data, travels medium and modality free.  Medium free = wired or wireless, through the air, or using existing conductive structures without generating current Modality free = AC/DC modes and their conversions as needed Our chips are versatile, designed to integrate with existing technologies and hardware to simplify systems, save costs, and improve efficiency in diverse applications. Possibilities range from daily electronics and appliances to solar and wind power, electric vehicles (EV) and battery management systems (BMS). Unique capabilities include bidirectionality, position freedom, efficient wireless transfer through materials – wood, plastics, glass, concrete and others – simultaneous transactions between multiple devices having different sizes, shapes and power requirements, with targeted and adaptable transfer scalable from only 1W up to 10kW. Our integrated circuits (IC) operate in the non-inductive near field. Daanaa’s integration into solar power allows panels to harvest on average 40% more power while reducing the costs of energy by 30%, contributing to incremental reductions in GHG emissions. Additionally, Daanaa frees solar power systems from their conventional limitations, providing significant innovations in its architecture and allowing previously-unapplicable use cases. Together with our partners, we're reimagining fundamental engineering challenges through rigorous research, cutting-edge solutions, and a shared passion for sustainability to create a future where energy is efficient, affordable and widely accessible.",,,,,,,,,,,,,,,,,,,"Consumer Electronics, Energy, Hardware, Natural Resources, Sustainability, Transportation",2,"Javad Shariatzadeh, Soroush Dehghani",11-50,5,Early Stage Venture,2022-09-29,300000,USD,300000,Grant,7000000,USD,7000000,Series A,7000000,USD,7000000,7300000,USD,7300000,"Cleantech Open, Type One Ventures, Innovate BC, entrepreneurship@UBC, HATCH ventures",2,5,,,,,,,Private,,,,,,,,,,,,,,,3,,,,3,0,Generation; Conversion Or Distribution Of Electric Power,Scientific and electric apparatus and instruments,,,
Marani,https://www.crunchbase.com/organization/odanata-health-inc,2018-05-01,month,"Artificial Intelligence, Health Care, Health Diagnostics","Minneapolis, Minnesota, United States","Marani develops a prenatal care platform which includes a wearable, textile-based product to measure key vital statistics of women.","40,775",,Active,,,,,For Profit,https://www.maranihealth.com,https://twitter.com/MaraniHealth,https://www.linkedin.com/company/maranihealth,"Marani Health is developing a prenatal care platform which includes a wearable, textile-based product to measure key vital statistics of women and their developing fetus, for use during pregnancy, labor & delivery. The products utilize Artificial Intelligence to better assess health & wellness during pregnancy, labor & delivery.  Marani is collaborating with key partners including The Mayo Clinic.",https://www.facebook.com/Marani-Health-100468678953461,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software",1,Ann Holder,1-10,5,Seed,2021-11-16,7600000,USD,7600000,Seed,7600000,USD,7600000,Seed,16148386,USD,16148386,16404148,USD,16404148,"National Science Foundation, TFX Capital, Starfish Ventures, SWL Healthcare Ventures, Southeast Minnesota Capital Fund",4,10,,,,,,,Private,,,,,,,,,,,,,,,12,2,,,,,,,,,
Corus Dental,https://www.crunchbase.com/organization/corus-dental,2015-01-01,year,"Dental, Health Care, Medical, Service Industry, Training","Sant Cugat Del Vallès, Catalonia, Spain",Corus Dental is a dental design laboratories which provides prosthetic and orthodontic solutions.,"40,777",,Active,,,,,For Profit,https://www.corusdental.com/?cn-reloaded=1,,https://www.linkedin.com/company/corus-dental/,"Corus is a supplier of dental solutions. They offer support during the daily treatment process, aligning the clinician expectation with those of the patient, by providing services that include digital flow, technical support for clients, logistics, the management of health products, management information, and high fidelity.",https://www.facebook.com/corusdental.es,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Education, Health Care, Other",1,Eduardo Corral,251-500,1,Private Equity,2021-12-01,50000000,EUR,56595273,Private Equity,50000000,EUR,56595273,Private Equity,50000000,EUR,56595274,50000000,EUR,56595274,Careventures,1,1,1,Made Acquisitions,,,,,Private,,,,,,,,,,,,,,255.8%,6,,,,,,,,,,
Trully,https://www.crunchbase.com/organization/trully,2022-01-01,year,"Finance, Fraud Detection, Identity Management, Risk Management","Mexico City, Distrito Federal, Mexico",TrullyAI is a collective intelligence identity enrichment platform.,"40,777",,Active,,,,,For Profit,https://trully.ai/,https://twitter.com/TrullyAI,https://www.linkedin.com/company/trullyai/,Trully is a digital fraud prevention and identity verification company based in Mexico that detects fraud individually and powers a system to protect an entire network of businesses. It provides a platform for collective intelligence identity enrichment that creates solutions for all types of fraud.,,Latin America,,,,,,,,,,,,,,,,,"Financial Services, Information Technology, Payments, Privacy and Security, Professional Services",1,Fernando González Paulin,,1,Seed,2022-11-16,4100000,USD,4100000,Seed,4100000,USD,4100000,Seed,4100000,USD,4100000,4100000,USD,4100000,"Costanoa Ventures, Juan Pablo Ortega, Pablo Viguera, Martin Mexia Ponce, José Jorge Molina",1,9,,,,,,,Private,,,,,,,,,,,,,,,22,,,,,,,,,,
ULUU,https://www.crunchbase.com/organization/uluu,2020-01-01,year,Recycling,"Perth, Western Australia, Australia",ULUU is an ocean material that replaces plastic and actively benefits the world.,"40,779",,Active,,,,,For Profit,https://www.uluu.com.au/,https://twitter.com/teamuluu,https://www.linkedin.com/company/uluu/,ULUU is an ocean material that replaces plastic and actively benefits the world.,https://www.facebook.com/teamuluu,"Asia-Pacific (APAC), Australasia",,,,,,,,,,,,,,,,,Sustainability,,,11-50,1,Seed,2022-11-15,8000000,AUD,5415478,Seed,8000000,AUD,5415478,Seed,8000000,AUD,5415479,8000000,AUD,5415479,"Possible Ventures, Main Sequence Ventures, Mistletoe, Alberts Impact Ventures, Karlie Kloss",1,9,,,,,,,Private,,,,,,,,,,,,,,694.78%,9,,,,,,,,,,
Madison Energy Investments,https://www.crunchbase.com/organization/madison-energy-investments,2019-01-01,year,"Electrical Distribution, Renewable Energy, Solar","Nyack, New York, United States","Madison Energy Investments is a platform that creates, owns, and manages renewable energy projects.","40,780",,Active,2022-12-20,day,,,For Profit,https://www.madisonei.com,https://twitter.com/Madison_EI,https://www.linkedin.com/company/madison-energy-investments,"Madison Energy Investments is a platform that creates, owns, and manages renewable energy projects.",,"Greater New York Area, East Coast, Northeastern US",,Private Equity Firm,,,,,,,,,,,,,,,"Energy, Natural Resources, Sustainability",,,11-50,1,M&A,2019-03-19,200000000,USD,200000000,Private Equity,200000000,USD,200000000,Private Equity,200000000,USD,200000000,200000000,USD,200000000,Stonepeak Infrastructure Partners,1,1,,Was Acquired,2022-12-20,day,Acquisition,,Private,,,,,,,,,,,,,,,,,,,,,,,25957,USD,25957
Yo,https://www.crunchbase.com/organization/yo,2014-04-01,day,"Apps, Communications Infrastructure, Messaging, Mobile","San Francisco, California, United States",Yo is a simple and efficient single-tap zero character communication tool.,"40,780",Less than $1M,Closed,,,,none,For Profit,http://www.justyo.co/,http://twitter.com/YoApp,https://www.linkedin.com/company/yo-san-francisco,Yo is a simple and efficient single-tap zero character communication tool.,https://www.facebook.com/The-Official-Yo-App-654604541291790,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Apps, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software",3,"Moshe Hogeg, Or Arbel, Phil Haus",11-50,1,Seed,2014-07-15,1500000,USD,1500000,Seed,1500000,USD,1500000,Seed,1500000,USD,1500000,1500000,USD,1500000,"Betaworks, Slow Ventures, Ed Baker, Singulariteam, Vic Lee",,6,,,,,,,Private,,,,,,,,,,,,,1,,49,2,,4,,,,,,,
