Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
LegionellaDossier,https://www.crunchbase.com/organization/legionelladossier,2016-01-01,year,"Professional Services, Software","Utrecht, Utrecht, The Netherlands","LegionellaDossier offers legionella prevention software, risk analysis software, IoT sensors, digital legionella management services.","63,043",,Active,,,,,For Profit,https://legionelladossier.com/nl,https://twitter.com/LegionellaDoss,https://www.linkedin.com/company/legionelladossier/,"LegionellaDossier offers legionella prevention software, risk analysis software, IoT sensors, digital legionella management services.",https://www.facebook.com/LegionellaDossier,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Other, Software",,,11-50,1,Seed,2022-10-19,4000000,EUR,3906261,Seed,4000000,EUR,3906261,Seed,4000000,EUR,3906261,4000000,EUR,3906261,"Newion, Volta Ventures, Concrete Venture Capital",1,3,,,,,,,Private,,,,,,,,,,,,,,,34,6,15,,,,,,,,
Super4,https://www.crunchbase.com/organization/super4,2022-01-01,year,"Gaming, Media and Entertainment","Delhi, Delhi, India","Super4 provides the intersection of the sports, media, and online entertainment industries.","63,043",$1M to $10M,Active,,,,,For Profit,https://super4.in/,https://twitter.com/Super4_official,https://www.linkedin.com/company/super4,"Super4 provides the intersection of the sports, media, and online entertainment industries.",https://www.facebook.com/Super4.in,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Gaming, Media and Entertainment",,,,1,Seed,2022-08-09,100000000,INR,1256618,Seed,100000000,INR,1256618,Seed,100000000,INR,1256618,100000000,INR,1256618,,,,,,,,,,Private,,,,,,,,,,,,,,11.78%,7,1,124,,,,,,,,
Rehab for JAPAN,https://www.crunchbase.com/organization/rehab-for-japan,2016-06-10,day,"Elder Care, Health Care, Rehabilitation, SaaS, Software","Tokyo, Tokyo, Japan","Rehab for JAPAN is developing a rehabilitation support SaaS ""Rehaplan"" for adult day care center.","63,044",,Active,,,,,For Profit,https://rehabforjapan.com/,https://twitter.com/rehab_for_japan,,Rehab for Japan is developing a special rehabilitation SaaS for day service .,https://www.facebook.com/rehabforjapan,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Health Care, Software",1,Okubo Ryo,11-50,4,Early Stage Venture,2021-05-24,700000000,JPY,6430690,Series B,700000000,JPY,6430690,Series B,980000000,JPY,8983330,980000000,JPY,8983330,"Global Brain Corporation, SMBC Venture Capital, Mitsubishi UFJ Capital, ONO Pharmaceutical, Cyberdyne",1,11,,,,,,,Private,,,,,,,,,,,,,,,8,,,,,,,,,,
Unipal,https://www.crunchbase.com/organization/unipal,2019-01-01,year,"Advertising, Internet","Manama, Al Manamah, Bahrain",Unipal provides university students access to tailored discounts and promotions through a digital identification.,"63,046",,Active,,,,,For Profit,https://unipal.me/,,https://bh.linkedin.com/company/unipal-bh,Unipal provides university students access to tailored discounts and promotions through a digital identification.,,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",,,,,,,,,,,,,,,,,"Advertising, Internet Services, Sales and Marketing",,,1-10,4,Seed,2023-06-12,500000,SAR,133325,Seed,500000,SAR,133325,Seed,500000,SAR,133326,500000,SAR,133326,"Almoayed Ventures, Tenmou, Flat6Labs Riyadh accelerator program, Flat6Labs",2,4,,,,,,,Private,,,,,,,,,,,,,,39.7%,43,3,122,,,,,,,,
Conduent,https://www.crunchbase.com/organization/conduent,2017-01-03,day,"Business Development, Health Care, Information Technology, Security","Florham Park, New Jersey, United States","Conduent mproving how businesses and governments interact with citizens, patients, customers and employees.","63,046",$1B to $10B,Active,,,,,For Profit,https://www.conduent.com/,https://twitter.com/conduent,https://www.linkedin.com/company-beta/10794364,"Conduent delivers business process outsourcing (BPO) solutions that ignite efficiency, savings, and revenue growth across industries. They improve how businesses and governments interact with citizens, patients, customers, and employees.",https://www.facebook.com/Conduent,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Health Care, Information Technology, Privacy and Security, Professional Services",1,Clifford Skelton,10001+,1,,2020-01-01,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,USD,,,USD,,,,,1,Made Acquisitions,,,,,Private,,,,,,,,,,,,2020-02-26,6,-21.31%,138,3,,73,593,82,Computing; Calculating,Advertising; business,,,
GW Laser Tech,https://www.crunchbase.com/organization/gw-laser-tech,2015-11-01,month,"Electronics, Industrial, Laser, Manufacturing, Mechanical Engineering","Shanghai, Shanghai, China",GW Laser Tech is dedicated in the continuous power-scaling of the fiber laser.,"63,047",,Active,,,,,For Profit,http://www.gwlaser.tech/,,https://www.linkedin.com/company/光惠-上海-激光科技有限公司,Laser technology GW (Shanghai) LLC. is a high-tech corporation founded by GW Laser Tech LLC in the United States and a Chinese laser professional team. Using long-term laser technology accumulation and market and industrial chain advantages.,,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering",1,Jianwu Ding,51-100,3,,2021-10-18,50000000,CNY,7776170,Venture - Series Unknown,50000000,CNY,7776170,Venture - Series Unknown,250000000,CNY,38515136,250000000,CNY,38515136,"CCB Trust, DT Capital Partners, Inspiration Capital, Pegasus Group, Bridge Capital China",3,5,,,,,,,Private,,,,,,,,,,,,,,5.67%,17,,,,,,,,,,
Time Therapeutics,https://www.crunchbase.com/organization/time-therapeutics,2018-01-01,year,"Biotechnology, Therapeutics","New York, New York, United States",Time Therapeutics provides society with treatment for intractable diseases for which there is no fundamental cure.,"63,047",Less than $1M,Active,,,,,For Profit,https://timethera.com/,,,"Time Therapeutics provides society with treatment for intractable diseases for which there is no fundamental cure. Through the development of intractable disease treatment methods using patient iPS cells, a drug discovery revolution called ""iPS drug discovery: a dish to bedside"" that accurately detects drug efficacy, accurately stratifies target patients and pursues optimal drug prices We will return the results to society.",,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,,1,Seed,2020-09-30,5058000,USD,5058000,Seed,5058000,USD,5058000,Seed,5058000,USD,5058000,5058000,USD,5058000,,,,,,,,,,Private,,,,,,,,,,,,,,,20,,,,0,1,,Scientific and electric apparatus and instruments,,,
Fryd,https://www.crunchbase.com/organization/alphabeet,2019-01-01,year,"Communities, Farming, Organic Food","Stuttgart, Baden-Wurttemberg, Germany",Fryd is a dedicated group of backyard gardeners that helps grow vegetables.,"63,049",Less than $1M,Active,,,,,For Profit,https://fryd.app,,https://www.linkedin.com/company/alphabeet/,"Fryd is a dedicated group of backyard gardeners that helps grow vegetables. Fryd offers seed vegetables, seed fruit, crop protection, fertilizer, and other products. Their mission is to reimagine gardening for a new generation as a social activity. Instead of everyone growing for himself, they make it a group effort.",https://www.facebook.com/frydapp,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Agriculture and Farming, Community and Lifestyle, Food and Beverage",3,"Florian Hassler, Jens Schmelzle, Steffen Abel",11-50,1,Seed,2021-11-30,1150000,EUR,1302952,Angel,1150000,EUR,1302952,Angel,1150000,EUR,1302952,1150000,EUR,1302952,Purpose Ventures,,1,,,,,,,Private,,,,,,,,,,,,,,-24.56%,45,1,"26,795",,0,1,,Scientific and electric apparatus and instruments,,,
ExtraStudent,https://www.crunchbase.com/organization/extrastudent,2021-01-01,year,"Apps, Education, Private Social Networking","Paris, Ile-de-France, France",ExtraStudent is a free mutual help network for all students to openly share their knowledge and support one another.,"63,052",,Active,,,,,For Profit,https://www.extrastudent.com/,,https://www.linkedin.com/company/extra-student/?viewAsMember=true,ExtraStudent is a free mutual help network for all students to openly share their knowledge and support one another.,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Apps, Community and Lifestyle, Education, Software",,,1-10,1,Seed,2023-06-09,1500000,EUR,1612350,Seed,1500000,EUR,1612350,Seed,1500000,EUR,1612350,1500000,EUR,1612350,"Groupe M6, Michael Benabou, Adrien Montfort, Pascal Chevalier, Carlo Purassanta",,6,,,,,,,Private,,,,,,,,,,,,,,-35.99%,5,,,,,,,,,,
CARGGO,https://www.crunchbase.com/organization/carggo,2016-01-01,year,"Enterprise Software, Freight Service, Logistics, Software Engineering, Transportation","New York, New York, United States",Carggo is a digital freight fulfillment platform that is on a mission to make freight transportation fair and efficient.,"63,054",Less than $1M,Active,,,,,For Profit,http://www.carggo.com/,,https://www.linkedin.com/company/11122871/,"Carggo is a digital freight fulfillment platform that is on a mission to make freight transportation fair and efficient. Carggo aims to reshape freight logistics by providing 3PLs, freight forwarders, brokers, their shippers, and carriers access to advanced digital technology that makes even industry giants envious. Trucking is an $800B industry and growing, but it has been one of the slowest industries to think about tech solutions. Cold-calling is still the #1 system used to book loads, and 30% of trucks on the road are empty even though the industry is scrambling over a driver shortage.",,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Science and Engineering, Software, Transportation",3,"Boris Pevzner, Felix Lubashevskiy, Felix Lyubashevsky",51-100,5,Private Equity,2018-12-07,,,,Private Equity,,,,Private Equity,10320000,USD,10320000,15572000,USD,15572000,"Basin Holdings, Felix Lyubashevsky",2,2,2,Made Acquisitions,,,,,Private,,,,,,,,,,,,,,,6,1,,,,,,,,,
