Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
TDZ Animations,https://www.crunchbase.com/organization/tdz-animations,2020-08-10,day,Video,"Tangerang, Jawa Barat, Indonesia",TDZ Animations is company who establish in animations film selling frature films and web series animations.,"68,965",,Active,,,,,For Profit,https://youtube.com/@IdeBearS1,,https://www.linkedin.com/in/dendy-aginado-ba2b361ab ,Create animations ide bear web series and feature film. Selling feature films and web series Animations from studios that managed globally. For company who would put some money or a lot money for us please contact threeduckszero@gmail.com Our market is audience Best Regards Dendy A,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,,,,,,,,,,,,,"Media and Entertainment, Video",,,1-10,1,Early Stage Venture,2022-10-10,8900000,USD,8900000,Series A,8900000,USD,8900000,Series A,8900000,USD,8900000,8900000,USD,8900000,,,,,,,,,,Private,,,,,,,,,,,,,,,,3,,,,,,,,,
Sihatech,https://www.crunchbase.com/organization/sihatech,2014-01-01,year,"Apps, Mobile, Predictive Analytics","Riyadh, Ar Riyad, Saudi Arabia",Saudi Internet Health Application Technology Company,"68,966",$1M to $10M,Closed,,,,none,For Profit,http://sihatech.com,https://twitter.com/sihatech,https://www.linkedin.com/company/sihatech,"Sihatech is the solution to the problem of lack of transparency and accountability in healthcare. They have developed a responsive website and two native applications on iOS and Android. Today, a small hospital or clinic can use Sihatech for all their Hospital Information System (HIS) needs and save all the hassle and trouble of working with a third party IT developer and paying thousands of riyals in server and development costs. Sihatech is a pure cloud player. They are focusing on the marketing and appointment booking aspects of the website and apps, but this is just the simple hook to get the doctors on board. Once they experience the robustness of their back end system and their innovative ideas, they will become loyal users. They are already being referred by their existing customers. They are now in the process of building a payment gateway that will allow their users to apply for micro-loans to finance certain medical procedures that are not typically covered by insurance and it will also allow small hospitals and clinics to manage their revenue cycle with insurance companies and their medical supply payments to their vendors (pharmacies, laboratories and equipment/consumables suppliers).  Sihatech’s vision is to become the MENA regions premium provider of technology solutions to the healthcare space to improve the access, accountability and quality in healthcare. Sihatech’s mission is to allow the hospitals, polyclinics and doctor practices to outsource all business and technology processes to be able to focus on treating the patient",,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",,,,,,,,,,,,,,,,,"Apps, Artificial Intelligence, Data and Analytics, Mobile, Software",2,"Ahmed Al-Bader, Mussaad Al-Razouki",1-10,2,Early Stage Venture,2017-12-10,5000000,SAR,1333226,Series A,5000000,SAR,1333226,Series A,5500000,SAR,1466542,5500000,SAR,1466542,"Saudi Aramco Entrepreneurship Ventures, Saudi Aramco, Waseel",2,3,1,Made Acquisitions,,,,,Private,,,,,,,,,,,,,,,22,5,,,,,,,,,
Bnex Retail Tech,https://www.crunchbase.com/organization/ciencia-do-consumo,2016-01-01,year,"Analytics, Artificial Intelligence, Big Data, CRM, E-Commerce, Machine Learning, Predictive Analytics, Retail Technology","São José do Rio Prêto, Sao Paulo, Brazil","Bnex applies artificial intelligence, analytics, and CRM algorithms to optimize consumer marketing processes for Brazilian Retailers.","68,967",,Active,,,,,For Profit,https://bnex.com.br,https://twitter.com/bnex_retail,https://www.linkedin.com/company/bnexretail/,"Bnex processes about US$ 10bi/year in sales transactions and keeps track of 35 million households' shopping behavior across the country - accounting for more than 50% of the country's population. Big data processing and artificial intelligence over the biggest consumption tracking database in Brazil. Bnex provides CRM software, analytics, e-commerce, and data insights for most of the national and regional leaders in the Groceries and Drugstores sectors.",https://facebook.com/bnexretail,Latin America,,,,,,,,,,,,,,,,,"Artificial Intelligence, Commerce and Shopping, Data and Analytics, Hardware, Information Technology, Sales and Marketing, Science and Engineering, Software",2,"Fernando Gibotti, Thiago Simonato",101-250,1,Early Stage Venture,2022-04-01,5200000,USD,5200000,Series A,5200000,USD,5200000,Series A,5200000,USD,5200000,5200000,USD,5200000,Provence Capital,1,1,,,,,,,Private,,,,,,,,,,,,,,,18,,,,,,,,,,
CarDoor,https://www.crunchbase.com/organization/cardoor,2021-01-01,year,"Automotive, E-Commerce, Retail","Toronto, Ontario, Canada",CarDoor offers online car buying and delivery services to consumers.,"68,969",,Active,,,,,For Profit,https://www.cardoor.ca/,https://twitter.com/CarDoorCA,https://www.linkedin.com/company/cardoor/,"CarDoor is a Toronto-based technology company that is transforming the way people buy cars. CarDoor offers high-quality certified vehicles at great prices through a fully online customer experience. At CarDoor.ca, customers browse inventory online, buy the car that's right for them, trade in their current vehicle, and enjoy effortless at-home delivery. CarDoor is committed to making car shopping easy for all Canadians.",https://www.facebook.com/CarDoorInc,Great Lakes,,,,,,,,,,,,,,,,,"Commerce and Shopping, Transportation",1,Matthew McKenzie,11-50,1,Seed,2021-09-15,3000000,CAD,2377537,Seed,3000000,CAD,2377537,Seed,3000000,CAD,2377537,3000000,CAD,2377537,Framework Venture Partners,1,1,,,,,,,Private,,,,,,,,,,,,,,8.08%,5,,,,0,0,,Advertising; business,,,
Tokyo Factory,https://www.crunchbase.com/organization/tokyo-factory,2020-04-01,day,"Industrial, Industrial Automation, Manufacturing","Tokyo, Tokyo, Japan",Tokyo Factory provides cloud-based process control system for manufacturing industry.,"68,969",,Active,,,,,For Profit,https://tokyofactory.co.jp/,,,"Tokyo Factory is a cloud service that allows for the easy display of manufacturing information throughout the supply chain as well as the creation of a manufacturing information database. In addition to increasing operational efficiency, the corporation promotes skill transfer, improved delivery and quality, and reduced business trips.",https://www.facebook.com/TokyoFactory/,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Manufacturing, Science and Engineering",1,Minoru Ike,,2,Early Stage Venture,2022-09-01,,,,Series A,,,,Series A,100000000,JPY,963725,100000000,JPY,963725,"ANRI, DIMENSION",,2,,,,,,,Private,,,,,,,,,,,,,,,18,,,,2,0,Controlling,,,,
FunCell,https://www.crunchbase.com/organization/funcell-1084,2020-09-01,month,Manufacturing,"Gières, Rhone-Alpes, France",FunCell is a biobased additives to increase paper performances and give it new properties.,"68,971",,Active,,,,,For Profit,https://funcell.fr,,https://www.linkedin.com/company/funcell/,FunCell is a new company exploiting a technology developed by a leading-edge academic research center in France in a region that is the heart of the paper industry.,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,Manufacturing,4,"Gilles du Sordet, Henri SORS, Julien LEGUY, Laurent HEUX",1-10,2,,2023-07-28,4800000,EUR,5295091,Venture - Series Unknown,4800000,EUR,5295091,Venture - Series Unknown,4800000,EUR,5295091,4800000,EUR,5295091,"Lita.co, OBRATORI, Iron Hands Capital",,3,,,,,,,Private,,,,,,,,,,,,,,,3,,,,0,5,,Chemical substances,,,
Bungee Brand,https://www.crunchbase.com/organization/bungee-brand,2018-01-01,year,"Fashion, Manufacturing, Shoes","Philadelphia, Pennsylvania, United States",Bungee Brand is a clothing brand that manufactures clothing and footwear.,"68,972",,Active,,,,,For Profit,https://bungeebrand.com,,https://www.linkedin.com/company/bungee-brand,"Bungee Brand is a clothing brand that manufactures clothing and footwear. Darrell Alston is the CEO of Bungee Brand, a Kensington-based clothing line.",https://www.facebook.com/bungeebrand,"Greater Philadelphia Area, Great Lakes, Northeastern US",,,,,,,,,,,,,,,,,"Clothing and Apparel, Consumer Goods, Design, Manufacturing",1,Darrell Alston,1-10,1,Seed,2021-05-12,300000,USD,300000,Seed,300000,USD,300000,Seed,300000,USD,300000,300000,USD,300000,,,,,,,,,,Private,,,,,,,,,,,,,,,49,,,,,,,,,,
Praetego,https://www.crunchbase.com/organization/praetego,2017-01-01,year,"Health Care, Health Diagnostics, Medical, Pharmaceutical","Durham, North Carolina, United States",Praetego is a pharmaceutical company focused on addressing serious diabetic complications.,"68,973",,Active,,,,,For Profit,https://www.praetego.com/,,,"Praetego is a pharmaceutical company focused on addressing serious diabetic complications. The company's novel and proprietary small molecule candidates target a common pathway in disease progression leading to serious complications. Praetego is headquartered in Durham, North Carolina.",,"Research Triangle, East Coast, Southern US",,,,,,,,,,,,,,,,,Health Care,1,Pepper Landson,1-10,6,Seed,2023-03-01,300000,USD,300000,Grant,100000,USD,100000,Seed,100000,USD,100000,5870703,USD,5870703,"Stony Lonesome Group, National Institute on Aging, National Eye Institute, National Institute of Diabetes and Digestive and Kidney Diseases",4,4,,,,,,,Private,,,,,,,,,,,,,,,21,,,,,,,,,,
Woffu,https://www.crunchbase.com/organization/woffu,2015-01-01,day,"Human Resources, SaaS, Software","Barcelona, Catalonia, Spain",Woffu is a time management platform that allows you to easily organize holidays and absences of the company's human team.,"68,974",$1M to $10M,Active,2022-04-26,day,,,For Profit,https://www.woffu.com/en,https://twitter.com/Woffu_App,https://www.linkedin.com/company/woffu,"Woffu is a cloud-based platform for time-management with the purpose of maximizing communication, dedication, and transparency between all departments within a company. The platform helping companies save 85% in time-management costs and reduce absenteeism by 20% by increasing happiness at work.  Woffu uses a calendar to organize the different shifts based on the needs of the business. It also enhances the relationship between employees and employers, removing frictions and making time-management easier and thus increasing productivity helping companies save 85% in time-management costs and reduce absenteeism by 20% by increasing happiness at work. They aim to create a work environment without any frictions through enhanced commitment, transparency, and communication among all the stakeholders. Woffu was founded in 2015 and is based in Barcelona, Spain.",https://www.facebook.com/woffu/,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Administrative Services, Software",3,"Miguel Fresneda, Miguel Fresneda, Victor D. Pérez Rodríguez",11-50,3,M&A,2019-09-23,300000,EUR,329824,Debt Financing,115000,EUR,133923,Seed,240000,EUR,274287,540000,EUR,604111,"Faraday Venture Partners, Bynd Venture Capital, MIDATEL TECHNOLOGY, Albert Armengol, David Diaz",2,5,,Was Acquired,2022-04-26,day,Acquisition,,Private,,,,,,,,,,,,,,-29.23%,92,,,33,0,2,,Scientific and technological services,,,
ORKID,https://www.crunchbase.com/organization/orkid,2020-11-01,month,"Delivery Service, Drones, Electric Vehicle, Logistics, Robotics","São Paulo, Sao Paulo, Brazil",ORKID is a B2B Aerial Drone Delivery Tech Company,"68,976",,Active,,,,,For Profit,https://www.orkid.tech/,,https://www.linkedin.com/company/orkid-tech/,"ORKID is a B2B company that offers last mile drone delivery technology and services to enterprises. Our autonomous electric drones offer a faster, more affordable, and sustainable alternative to traditional delivery methods.",,Latin America,,,,,,,,,,,,,,,,,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Transportation",3,"Andres Uribe Gonzalez, Diego Pinzon, Santiago Pinzon",1-10,2,Seed,2022-12-14,800000,USD,800000,Pre-Seed,800000,USD,800000,Pre-Seed,800000,USD,800000,800000,USD,800000,"Newtopia VC, Irie VC, Seed9, Ricardo Feferbaum",,4,,,,,,,Private,,,,,,,,,,,,,,,5,,,,,,,,,,
