Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
QRails,https://www.crunchbase.com/organization/qrails,2016-06-01,day,"Financial Services, FinTech, Payments, Transaction Processing","Denver, Colorado, United States","QRails enables payroll providers, fintechs, and other financial services businesses to deploy innovative payment solutions.","12,460",$1M to $10M,Active,2023-06-15,day,,,For Profit,http://www.QRails.com,https://www.twitter.com/qrails,https://www.linkedin.com/company/qrails/,"QRails enables payroll service providers, fintech, banks, insurance companies, and other financial services businesses in North America and Europe to deploy innovative payment solutions. QRails clients benefit from purpose-built technology offering secure and flexible APIs as well as easy access to an expert team committed to delivering responsive customer service.  QRails solution is the world’s first vertically integrated provider of on-demand payment solutions. Founded in 2016, QRails, Inc., together with its subsidiary QRails, Ltd., is privately held by a group of industry leaders and leading investors.",,"Greater Denver Area, Western US",,,,,,,,,,,,,,,,,"Financial Services, Payments, Software",2,"Gerard Griffin, Laurence Molke",51-100,7,M&A,2022-08-08,8199778,USD,8199778,Venture - Series Unknown,8199778,USD,8199778,Venture - Series Unknown,25999778,USD,25999778,25999778,USD,25999778,"KittyHawk Ventures, Alan Morgan, EFM Asset Management, Jonathan Hughes, Gary Hoffman",2,5,1,"Made Acquisitions, Was Acquired",2023-06-15,day,Acquisition,Stock,Private,,,,,,,,,,,,,,,40,2,,,,,,,,,
Goldsky,https://www.crunchbase.com/organization/goldsky,2021-01-01,year,"Blockchain, Cloud Infrastructure, Developer Platform","San Francisco, California, United States",Goldsky is the leading platform for real-time crypto data.,"12,462",,Active,,,,,For Profit,https://goldsky.com,https://twitter.com/goldskyio,https://www.linkedin.com/company/goldsky-io/,Goldsky empowers developers to quickly spin up realtime APIs using data stored on Ethereum and other networks.,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Hardware, Internet Services, Other, Software",2,"Jeffrey Ling, Kevin Li",11-50,2,Seed,2022-09-12,20500000,USD,20500000,Seed,20500000,USD,20500000,Seed,21900000,USD,21900000,21900000,USD,21900000,"0x, Uniswap, Felicis, Elad Gil, Dragonfly Capital Management",2,11,,,,,,,Private,,,,,,,,,,,,,,-48.96%,19,,,,,,,,,,
Sevco Security,https://www.crunchbase.com/organization/sevco-security,2020-01-01,year,"Cyber Security, Information Technology, Network Security, Software","Austin, Texas, United States",Sevco Security is an IT asset visibility and cybersecurity company providing a unified asset intelligence platform.,"12,463",Less than $1M,Active,,,,,For Profit,https://www.sevcosecurity.com,https://twitter.com/sevcosec,https://www.linkedin.com/company/sevcosecurity/,"Sevco Security is an IT asset visibility and cybersecurity company providing a unified asset intelligence platform. It is designed to address the new extended attack surface and create a trusted data repository of all the organization's devices, users, and applications. It provides cloud-native cyber asset management, risk management, and automated enforcement.",,Southern US,,,,,,,,,,,,,,,,,"Information Technology, Privacy and Security, Software",3,"Greg Fitzgerald, Jeffrey J. Guy, Jeremiah Clark",51-100,3,,2023-06-28,14999998,USD,14999998,Venture - Series Unknown,14999998,USD,14999998,Venture - Series Unknown,36749995,USD,36749995,36749995,USD,36749995,".406 Ventures, SYN Ventures, Accomplice, Bill Wood Ventures, fama Ventures, LLC",1,5,,,,,,,Private,,,,,,,,,,,,,,44%,8,,,,2,2,,Scientific and electric apparatus and instruments,106188,USD,106188
Chargeup,https://www.crunchbase.com/organization/chargeup,2019-01-01,year,"Battery, Electric Vehicle, Renewable Energy","New Delhi, Delhi, India",Chargeup provides a battery swapping network eliminating the cost problem and inconvenience of long charging hours of electric vehicles.,"12,464",,Active,,,,,For Profit,https://echargeup.com,,https://www.linkedin.com/company/chargeup-solutions-pvt-ltd,"Chargeup provides a battery swapping network eliminating the cost problem and inconvenience of long charging hours of electric vehicles. Chargeup offers customers an affordable way to run their vehicles without worrying about charging times. Chargeup offers its services to a growing community of 2.4 million E-Rickshaws, which allows them to increase their range and revenue.",https://www.facebook.com/echargeup,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Energy, Sustainability, Transportation",3,"Akshay Kashyap, Ankur Madan, Varun Goenka",11-50,4,Seed,2022-11-17,7000000,USD,7000000,Seed,7000000,USD,7000000,Seed,9546012,USD,9546012,9546012,USD,9546012,"Air Asia, Jiraaf, Anicut Capital, MapmyIndia, Aman Gupta",5,12,,,,,,,Private,,,,,,,,,,,,,,,8,1,,,,,,,,,
Winnie,https://www.crunchbase.com/organization/winnie,2016-01-01,month,"Apps, Child Care, Children, Education, Marketplace, Mobile Apps, Parenting","San Francisco, California, United States",Winnie is a marketplace for child care built on powerful data systems and backed by a trusted community of parents and providers.,"12,465",$1M to $10M,Active,,,,,For Profit,https://winnie.com/,https://twitter.com/winnie,https://www.linkedin.com/company/winnie/,"Winnie is a marketplace for child care built on powerful data systems and backed by a trusted community of parents and providers. Parents use Winnie to discover high-quality local daycares and preschools and learn all about their programs including detailed descriptions, photos, tuition information, licensing status, availability data, and more. Child care providers use Winnie to fill their open spaces, build their wait lists, and get support and resources to run their business efficiently. The company was founded in 2016 and is based in San Francisco, California.",https://www.facebook.com/winnielabs,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Apps, Commerce and Shopping, Community and Lifestyle, Education, Health Care, Mobile, Software",2,"Anne Halsall, Sara Mauskopf",11-50,4,Early Stage Venture,2019-10-22,9000000,USD,9000000,Series A,9000000,USD,9000000,Series A,15500000,USD,15500000,15500000,USD,15500000,"Reach Capital, Unusual Ventures, Afore Capital, Ludlow Ventures, Rethink Impact",2,18,,,,,,,Private,,,,,,,,,,,2021-06-09,,,-26.55%,23,3,0,18,0,1,,Scientific and electric apparatus and instruments,,,
Aveanna Healthcare,https://www.crunchbase.com/organization/aveanna-healthcare,2017-01-01,year,"Health Care, Hospital, Nursing and Residential Care","Atlanta, Georgia, United States",Aveanna Healthcare is a home healthcare provider.,"12,467",$500M to $1B,Active,2021-04-28,day,,,For Profit,https://www.aveanna.com/,https://twitter.com/aveannacareers,https://in.linkedin.com/company/aveanna-healthcare,"Aveanna Healthcare brings together two of the largest providers of pediatric care in the nation – Epic Health Services and PSA Healthcare. As Aveanna, we have joined together to revolutionize the way pediatric healthcare is delivered, one patient at a time. Today, the Aveanna Healthcare family of companies cares for medically fragile patients in 23 states through our rapidly growing network of more than 200 branch offices. As a result of overwhelming demand for the quality of care we consistently give, Aveanna has also been providing more and more adult home care services. ",https://www.facebook.com/officialAveannaHealthcare,"Greater Atlanta Area, East Coast, Southern US",,,,,,,,,,,,,,,,,Health Care,,,5001-10000,1,IPO,2017-04-06,75000000,USD,75000000,Debt Financing,,,,,,,,75000000,USD,75000000,Penfund,1,1,2,Made Acquisitions,,,,,Public,2021-04-28,458832000,USD,458832000,2161900000,USD,2161900000,AVAH,https://www.crunchbase.com/ipo/aveanna-healthcare-ipo--fb3b921c,NASDAQ,2022-12-15,2023-06-15,,142.06%,9,2,,27,0,4,,Medical services; veterinary services,195843,USD,195843
Novicap,https://www.crunchbase.com/organization/novicap,2014-06-01,day,"Business Development, Finance, Financial Exchanges, Financial Services, FinTech","Barcelona, Catalonia, Spain",Novicap is a European Fintech focused on providing end-to-end working capital solutions to businesses.,"12,469",,Active,,,,,For Profit,https://novicap.com,http://twitter.com/novicap,http://in.linkedin.com/company/novicap,"Novicap is a European Fintech focused on providing end-to-end working capital solutions to SMEs, mid-market corporates, and public administrations. Through our proprietary technology platform, we offer Credit and SaaS solutions that enable our customers to drive their business forward. Novicap actively supports thousands of businesses to help them deliver impact for their stakeholders.",http://www.facebook.com/novicapfinance,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Financial Services, Lending and Investments, Professional Services",3,"Federico Travella, Marc Antoni Macia, Nicolas Overloop",51-100,7,,2022-12-13,200000000,EUR,212483399,Debt Financing,,,,Venture - Series Unknown,3397019,USD,3397019,215880419,USD,215880419,"Techstars, Partech, Techstars Ventures, Fasanara Capital, Tekton Ventures",3,9,,,,,,,Private,,,,,,,,,,,,,,49.4%,62,,,27,,,,,57826,USD,57826
TenX,https://www.crunchbase.com/organization/tenx-2,2015-06-11,day,"Bitcoin, Cryptocurrency, Financial Services, FinTech, Information Technology","Singapore, Central Region, Singapore",TenX makes any cryptocurrency spendable anytime and anywhere.,"12,470",$1M to $10M,Active,,,,,For Profit,http://www.tenx.tech,http://twitter.com/tenxwallet,https://www.linkedin.com/company/tenxwallet/,At TenX we make cryptocurrencies spendable anytime and anywhere.,http://facebook.com/tenxwallet,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Payments, Software",4,"Julian Hosp, Michael Sperk, None None, Paul Warrunthorn Kittiwongsunthorn",51-100,5,,2017-06-24,80050000,USD,80050000,Initial Coin Offering,80050000,USD,80050000,Initial Coin Offering,125170000,USD,125170000,125170000,USD,125170000,"Fenbushi Capital, Kosmos Ventures, Chain Capital, JaMes Sowers, Alexis Berthoud",,15,,,,,,,Private,,,,,,,,,,,,,1,-38.46%,35,4,,39,0,1,,Scientific and electric apparatus and instruments,,,
Axiom,https://www.crunchbase.com/organization/axiom-co,2016-09-16,day,"Analytics, Big Data, Cloud Data Services, Data Storage, Data Visualization, Software","San Francisco, California, United States",Axiom is and cloud native data insight platform.,"12,471",,Active,,,,,For Profit,https://axiom.co,https://twitter.com/AxiomFM,https://www.linkedin.com/company/axiomhq/,"Axiom gives developers the power to gain instant, actionable insights on all their machine data in the most efficient way.",,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Data and Analytics, Design, Hardware, Information Technology, Internet Services, Software",3,"Gord Allott, Neil Patel, Seif Lotfy",11-50,2,Seed,2020-06-10,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,7000000,USD,7000000,7000000,USD,7000000,"Mango Capital, Nat Friedman, Crane Venture Partners, Fly Ventures, LocalGlobe",2,6,,,,,,,Private,,,,,,,,,,,,,,-43.69%,29,,,,0,9,,Vehicles,,,
Kodland,https://www.crunchbase.com/organization/kodland,2018-01-01,year,"E-Learning, Education, Primary Education","London, England, United Kingdom",Online digital skills school for kids 6-17 years old.,"12,473",,Active,,,,,For Profit,https://kodland.org/,,https://www.linkedin.com/company/kodland/,Online digital skills school for kids 6-17 years old.,https://www.facebook.com/kodland.school/,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Education, Software",2,"Aleksandr Nosulich, Oleg Kheyfets",101-250,2,Early Stage Venture,2022-01-10,9000000,USD,9000000,Series A,9000000,USD,9000000,Series A,10500000,USD,10500000,10500000,USD,10500000,"Redseed, Baring Vostok Capital Partners, Alex Turbanov, Alex Nevinskiy",1,4,,,,,,,Private,,,,,,,,,,,,,,-19%,48,4,,10,,,,,,,
