Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Diamante,https://www.crunchbase.com/organization/diamante,2016-05-01,month,"Biotechnology, Manufacturing, Nanotechnology","Verona, Veneto, Italy",Diamante is a company that develops and manufactures diagnostic devices using nanomaterials.,"88,157",,Active,,,,,For Profit,http://www.diamante.tech/en/,https://twitter.com/DiamanteTech,https://www.linkedin.com/company/diamante-tech/about/,"Diamante is a company that develops and manufactures autoimmune disease diagnosis devices using nanomaterials. It exploits plants as bioreactors for the sustainable production of nanoparticles based on modified plant viruses that are used in developing new tools. Diamante was founded in 2016 and is headquartered in Verona, Italy.",https://www.facebook.com/DiamanteTech/,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Biotechnology, Manufacturing, Science and Engineering",,,1-10,2,Seed,2023-01-17,595000,EUR,642097,Seed,595000,EUR,642097,Seed,595000,EUR,642098,595000,EUR,642098,"MassChallenge, Arieli Capital, Angels4Women, Angels 4 Impact, Elena Paola Lanati",2,5,,,,,,,Private,,,,,,,,,,,,,,,3,,,,2,0,,,,,
Simplisales,https://www.crunchbase.com/organization/simplisales,2021-01-01,year,"Artificial Intelligence, CRM, E-Commerce Platforms, Enterprise Software, SaaS, Sales Automation, Software","London, England, United Kingdom",Simplisales is an AI-powered e-commerce platform designed for B2B wholesalers that streamlines ordering with no-code ERP integration,"88,158",,Active,,,,,For Profit,https://www.simplisales.com,,https://www.linkedin.com/company/simplisales,,,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Artificial Intelligence, Commerce and Shopping, Data and Analytics, Information Technology, Internet Services, Sales and Marketing, Science and Engineering, Software",1,Ihsan Diskan,11-50,1,Seed,2023-05-15,100000,EUR,108735,Pre-Seed,100000,EUR,108735,Pre-Seed,100000,EUR,108735,100000,EUR,108735,Startup Wise Guys,1,1,,,,,,,Private,,,,,,,,,,,,,,,3,,,,,,,,,,
Nirvesh Enterprises,https://www.crunchbase.com/organization/nirvesh-enterprises,2019-01-01,year,"Health Care, Hospital, Neuroscience, Rehabilitation","Kothapet, Andhra Pradesh, India",Nirvesh Enterprises is a revolutionary team of highly skilled specialists growing with the aim of adopting neurosciences.,"88,159",,Active,,,,,For Profit,https://www.nirveshenterprises.com,,https://www.linkedin.com/company/nirvesh,"Nirvesh Enterprises is a revolutionary team of highly skilled specialists growing with the aim of adopting neurosciences, biomedical sciences, and neuropsychiatry and based products on their diagnosis with the fundamental motivation circling around cognitive wellness.",,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,1-10,1,Seed,2023-06-06,4000000,INR,48474,Seed,4000000,INR,48474,Seed,4000000,INR,48474,4000000,INR,48474,Avishkar accelerator,1,1,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
IrisView Technology,https://www.crunchbase.com/organization/irisview-technology,2016-04-01,month,"Augmented Reality, Software, Virtual Reality","Beijing, Beijing, China",IrisView Technology is a developer of 3D systems for VR and AR applications.,"88,161",,Active,,,,,For Profit,https://www.irisview.cn/,,,"Hongyu Technology focuses on creating a new generation of operating systems that serve the next generation of terminal devices such as AR/VR. It is hoped that through the exploration, practice and promotion of the next-generation application system, it will help the advent of the space Internet and promote more efficient and convenient interaction between people and information.",,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Hardware, Software",,,11-50,1,Early Stage Venture,2021-11-08,100000000,CNY,15642842,Series A,100000000,CNY,15642842,Series A,100000000,CNY,15642843,100000000,CNY,15642843,Source Code Capital,1,1,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
Valeti,https://www.crunchbase.com/organization/valeti-smart-parking,2016-03-10,day,"B2B, B2C, Parking, SaaS, Smart Cities, Software","São Paulo, Sao Paulo, Brazil","Valeti is a platform to help drivers to park smarter at Parking Spots making easy to park, pay and request your car.","88,162",,Active,,,,,For Profit,https://www.valeti.com/,https://twitter.com/appvaleti,https://www.linkedin.com/company/valeti/,"Valeti is an Startup that has developed a Mobile & Cloud based Platform to enable drivers to park smarter at Valet and Parking Lots, making easy to check in and check out, pay and request your car. Parking and Valet companies are using our solution to get a next generation management platform to run it's core business, access valuable data and be connected to your customers. Valeti is the platform chosen by VISA to deliver its benefits campaign called Free Valet Restaurants in +80 Valets at the Best Restaurants Brands in São Paulo, Brazil. In less than 5 years, over 1500+ parking spots and 300+ customers rely on Valeti platform to run it's core business and also to be connected to your customers. Brands and Consumer companies are working with Valeti to engage better with your customer throught out our platform, delivering more benefits and value to its clients. Valeti it's moving fast to become the leader parking spot marketplace and payments platform in the world.",https://www.facebook.com/Valetiapp/,Latin America,,,,,,,,,,,,,,,,,"Other, Real Estate, Software, Transportation",2,"Daniel Mattar Gelailete, Marcelo Pestana Pardo",11-50,2,Seed,2021-02-01,1000000,BRL,184070,Pre-Seed,1000000,BRL,184070,Pre-Seed,2000000,BRL,427380,2000000,BRL,427380,,,,,,,,,,Private,,,,,,,,,,,,,,,65,,,,,,,,,,
Placio,https://www.crunchbase.com/organization/www-placio-in,2016-03-08,day,"Hospitality, Real Estate","Noida, Uttar Pradesh, India",Placio is a student housing and a complete broker-free platform.,"88,164",,Active,,,,,For Profit,http://www.placio.in,https://twitter.com/placioindia,https://www.linkedin.com/company/placio,"Placio is a student housing and a complete broker-free platform. That inspires community living where experience is more important than possession. Placio brings into light the refreshing, modern yet secure concept of co-living which will help young, like-minded students to live together and connect. Placio's digital platform carefully curates modern living spaces, fully-furnished rooms, private rooms and personal apartments in some of the best localities in and around University Campuses, which are available within all budget ranges.",https://www.facebook.com/placioindia,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Real Estate, Travel and Tourism",3,"Ankush Arora, Atul Kumar Singh, Rohit Pateria",51-100,3,Early Stage Venture,2019-04-03,1500000,USD,1500000,Series A,1500000,USD,1500000,Series A,3550000,USD,3550000,3550000,USD,3550000,Prestellar Ventures,1,1,1,Made Acquisitions,,,,,Private,,,,,,,,,,,,,,,3,2,,,,,,,,,
Shortcut,https://www.crunchbase.com/organization/shortcut-2,2016-01-01,month,"Apps, Beauty, Home Services, Wellness","New York, New York, United States","On-demand hair services, massages, manicures and more for the home and office.","88,165",Less than $1M,Active,,,,,For Profit,https://www.getshortcut.co/,https://twitter.com/shortcut,https://www.linkedin.com/company/shortcut-app,"Shortcut is developing an advanced managed marketplace in the on-demand space. Today, we provide high-quality grooming and beauty services, wherever and whenever customers need it. For service providers, we offer a comprehensive freelancing option that enables more freedom and higher earnings than traditional workplaces. Our company mission is to empower service providers to reach their full economic potential. The next 10 years will see an accelerated move from traditional careers to freelancing. Shortcut is engineering a new model for service delivery and execution, with the evolving gig economy in mind.",https://www.facebook.com/getshortcut,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Apps, Consumer Goods, Health Care, Real Estate, Software",3,"Irv Slobodskaya, John Meurer, Will Newton",11-50,3,,2020-01-06,310000,USD,310000,Venture - Series Unknown,310000,USD,310000,Venture - Series Unknown,525000,USD,525000,685000,USD,685000,"Vaux les Ventures, The Unilever Foundry",,2,,,,,,,Private,,,,,,,,,,,,,,,56,2,,24,,,,,,,
Vori,https://www.crunchbase.com/organization/vori,2019-01-01,year,"Apps, E-Commerce, Grocery, Made to Order, Operating Systems, Software, Supply Chain Management, Wholesale","East Palo Alto, California, United States","Vori is a B2B operating system for the grocery industry, streamlining operations and democratizing food supply access.","88,166",,Active,,,,,For Profit,https://www.vori.com/,https://twitter.com/VoriHQ,https://www.linkedin.com/company/vori/,"Vori is the only modern B2B operating system for the grocery industry. Vori's platform unlocks the data required for grocery retailers, brands, and distributors to effectively address food access and food waste while future-proofing their business operations with advanced technology. Their technology seamlessly connects data across the food supply chain, making supply chain management easy for retailers and their suppliers. Vori was founded in 2019 and launched its first product in March 2020, at the height of the COVID-19 Pandemic. Vori is backed by investors who share their vision of a future where food moves freely. Their investors include Greylock, Y Combinator, Village Global, South Park Commons, grocery industry experts from Safeway/Albertsons, co-founders of Instacart, DoorDash, and Twitch, and strategic Vori customers. Learn more at vori.com.",,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Apps, Commerce and Shopping, Food and Beverage, Platforms, Software, Transportation",3,"Brandon Hill, Robert Pinkerton, Tremaine Kirkman",11-50,3,Early Stage Venture,2022-08-03,10000000,USD,10000000,Series A,10000000,USD,10000000,Series A,10150000,USD,10150000,10150000,USD,10150000,"Y Combinator, Village Global, South Park Commons, Greylock, Factory",2,8,,,,,,,Private,,,,,,,,,,,,,,-34.99%,51,2,,,0,1,,Scientific and electric apparatus and instruments,,,
Yancep,https://www.crunchbase.com/organization/yancep,2021-01-01,year,"Financial Services, FinTech, Software","Istanbul, Istanbul, Turkey",Yancep is a micro saving and micro investment application.,"88,169",Less than $1M,Active,,,,,For Profit,https://www.yancep.com/,https://twitter.com/yancep_tr,https://www.linkedin.com/company/yancep/,Yancep is a web-based application. The company offers portfolios that can be modeled according to the investment goals and risk preferences of users. Investors can become anyone with this platform.,,"Europe, Middle East, and Africa (EMEA), Middle East, Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Financial Services, Software",,,1-10,3,,2023-05-04,5000000,USD,5000000,Corporate Round,5000000,USD,5000000,Corporate Round,5350000,USD,5350000,5350000,USD,5350000,"Hackquarters, Gedik Investment, Koc Finansman",1,3,,,,,,,Private,,,,,,,,,,,,,,-89.47%,3,1,"9,693",,,,,,,,
GRIN Technologies,https://www.crunchbase.com/organization/grin-technologies,2014-01-01,day,Information Technology,"Cupertino, California, United States",GRIN Technologies is a connected life company whose focus is to help everyday people by connecting them to their environment.,"88,172",Less than $1M,Closed,,,2022-01-01,year,For Profit,http://grintech.net/,https://twitter.com/GRINTechInc,https://www.linkedin.com/company/grin-technologies-inc,GRIN Technologies  is connected life company whose focus is to help everyday people by connecting them to their environment.,https://www.facebook.com/grintechinc,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,Information Technology,1,Daniel Austin,1-10,2,,2021-05-19,13936158,USD,13936158,Venture - Series Unknown,13936158,USD,13936158,Venture - Series Unknown,20629351,USD,20629351,20629351,USD,20629351,,,,,,,,,,Private,,,,,,,,,,,,,,,6,,,,,,,,,,
