Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Disa,https://www.crunchbase.com/organization/disa-db27,2018-01-01,year,"Mineral, Mining, Mining Technology","Casper, Wyoming, United States",Disa is an innovative materials liberation company providing solutions that optimize the world’s use of resources.,"39,279",,Active,,,,,For Profit,http://disausa.com/,,https://www.linkedin.com/company/disa-llc/,"Disa is an innovative materials liberation company providing solutions that optimize the world’s use of resources and radically disrupt best practices in the mining and reclamation industries. Disa utilizes patented liberation technology and other equipment to isolate targeted materials in order to deliver efficiencies, reduce costs, and mitigate environmental impacts to its users. Disa platforms isolate a vast array of geologic material ranging from precious and industrial metals, to hydrocarbons and abandoned uranium mine material.",,Western US,,,,,,,,,,,,,,,,,Natural Resources,,,11-50,5,,2023-09-20,11267374,USD,11267374,Venture - Series Unknown,11267374,USD,11267374,Venture - Series Unknown,15692799,USD,15692799,15692799,USD,15692799,Creative Destruction Lab (CDL),1,1,,,,,,,Private,,,,,,,,,,,,,,,10,,,,0,2,,Education; entertainment,,,
Uniper-care Technologies,https://www.crunchbase.com/organization/uniper-care-technologies,2016-01-01,day,"Information Technology, Software","Tel Aviv, Tel Aviv, Israel",Uniper-care Technologies uses the familiarity of the TV to allow older adults to socialize in a simple and intuitive way.,"39,280",,Active,,,,,For Profit,https://www.unipercare.com/,,https://www.linkedin.com/company/uniper-care-technologies/,"Uniper-care Technologies uses the familiarity of the TV to allow older adults to socialize in a simple and intuitive way. Its solution is a TV-based platform for the elders. It is an android set-top box turning any existing TV into an aging in place platform enabling a set of holistic services such as social engagement, assistance with performing daily activities, access to entertainment content and help with managing daily tasks and fulfilling medical needs. Uniper allows older adults to keep doing what they love doing where they love doing it, at home. More so Uniper does not ask them to change habits or adopt new technologies or devices. Founded in 2016, Uniper-care is based in Tel Aviv, Israel.",https://www.facebook.com/pg/Unipercare/,"Europe, Middle East, and Africa (EMEA), Middle East",,,,,,,,,,,,,,,,,"Information Technology, Software",2,"Avi Price, Rami Kirshblum",11-50,5,Seed,2023-07-01,,,,Seed,,,,Seed,20400000,USD,20400000,20400000,USD,20400000,"Aleph, Dhruvil Sanghvi, Zeev Ventures, Legziel Family, Mediterranean Towers Ventures",2,5,,,,,,,Private,,,,,,,,,,,,,,,40,2,842,,,,,,,,
Patricia,https://www.crunchbase.com/organization/patricia-com-ng,2017-08-16,day,"Bitcoin, Blockchain, Cryptocurrency, Debit Cards, Ethereum, Finance, Financial Services, FinTech, Information Technology, Payments","Tallin, Harjumaa, Estonia",Patricia is an alternative financial services provider for individuals and businesses with focus on cryptocurrencies.,"39,280",,Active,,,,,For Profit,https://www.mypatricia.co,https://twitter.com/patriciaswitch,https://www.linkedin.com/mwlite/company/25020204,"Patricia is an Africa-centric integrated alternative payment and e-commerce company that facilitates the easy use of digital currencies like Bitcoin, Ethereum and other digital assets for everyday transactions. Patricia Technologies Limited established her first branch in Lekki, Lagos on August 16, 2017, with a small office set up to serve less than 80 clients. It was founded by Hanu Fejiro Agbodje, who wanted to create a safe & secure platform for users seeking to exchange their Gift cards for cash after he had a bad experience trading his. This dream to create a trusted ecosystem for users like him led to the birth of Patricia Technologies. For Patricia, building user-centric products, as well as focusing on practical solutions has been indispensable to her market growth.  From the Patricia Luxury Debit Card that lets customers withdraw their Bitcoin in Naira, creating the option to spend your Bitcoin, to the Patricia Refill option that enables users to pay utility bills, fulfil their  cable subscriptions, or buy airtime with Bitcoin, to Airtime-to-Cash that saves that distraught user when he/she purchases excess airtime; Down to Hank - a technology that helps you save precious time by  finding your missing valuables just at a click of a button.  Merchants and small businesses are not left out, as Patricia Business gives them the opportunity to receive payments in Bitcoin or other crypto assets and get settled in their local currency, thereby giving their businesses global access to the world.",https://www.facebook.com/patricia.com.ng,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,1,1,1,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Other, Payments, Software",2,"Benjamin Oyemonlan, Fejiro Hanu Agbodje",101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,11.56%,8,4,,19,,,,,,,
Liquor Lab,https://www.crunchbase.com/organization/liquor-lab,2014-01-01,year,"Craft Beer, Events, Food and Beverage, Wine And Spirits","New York, New York, United States","Liquor Lab is an interactive craft beer, wine, spirits, and cocktail event space where people can experience quality custom beverages.","39,281",,Active,,,,,For Profit,https://liquorlab.com,https://twitter.com/liquorlab,https://www.linkedin.com/company/liquor-lab,"Liquor Lab is an interactive craft beer, wine, spirits, and cocktail event space where people can experience quality custom beverages. With Liquor Labs, people can enjoy creating beverages with its cocktail, wine, and beer experts from the comfort of their home (virtually), or at state-of-the-art locations for an in-person class when available.",https://www.facebook.com/liquorlabnyc/,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Events, Food and Beverage, Media and Entertainment",2,"Jeff Helion, Owen Meyer",11-50,2,,2023-10-18,2768072,USD,2768072,Venture - Series Unknown,2768072,USD,2768072,Venture - Series Unknown,6068072,USD,6068072,6068072,USD,6068072,,,,,,,,,,Private,,,,,,,,,,,,,,,18,,,,0,6,,Clothing; footwear; headgear,,,
Encore Dermatology,https://www.crunchbase.com/organization/encore-dermatology,2015-01-01,year,"Health Care, Medical, Medical Device, Pharmaceutical","Malvern, Pennsylvania, United States",Encore is a dermatology company that provides prescription therapies and medical devices to dermatologists.,"39,283",$1M to $10M,Closed,,,2022-01-01,year,For Profit,http://www.encorederm.com/,,https://www.linkedin.com/company/encore-dermatology-inc,"Encore Dermatology is a privately held fully-integrated dermatology company that provides prescription therapies and medical devices to dermatologists. It provides a range of medical dermatology products, treating a number of topical disease states that enable patients to get improved skin care and treatment with ease. Encore Dermatology was established in 2015 and is headquartered in Malvern, Pennsylvania.",,"Greater Philadelphia Area, Great Lakes, Northeastern US",,,,,,,,,,,,,,,,,Health Care,4,"Michael Brown, Neil Niren MD, Robert Moccia, William Crouse",11-50,4,,2019-04-08,20000000,USD,20000000,Debt Financing,34000000,USD,34000000,Venture - Series Unknown,56700004,USD,56700004,76700004,USD,76700004,"Horizon Technology Finance, 1315 Capital, Longitude Capital, Essex Woodlands Healthcare Partners",1,4,,,,,,,Private,,,,,,,,,,,,,,,6,,,9,1,1,Medical Or Veterinary Science; Hygiene,"Pharmaceutical, veterinary and sanitary products",29081,USD,29081
Gravity Diagnostics,https://www.crunchbase.com/organization/gravity-diagnostics,2014-01-01,year,"Health Diagnostics, Hospital","Covington, Kentucky, United States",Gravity Diagnostics is a full-service state-of-the-art CLIA laboratory licensed in all 50 states providing innovative laboratory testing.,"39,284",$1M to $10M,Active,,,,,For Profit,https://gravitydiagnostics.com/,https://twitter.com/GravityCLIALab,https://www.linkedin.com/company/gravity-diagnostics/,"Gravity Diagnostics is a full-service state-of-the-art CLIA laboratory licensed in all 50 states providing innovative laboratory testing in the areas of COVID-19, Upper Respiratory, Toxicology, Pharmacogenomics, and Sexually Transmitted Infections. We are an advocate for physicians, patients, and our communities, supporting them with unsurpassed integrity, regulatory compliance, and clinical expertise.",https://www.facebook.com/gravitydiagnostics/,Southern US,,,,,,,,,,,,,,,,,Health Care,2,"Julie Brazil, Tony Remington",101-250,1,,2021-01-12,20000000,USD,20000000,Debt Financing,,,,,,,,20000000,USD,20000000,PNC Bank,1,1,,,,,,,Private,,,,,,,,,,,2021-11-02,,,1.89%,59,2,,,,,,,699358,USD,699358
Cargofy,https://www.crunchbase.com/organization/cargofy,2017-04-17,day,"Artificial Intelligence, Delivery, Delivery Service, Logistics, Mobile, Shipping, Software, Supply Chain Management, Transportation","Cedar Rapids, Iowa, United States",Easiest way to find loads for owner-operators,"39,285",,Active,,,,,For Profit,https://cargofy.com,https://www.twitter.com/cargofy,https://linkedin.com/company/cargofy,"Cargofy it's a mobile assistant, kind of a ""Siri"" but for truck drivers. We help truckers access to high paying loads through our app, and receive discounts on fuel, maintenance, and truck parts.",https://facebook.com/cargofy,Midwestern US,,,,,,,,,,,,,,,,,"Administrative Services, Artificial Intelligence, Data and Analytics, Mobile, Science and Engineering, Software, Transportation",3,"Alex Kovalchuk, Dimitri Alexiou, Stakh Vozniak",51-100,2,Seed,2022-02-01,2000000,USD,2000000,Seed,2000000,USD,2000000,Seed,3000000,USD,3000000,3000000,USD,3000000,"Quake Capital Partners, Flyer One Ventures, Superangel, Lair East Labs, Murat Abdrakhmanov",1,16,1,Made Acquisitions,,,,,Private,,,,,,,,,,,,,1,,20,5,53,,0,1,,Advertising; business,307787,USD,307787
Levee Medical,https://www.crunchbase.com/organization/levee-medical,2018-01-01,year,"Health Care, Manufacturing, Medical, Medical Device","Durham, North Carolina, United States",Levee Medical develops and manufactures urological devices to improve recovery outcomes post-prostatectomy.,"39,286",,Active,,,,,For Profit,https://leveemedical.com/,,https://www.linkedin.com/company/levee-medical-inc/,Levee Medical develops and manufactures urological devices to improve recovery outcomes post-prostatectomy. Its inaugural product is designed to support and stabilize the post-operative bladder neck and urethra following prostatectomy to accelerate the return of continence and reduce the overall risk of chronic incontinence.,,"Research Triangle, East Coast, Southern US",,,,,,,,,,,,,,,,,"Health Care, Manufacturing",1,Bruce Choi,1-10,4,,2023-09-06,4300000,USD,4300000,Venture - Series Unknown,4300000,USD,4300000,Venture - Series Unknown,10900000,USD,10900000,16947526,USD,16947526,,,,,,,,,,Private,,,,,,,,,,,,,,,3,,,,0,2,Medical Or Veterinary Science; Hygiene,Medical apparatus and instruments,,,
Kisan Network,https://www.crunchbase.com/organization/kisan-network,2016-01-01,year,"Agriculture, AgTech, Mobile","Gurgaon, Haryana, India",Kisan Network is a tech-enabled supply chain startup focused on agriculture.,"39,287",,Active,,,,,For Profit,https://www.kisannetwork.com,https://twitter.com/kisannetwork,https://www.linkedin.com/company/kisan-network,"Kisan Network is a tech-enabled supply chain startup focused on agriculture. It is an enabled and fully integrated PAN India Agri produce supply chain connecting marginal farmers directly to businesses. The company started in 2016 and is headquartered in Gurgaon, Haryana, India.",https://www.facebook.com/kisannetwork,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Agriculture and Farming, Mobile",2,"Aditya Agarwalla, Sanjay K Agarwalla",51-100,3,Seed,2020-01-30,3000000,USD,3000000,Seed,3000000,USD,3000000,Seed,3220000,USD,3220000,3220000,USD,3220000,"Y Combinator, FundersClub, Venture Highway, Lynett Capital, Mistletoe",3,9,,,,,,,Private,,,,,,,,,,,,,1,-8.6%,26,1,"1,013",7,,,,,,,
Nyan Heroes,https://www.crunchbase.com/organization/nyan-heroes,2021-01-01,year,"Blockchain, Software","Singapore, Central Region, Singapore",Nyan Heroes is an NFT game built on the solana blockchain.,"39,288",,Active,,,,,For Profit,https://nyanheroes.com,https://twitter.com/nyanheroes,https://www.linkedin.com/company/nyan-heroes,"Nyan Heroes is an immersive NFT based shooter of futuristic revolutions, cats in robots, evil corporations.",,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,2,2,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Other, Software",1,Wengie Ayche,11-50,2,,2022-05-10,7500000,USD,7500000,Venture - Series Unknown,7500000,USD,7500000,Venture - Series Unknown,10000000,USD,10000000,10000000,USD,10000000,"Yield Guild Games, Shima Capital, Three Arrows Capital, Mechanism Capital, Sino Global Capital",3,18,,,,,,,Private,,,,,,,,,,,,,,"1,455.95%",15,,,,,,,,,,
EduGorilla Community,https://www.crunchbase.com/organization/edugorilla-community,2019-01-15,day,Education,"Lucknow, Uttar Pradesh, India",EduGorilla is a tech enabled platform for the vernacular State Competitive examination of Bharat,"39,290",,Active,,,,,For Profit,https://edugorilla.com/,https://www.twitter.com/edugorilla,https://www.linkedin.com/company/edugorilla-community,"EduGorilla aims to provide superior quality mocks and at the same time fast-tracking the process and synchronizing it with the exam schedule. We do so by utilizing better technology and a smarter approach towards the process of drafting mock tests and books. Our self-learning AI-powered software carefully prioritizes exams as per its demand. This enables our mock test creators to organize time better consequently they get enough time to research and create the mocks with the actual exam-level quality. Similar sophistication is endowed to the mock interviews through which we prepare students for the interview round in their exam. EduGorilla was established on January 15, 2019 by Rohit Manglik in Lucknow, Uttar Pradesh.",https://www.facebook.com/edugorillacommunity,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,Education,2,"Rohit Manglik, Shashwat Vikram",251-500,3,,2022-05-30,2100000,USD,2100000,Venture - Series Unknown,2100000,USD,2100000,Venture - Series Unknown,2762500,USD,2762500,2762500,USD,2762500,"Village Capital, International Finance Corporation, HEM ANGELS, SucSEED Venture Partners, Auxano",1,11,,,,,,,Private,,,,,,,,,,,,,,166.39%,83,2,,74,,,,,,,
