Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Beeketing,https://www.crunchbase.com/organization/beeketing,2014-08-01,day,"E-Commerce, Email Marketing, Marketing Automation","Singapore, Central Region, Singapore",Marketing Platform for E-Commerce,"74,865",Less than $1M,Active,,,,,For Profit,https://beeketing.com,http://twitter.com/beeketing,https://www.linkedin.com/company/beeketing,"Beeketing is #1 popular marketing platform for E-commerce with more than 400,000 merchants. Beeketing helps businesses grow customers, increase conversion rate and retention.",https://www.facebook.com/beeketing,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,,,,,,,,,,,,,"Commerce and Shopping, Sales and Marketing, Software",3,"Duong Dzung, Phuong Anh Ha, Quan Truong",51-100,4,Seed,2015-10-01,125000,USD,125000,Seed,125000,USD,125000,Seed,225000,USD,225000,225000,USD,225000,"500 Global, Hajime Hotta",,2,,,,,,,Private,,,,,,,,,,,,,1,-1.33%,92,152,,45,,,,,,,
Season Share,https://www.crunchbase.com/organization/season-share-2,2016-04-13,day,"Apps, Sports, Ticketing","Los Angeles, California, United States",The first fractional ownership solution for sports ticketing.,"74,866",$1M to $10M,Active,,,,,For Profit,http://www.seasonshare.com/,https://twitter.com/seasonshareapp,https://www.linkedin.com/company/season-share,"There are 3.2M season tickets holders in the U.S. and 70% of season ticket holders share their tickets with other fans. We are the only mobile app that enables fans to buy, group, split and share season tickets to live sporting events. Season Share was founded by three sports fans with deep ties in tech, entertainment, sports and ticketing. Our technology is ready to disrupt the stagnant ticketing industry, increasing team and league revenue while making the fan experience easier and more realistic for today’s consumer. Let’s change the game together.",https://www.facebook.com/pg/seasonshareapp,"Greater Los Angeles Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Apps, Events, Media and Entertainment, Software, Sports",3,"Aaron Holland, Jonathan Rappaport, Robert Beadle",1-10,3,Seed,2023-10-03,,,,Seed,,,,Seed,,USD,,,USD,,"Omnidollar Ventures, Techstars, Everywhere Ventures (The Fund), Techstars Ventures, Phoenix Capital Ventures (PCV)",2,9,,,,,,,Private,,,,,,,,,,,,,1,-49.17%,55,1,,,0,1,,Scientific and electric apparatus and instruments,,,
Delfox,https://www.crunchbase.com/organization/delfox,2018-01-01,year,Predictive Analytics,"Saint-pée-sur-nivelle, Aquitaine, France","Delfox is a developer of autonomous guidance, navigation, and control systems.","74,866",,Active,,,,,For Profit,https://delfox.net/,https://twitter.com/delfox_net,https://www.linkedin.com/company/delfox/,"Delfox is a creator of autonomous guidance, navigation, and control systems designed to provide mobile sensor mapping and monitoring services. Their algorithms, simulators, and software offer sensor data fusion for mobile mapping and autonomous systems.",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Software",,,11-50,1,,2022-12-13,1250000,EUR,1328021,Venture - Series Unknown,1250000,EUR,1328021,Venture - Series Unknown,1250000,EUR,1328021,1250000,EUR,1328021,"MBDA, Naval Group",,2,,,,,,,Private,,,,,,,,,,,,,,,43,,,,,,,,281990,USD,281990
Nuso,https://www.crunchbase.com/organization/nuso,2018-01-01,year,"CRM, IaaS, Information Technology, Telecommunications, VoIP","St Louis, Missouri, United States","Nuso is a telecommunication company that works on cloud, SIP trunking, IAAS, CRM integration, unified communications, and VoIP services.","74,870",$1M to $10M,Active,,,,,For Profit,https://nuso.cloud,https://twitter.com/nusocloud,https://www.linkedin.com/company/nuso,"NUSO delivers cloud communication solutions. They provide a communications platform that includes enterprise grade voice, secure video conferencing, contact centers, and collaboration tools. Their products include CCaaS, SIP Trunking, simple connect, IPFAX, and more.",https://www.facebook.com/NUSOCloudSolutions,Midwestern US,,,,,,,,,,,,,,,,,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software",1,Matt Siemens,101-250,4,,2021-06-21,,,,Debt Financing,,,,Venture - Series Unknown,,USD,,,USD,,Advantage Capital,,1,1,Made Acquisitions,,,,,Private,,,,,,,,,,,2023-09-21,,,,88,1,,17,,,,,,,
YouXin Technology Ltd,https://www.crunchbase.com/organization/youxin-technology-ltd,2017-04-19,day,"Health Care, Information Services, Information Technology, Software","Beijing, Beijing, China",YouXin Technology Ltd develops elderly service evaluation systems.,"74,871",,Active,,,,,For Profit,http://www.datalove.cn,,,,,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Health Care, Information Technology, Software",1,Jie Shui,101-250,2,Early Stage Venture,2018-07-09,10000000,CNY,1511418,Series A,10000000,CNY,1511418,Series A,13000000,CNY,1963489,13000000,CNY,1963489,"Tenplus Ventures, Jidijia Keji, Guangtongda Keji",,3,,,,,,,Private,,,,,,,,,,,,,,,10,,,,,,,,,,
Quoin Pharmaceuticals,https://www.crunchbase.com/organization/quoin-pharmaceuticals,2016-12-01,month,"Biotechnology, Medical, Pharmaceutical","Ashburn, Virginia, United States",Quoin Pharmaceuticals is into developing products which address major unmet medical needs.,"74,872",,Active,2016-07-29,day,,,For Profit,http://quoinpharma.com/,,https://www.linkedin.com/company/quoin-pharmaceuticals,Quoin Pharmaceuticals is into developing products which address major unmet medical needs  including the opioid epidemic and the military veteran suicide rate and chronic rare skin diseases such as Netherton syndrome and Dystrophic Epidermolysis Bullosa (DEB).,,"Washington DC Metro Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",2,"Denise Carter, Michael Myers",1-10,2,IPO,2023-02-22,7000000,USD,7000000,Post-IPO Equity,7000000,USD,7000000,Post-IPO Equity,7193537,USD,7193537,7193537,USD,7193537,,,,,,,,,,Public,2016-07-29,,,,,,,QNRX,https://www.crunchbase.com/ipo/quoin-pharmaceuticals-ipo--f6d21bbe,NASDAQ,2021-11-04,,,,27,,,,0,1,,Scientific and technological services,,,
Numerated,https://www.crunchbase.com/organization/numerated,2017-04-01,month,"Banking, Financial Services, FinTech, Lending, Marketing Automation","Boston, Massachusetts, United States",Numerated is the fast-growing fintech making business banking easy for financial institutions and their clients.,"74,874",$1M to $10M,Active,,,,,For Profit,https://numerated.com/,https://twitter.com/NumeratedGT,https://www.linkedin.com/company/numerated/,"Numerated is the fast-growing fintech making business banking easy for financial institutions and their clients. Banks and credit unions use Numerated’s digital lending platform to meet business expectations for digital convenience and to bring efficiency gains to their internal teams. The platform is unique in its use of data to streamline the origination of any business banking product, from application to decision to close. More than 400,000 businesses and 30,000 financial institution associates have used Numerated to process $50 billion in lending.  Financial institutions with a combined $1 trillion in assets use Numerated, including Bremer Bank, Dollar Bank, Eastern Bank, MidFirst Bank, People’s United Bank, Seacoast Bank and more. The company was recently recognized as one of 2020’s Top 250 FinTechs by CB Insights and 2021’s Best Overall Business Lending Company by FinTech Breakthrough.",https://www.facebook.com/Numerated-Growth-Technologies-Inc-1681834408792546/,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,"Financial Services, Lending and Investments, Sales and Marketing, Software",1,Dan O'Malley,101-250,5,Early Stage Venture,2023-03-08,,,,Series B,,,,Series B,32000000,USD,32000000,32000000,USD,32000000,"FIS, Venrock, JAM FINTOP, Cultivation Capital, Fenway Summer Ventures",4,9,1,Made Acquisitions,,,,,Private,,,,,,,,,,,,,,-79.74%,50,,,16,0,2,,Scientific and technological services,506810,USD,506810
Mesa Minerals Partners,https://www.crunchbase.com/organization/mesa-minerals-partners-ii,2018-01-01,year,"Mineral, Natural Resources, Oil and Gas","Houston, Texas, United States",Mesa Minerals Partners is an acquisition company that focuses on acquiring oil and gas mineral rights.,"74,876",,Active,,,,,For Profit,https://www.mesamineralsllc.com,,https://www.linkedin.com/company/mesa-minerals-partners-llc,"Mesa Minerals Partners is an acquisition company that focuses on acquiring oil and gas mineral rights. The company was founded in 2018 and is headquartered in Houston, Texas, United States.",,"Greater Houston Area, Southern US",,,,,,,,,,,,,,,,,"Energy, Natural Resources, Sustainability",1,Darin Zanovich,1-10,1,Private Equity,2021-05-26,150000000,USD,150000000,Private Equity,150000000,USD,150000000,Private Equity,150000000,USD,150000000,150000000,USD,150000000,NGP Energy Capital Management,1,1,,,,,,,Private,,,,,,,,,,,,,,,29,,,,,,,,,,
Ludocare,https://www.crunchbase.com/organization/ludocare,2017-01-01,year,"Child Care, Health Care, Therapeutics","Lyon, Rhone-Alpes, France","Ludocare is to create ways to provide assistance to patients and their families to improve their abilities, autonomy, and quality of life.","74,877",,Active,,,,,For Profit,https://www.ludocare.com/,https://twitter.com/ludocare,https://www.linkedin.com/company/ludocare/,"Ludocare is to create ways to provide assistance to patients and their families to improve their abilities, autonomy, and quality of life.",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,Health Care,,,1-10,1,Seed,2022-07-04,4200000,EUR,4381787,Seed,4200000,EUR,4381787,Seed,4200000,EUR,4381787,4200000,EUR,4381787,"Bpifrance, Karista",2,2,,,,,,,Private,,,,,,,,,,,,,,,30,,,,,,,,,,
UniWhales,https://www.crunchbase.com/organization/uniwhales,2015-01-01,year,"Blockchain, Cryptocurrency","Austin, Texas, United States",UniWhales is a Defi analysis community that monitors and analyzes whale position movements on decentralized trading platforms.,"74,878",,Active,,,,,For Profit,https://uniwhales.io/,https://twitter.com/uniwhalesio,,"UniWhales is a Defi analysis community that monitors and analyzes whale position movements on Uniswap, SushiSwap, 1Inch, Pancake, and other decentralized trading platforms.",,Southern US,,,1,1,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",2,"Matt Aaron, Timur Mirzosharipov",1-10,1,Seed,2021-08-31,2200000,USD,2200000,Seed,2200000,USD,2200000,Seed,2200000,USD,2200000,2200000,USD,2200000,"Impossible Finance, Double Peak Group, Daedalus Angel Syndicate, Hyperchain Capital, Signum Capital",1,7,,,,,,,Private,,,,,,,,,,,,,,,31,,,,,,,,,,
