Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Radimmune Therapeutics,https://www.crunchbase.com/organization/radimmune-therapeutics,2016-01-01,year,"Biotechnology, Medical, Therapeutics","Burlingame, California, United States",Radimmune Therapeutics is an early stage biotechnology company that pioneers innovative therapies.,"57,109",$1M to $10M,Active,,,,,For Profit,http://radimmune.com,,,"Radimmune Therapeutics is an early-stage biotechnology company that pioneers innovative therapies. It develops antibody-targeted radiation therapeutics, also known as radioimmunotherapy and liquid radiation. An alpha-emitting and/or beta-emitting radioisotope is guided to a universal target antigen. Radimmune has developed proprietary antibodies targeting extracellular accumulations of, normally, intracellular substances.  Since its inception, the Radimmune Therapeutics has been driven by the belief that additional tools are needed for the fight against cancer. To that end, Radimmune Therapeutics has developed proprietary technology and platform focused on the most challenging to treat cancers. It is based in Burlingame, California.",,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",2,"David Rickles, Josh Becker",1-10,1,,2019-08-02,13560985,USD,13560985,Venture - Series Unknown,13560985,USD,13560985,Venture - Series Unknown,13560985,USD,13560985,13560985,USD,13560985,,,,,,,,,,Private,,,,,,,,,,,,,,,5,,,,,,,,,,
Keep,https://www.crunchbase.com/organization/keep,2017-01-01,year,"Blockchain, Finance, Security, Software","George Town, Midland, Cayman Islands",Keep helps contracts harness the full power of the public blockchain by enabling deep interactivity with private data.,"57,109",,Active,,,,,For Profit,https://keep.network/,https://twitter.com/keep_project,https://www.linkedin.com/company/keep-network/,"Keep helps contracts harness the full power of the public blockchain by enabling deep interactivity with private data. It is an off-chain container for private data.  It was founded in 2017 and is headquartered in George Town, Midland.",,,,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Other, Privacy and Security, Software",1,Matt Luongo,11-50,3,,2020-08-02,1000000,USD,1000000,Grant,7700000,USD,7700000,Initial Coin Offering,7700000,USD,7700000,8700000,USD,8700000,"Polychain, Andreessen Horowitz, Fabric Ventures, Collaborative Fund, Dekrypt Capital",1,16,,,,,,,Private,,,,,,,,,,,,,1,,57,,,,,,,,,,
Stoa Logistics,https://www.crunchbase.com/organization/stoa-logistics,2022-09-02,day,"Information Technology, Professional Services","Astoria, Oregon, United States","Elevating order management with swift, user-friendly, and affordable Zeno OMS.","57,110",,Active,,,,,For Profit,https://stoalogistics.com/,,https://www.linkedin.com/company/stoa-logistics,"Founded in September 2022, Stoa Logistics specializes in revolutionizing order management with its flagship product, Zeno Order Management System (OMS). With an experienced team that has been innovating in the creation of Order Management Systems since 2016, Stoa Logistics embraces a customer-centric approach, striving to streamline and simplify the order management process for businesses across various sectors. Zeno OMS is crafted to be not just a tool but an ally in handling order processing with impeccable ease and accuracy. With attributes like fast processing, aesthetic user interface, simplicity, and competitive pricing, it stands out in the crowded OMS market, providing a robust alternative to larger, more costly systems. Unlike systems that require intensive integration, Zeno OMS emphasizes an API-focused design, ensuring smooth integration with less than 10 API endpoints and a unique capability to natively handle multiple addresses on a single order. Pricing is transparent and straightforward, with monthly costs ranging from $5,000 to $20,000, plus additional charges for product catalog hosting and order processing overages. Stoa Logistics promises a solution that prioritizes both functionality and cost-effectiveness, ensuring businesses can manage orders seamlessly without breaking the bank.",,"West Coast, Western US",,,,,,,,,,,,,,,,,"Information Technology, Other",1,Joshua Wharton,1-10,2,Seed,2023-10-01,,,,Seed,,,,Seed,100000,USD,100000,100000,USD,100000,Joshua Wharton,1,1,,,,,,,Private,,,,,,,,,,,,,,,1,,,,,,,,,,
16 Bit,https://www.crunchbase.com/organization/16-bit,2016-10-01,month,"Health Care, Medical, Medical Device","Toronto, Ontario, Canada",Discovering Unseen Opportunities to Improve Healthcare,"57,113",,Active,,,,,For Profit,https://www.16bit.ai/,,https://www.linkedin.com/company/16bit-inc/about/,"16 Bit's mission is to create trusted AI Software-as-a-medical device to improve the quality, efficiency, and accessibility of healthcare for all people.",,Great Lakes,,,,,,,,,,,,,,,,,Health Care,2,"Alexander Bilbily, Mark Cicero",1-10,3,Seed,2020-06-17,1300000,CAD,957440,Non-equity Assistance,450000,USD,450000,Pre-Seed,450000,USD,450000,1407440,USD,1407440,"Creative Destruction Lab (CDL), FACIT",,2,,,,,,,Private,,,,,,,,,,,,,,-15.03%,52,,,18,2,0,Medical Or Veterinary Science; Hygiene,,,,
PaidRight,https://www.crunchbase.com/organization/paidright,2020-01-01,year,,"Sydney, New South Wales, Australia",PaidRight is an employee pay compliance platform that provides businesses with the ability to monitor variances in their payroll.,"57,114",,Active,,,,,For Profit,https://www.paidright.io/,,https://www.linkedin.com/company/paidright/,"PaidRight creates payroll software that aids in payroll compliance for employees with complex rewards, overtime, and casual employment. Their software enables businesses to find potential problems in employee payrolls by providing quick and thorough payslip checks, award checks, and scenario modeling workforce cost consequences. Businesses will gain enterprise-wide transparency by comparing each employee shift to every line of the employee's contract, legal agreement, and piece of legislation.",,"Asia-Pacific (APAC), Australasia",,,,,,,,,,,,,,,,,,,,11-50,2,Early Stage Venture,2020-12-01,5000000,AUD,3690301,Series A,5000000,AUD,3690301,Series A,6000000,AUD,4381421,6000000,AUD,4381421,Clinton Capital Partners,1,1,,,,,,,Private,,,,,,,,,,,,,,,84,,,,,,,,,,
Vegrow,https://www.crunchbase.com/organization/vegrow,2020-01-01,year,"Agriculture, AgTech, Farming, Software","Bangalore, Karnataka, India","Vegrow is a tech platform partnering with farmers, aggregating supply and selling to organized demand through partnership.","57,115",,Active,,,,,For Profit,https://www.vegrow.in/,,https://www.linkedin.com/company/vegrow/about/,"Vegrow is a tech platform partnering with farmers, aggregating supply, and selling to organized demand through partnership. Vegrow simplifies farming and increases the land utilization for farmers. We are on a mission to build the world's biggest asset-light farmer.",https://www.facebook.com/VEGROW-106528757696750,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Agriculture and Farming, Software",4,"Kiran Naik, Mrudhukar Batchu, Praneeth Kumar, Shobhit Jain",11-50,3,Early Stage Venture,2022-07-11,25000000,USD,25000000,Series B,25000000,USD,25000000,Series B,40500000,USD,40500000,40500000,USD,40500000,"Matrix Partners India, Lightspeed Venture Partners, Prosus Ventures, Elevation Capital, Titan Capital",5,11,,,,,,,Private,,,,,,,,,,,,,,-19.41%,7,,,9,,,,,,,
Savvii,https://www.crunchbase.com/organization/savvii-group-inc,2021-11-21,day,"Financial Services, FinTech","North York, Ontario, Canada",Savvii is a fintech company that offers financial solutions delivered in digital format.,"57,115",,Active,,,,,For Profit,https://savvii.ca,,https://www.linkedin.com/company/savvii-group/mycompany/,"Savvii is a fintech company that offers financial solutions delivered in digital format. Their mission is to redefine what it means to be in charge of one's financial health, which includes banking, shopping, travel, savings, budgeting, and other facets of life.  Savvii is headquartered in Ontario, Canada and was founded in 2021.",https://www.facebook.com/Savvii-105909608686081,Great Lakes,,,,,,,,,,,,,,,,,Financial Services,1,Marcius Bansavatar,11-50,1,Seed,2022-04-21,10000000,USD,10000000,Seed,10000000,USD,10000000,Seed,10000000,USD,10000000,10000000,USD,10000000,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
Tigerobo,https://www.crunchbase.com/organization/tigerobo,2017-07-01,month,"Artificial Intelligence, Machine Learning, Robotics","Shanghai, Shanghai, China",Tigerobo is an artificial intelligence technology driven technology company.,"57,116",,Active,,,,,For Profit,https://www.tigerobo.com,,https://www.linkedin.com/company/tigerobo,"Tigerobo was founded in July 2017 and is an artificial intelligence technology driven technology company that uses deep learning, natural language processing and other technologies to build a new generation of artificial intelligence financial .",,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software",2,"Chen Ye, John Canny",101-250,2,Early Stage Venture,2019-03-12,33000000,USD,33000000,Series A,33000000,USD,33000000,Series A,48290987,USD,48290987,48290987,USD,48290987,"Gaorong Capital, CreditEase Fintech Investment Fund, Sun Hung Kai & Co. Limited, NWS Holdings",2,4,,,,,,,Private,,,,,,,,,,,,,,,7,5,,,,,,,,,
CogBase,https://www.crunchbase.com/organization/cogbase,2022-01-01,year,"Marketplace, Packaging Services, Supply Chain Management","Menlo Park, California, United States","CogBase is a marketplace that provides advanced supply chain products in robotics, drones, aerospace, energy, and medical devices.","57,119",,Active,,,,,For Profit,https://cogbase.com,,https://www.linkedin.com/company/cogbase/,,,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Administrative Services, Commerce and Shopping, Transportation",,,1-10,1,Seed,2022-07-08,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,4000000,USD,4000000,4000000,USD,4000000,Eclipse Ventures,1,1,,,,,,,Private,,,,,,,,,,,,,,,,,,,0,0,,Scientific and electric apparatus and instruments,,,
Stork,https://www.crunchbase.com/organization/stork-af96,2021-01-01,day,"Apps, B2B, E-Commerce, Internet, Jewelry","New York, New York, United States","Stork is a product discovery and sourcing platform in which jewelry retailers and suppliers discover, connect, and grow their business.","57,120",,Active,,,,,For Profit,https://www.stork.inc,,https://www.linkedin.com/company/storkapp,"Stork is a product discovery and sourcing platform in which jewelry retailers and suppliers discover, connect, and grow their business.",https://www.facebook.com/storkplatform,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Apps, Commerce and Shopping, Consumer Goods, Internet Services, Other, Software",2,"Roy Lugasi, Tamilla Nagim",1-10,1,Seed,2021-02-10,1700000,USD,1700000,Pre-Seed,1700000,USD,1700000,Pre-Seed,1700000,USD,1700000,1700000,USD,1700000,,,,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
