Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Ditto,https://www.crunchbase.com/organization/ditto-506d,2018-01-01,year,"Computer, Information Technology, Software","San Francisco, California, United States","Ditto is a startup that builds incredible Web,Mobile,IoT and Server apps that can sync with or without the internet.","6,486",$1M to $10M,Active,,,,,For Profit,https://www.ditto.live/,https://twitter.com/dittolive,https://www.linkedin.com/company/dittolive/,"Ditto is a startup that builds incredible Web, Mobile, IoT, and Server apps that can sync with or without the internet.",https://www.facebook.com/pg/Ditto-405275110213387/,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Information Technology, Software",2,"Adam Fish, Max Alexander",11-50,2,Early Stage Venture,2023-04-19,45000000,USD,45000000,Series A,45000000,USD,45000000,Series A,54000000,USD,54000000,54000000,USD,54000000,"True Ventures, Acrew Capital, Amity Ventures, US Innovative Technology Fund",3,4,,,,,,,Private,,,,,,,,,,,,,3,1.12%,12,16,4,,3,1,Electric Communication Technique,Scientific and electric apparatus and instruments,,,
EGenesis,https://www.crunchbase.com/organization/egenesis,2014-01-01,year,"Biopharma, Biotechnology, Genetics, Life Science, Medical","Cambridge, Massachusetts, United States","EGenesis focuses on leveraging genome editing technology to deliver safe and effective human transplantable cells, tissues, and organs.","6,488",$1M to $10M,Active,,,,,For Profit,https://www.egenesisbio.com/,https://twitter.com/egenesisbio,https://www.linkedin.com/company/egenesisbio/,"EGenesis operates as a biotechnology company. The Company focuses on leveraging genome editing technology to deliver safe and effective human transplantable cells, tissues, and organs. eGenesis serves patients worldwide.",,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",3,"Geoff MacKay, George Church, Luhan Yang",1-10,4,Late Stage Venture,2021-03-02,125000000,USD,125000000,Series C,125000000,USD,125000000,Series C,263000000,USD,263000000,265000000,USD,265000000,"Bayer, Khosla Ventures, Invus, ARCH Venture Partners, Fresenius Medical Care",3,28,1,Made Acquisitions,,,,,Private,,,,,,,,,,,2023-01-24,,,,27,,,24,8,2,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,Scientific and technological services,,,
Harmonic.ai,https://www.crunchbase.com/organization/harmonic-ai,2020-01-01,year,"Business Information Systems, Information Technology, Management Information Systems","San Francisco, California, United States",Harmonic provides data that moves at the speed of startups.,"6,493",,Active,,,,,For Profit,https://www.harmonic.ai,https://twitter.com/harmonic_ai,https://www.linkedin.com/company/harmonicai,"Harmonic connects entrepreneurs with the resources & capital they need to drive innovation. Harmonic's data engine provides insights into startups & professionals, allowing its users to identify opportunities using fresh company information. Harmonic was established in 2020 in San Francisco, California.",,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,Information Technology,1,Ajay Sohmshetty,11-50,2,Early Stage Venture,2022-11-06,23000000,USD,23000000,Series A,23000000,USD,23000000,Series A,30000000,USD,30000000,30000000,USD,30000000,"Flexport, Alumni Ventures, Soma Capital, Fin Capital, Shasta Ventures",1,15,,,,,,,Private,,,,,,,,,,,,,,-37.79%,45,,,,,,,,,,
Bit Digital,https://www.crunchbase.com/organization/bit-digital,2015-11-01,month,Bitcoin,"Flushing, New York, United States",Bit Digital is a bitcoin company dedicated to integrating resources globally for bitcoin and bitcoin mining.,"6,494",$10M to $50M,Active,2018-03-19,day,,,For Profit,https://bit-digital.com/#,,https://www.linkedin.com/company/bit-digital/about/,Bit Digital is a bitcoin company dedicated to integrating resources globally for bitcoin and bitcoin mining. The New York-based company commenced the bitcoin mining business in 2020.,,"Greater New York Area, East Coast, Northeastern US",,,1,1,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",1,Hughes Ching,11-50,2,IPO,2021-09-30,80000000,USD,80000000,Post-IPO Equity,80000000,USD,80000000,Post-IPO Equity,80000000,USD,80000000,81100000,USD,81100000,,,,,,,,,,Public,2018-03-19,6200000,USD,6200000,,,,BTBT,https://www.crunchbase.com/ipo/bit-digital-ipo--a97493e9,NASDAQ,2023-03-22,,1,80.37%,31,,,,,,,,,,
Tul,https://www.crunchbase.com/organization/tul-302e,2020-01-01,year,"Building Material, Construction, E-Commerce, Hardware, Mobile Apps","Bogotá, Distrito Especial, Colombia",TUL offers an application where users can buy hardware and construction products directly from their phone.,"6,495",,Active,,,,,For Profit,https://soytul.com,,https://www.linkedin.com/company/soytul/,"TUL offers an mobile application where users can buy hardware and construction products directly from their phone, at the time that best suits them and their business. It is their right hand for the purchase of all hardware and construction products. Users will find the best prices on their purchases, they can buy what they want when they want it and they will receive what it is when it is. Tül was founded in 2020 and is headquartered in Bogotál, Colombia.",https://www.facebook.com/soytulcol,Latin America,,,,,,,,,,,,,,,,,"Apps, Commerce and Shopping, Hardware, Mobile, Real Estate, Software",3,"Enrique Villamarin Lafaurie, Juan Carlos Narváez, Nicolas Villegas",1001-5000,8,Early Stage Venture,2022-11-16,38000000000,COP,7823811,Debt Financing,181000000,USD,181000000,Series B,205000000,USD,205000000,212823812,USD,212823812,"8VC, Vine Ventures, Tiger Global Management, Bossanova Investimentos, Monashees",3,17,,,,,,,Private,,,,,,,,,,,,,,,28,1,,,,,,,,,
Broadlume,https://www.crunchbase.com/organization/broadlume,2015-01-01,year,"Marketing, SaaS, Software","Sarasota, Florida, United States",Vertical SaaS platform for the flooring industry.,"6,496",$1M to $10M,Active,,,,,For Profit,https://broadlume.com/,,https://www.linkedin.com/company/broadlume,We provide local flooring dealers with an all-in-one platform to bring their in-store experience to an online audience. Our mission is to help local flooring retailers reach their full potential.,,"East Coast, Southern US",,,,,,,,,,,,,,,,,"Sales and Marketing, Software",2,"Dan Pratt, Todd Saunders",101-250,6,Private Equity,2021-07-15,72000000,USD,72000000,Private Equity,72000000,USD,72000000,Private Equity,90313201,USD,90313201,90313201,USD,90313201,"Techstars, PSG Equity, Right Side Capital Management, FJ Labs, Founder Collective",3,20,4,Made Acquisitions,,,,,Private,,,,,,,,,,,2019-12-09,,3,2.93%,39,3,,15,0,7,,Advertising; business,,,
Whose Your Landlord,https://www.crunchbase.com/organization/whose-your-landlord,2015-01-01,year,"Events, Real Estate, Residential","New York, New York, United States",Whose Your Landlord is a multipurpose platform that empowers and informs the rental community.,"6,497",Less than $1M,Active,,,,,For Profit,https://wyl.co,https://twitter.com/WYLandlord,https://www.linkedin.com/company/wylcommunity,"Whose Your Landlord is a multipurpose platform that empowers and informs the rental community. We use the information provided by our renters to extend feedback to landlords, improve the tenants' experience, and reduce turnover. On WYL renters post landlord reviews, receive community-centered insights, and are given access to quality listings.",https://www.facebook.com/WYLandlord,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Events, Media and Entertainment, Real Estate",3,"Felix Addison, Nikita Korablin, Ofo Ezeugwu",1-10,10,Seed,2022-02-01,2100000,USD,2100000,Seed,2100000,USD,2100000,Seed,2525000,USD,2525000,3225000,USD,3225000,"Google for Startups, Ben Franklin Technology Partners of Southeastern Pennsylvania, 43North, Quake Capital Partners, New York Ventures",8,13,,,,,,,Private,,,,,,,,,,,,,,33.4%,22,,,28,,,,,,,
Pair Eyewear,https://www.crunchbase.com/organization/pair-eyewear,2017-10-25,day,"E-Commerce, Eyewear, Fashion, Retail, Wearables","New York, New York, United States",Pair Eyewear is an eyewear brand designed and made specifically for children.,"6,498",$10M to $50M,Active,,,,,For Profit,https://paireyewear.com,https://twitter.com/paireyewear,https://www.linkedin.com/company/paireyewear,"Pair Eyewear makes wearing prescription and nonprescription glasses and sunglasses exciting for children. Pair believes glasses for children can be more than a static medical device. Glasses can be a canvas on which children express their evolving interests and growing personalities. Through an e-commerce platform, Pair is redesigning the glasses experience, making it engaging for children and painless for parents. Pair Eyewear was founded in 2017 by Nathan Kondamuri and Sophia Edelstein and is based in New York, United States.",https://www.facebook.com/paireyewear,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Consumer Electronics, Consumer Goods, Design, Hardware",2,"Nathan Kondamuri, Sophia Edelstein",51-100,7,Late Stage Venture,2023-10-10,75000000,USD,75000000,Series C,75000000,USD,75000000,Series C,149500000,USD,149500000,149500000,USD,149500000,"Alpaca VC, Everywhere Ventures (The Fund), Bossanova Investimentos, Precursor Ventures, Sand Hill Angels",6,29,,,,,,,Private,,,,,,,,,,,,,,50.48%,35,,,32,2,1,Optics,Scientific and electric apparatus and instruments,66848,USD,66848
Subspace Labs,https://www.crunchbase.com/organization/subspace-labs,2018-01-01,year,"Blockchain, Internet","Palo Alto, California, United States","Subspace is an open, scalable platform for both storage and compute that is fully interoperable with any layer one.","6,499",,Active,,,,,For Profit,https://subspace.network/,https://twitter.com/NetworkSubspace,https://www.linkedin.com/company/subspace-blockchain/,"Subspace Labs is a distributed research and development company behind the Subspace Network. While based in Palo Alto, CA, we are a global, remote-first team of protocol hackers and cryptocurrency enthusiasts. The Subspace Network is a layer zero protocol that is fully interoperable with any layer one, allowing it to serve as an infrastructure layer for the entire Web3 ecosystem. Based on years of original R&D, Subspace is the first protocol to truly resolve the blockchain trilemma, providing an open, scalable platform for both storage and compute. Subspace currently supports Polkadot and Kusama, with more networks coming soon.",,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Internet Services, Other",2,"Jeremiah Wagstff, Nazar Mokrynskyi",11-50,6,,2022-03-01,32935000,USD,32935000,Undisclosed,32935000,USD,32935000,Undisclosed,37720000,USD,37720000,37975000,USD,37975000,"Alumni Ventures, National Science Foundation, ConsenSys Mesh, Pantera Capital, Web3 Foundation",5,30,,,,,,,Private,,,,,,,,,,,,,2,,101,,,,,,,,,,
Ceras Ventures,https://www.crunchbase.com/organization/ceras-ventures,2020-09-01,day,"Blockchain, Cryptocurrency, Financial Services, Venture Capital","New York, New York, United States",A global leading investment firm that focuses on the fast-growing Web 3.0 and blockchain companies.,"6,500",,Active,,,,,For Profit,https://www.cerasvc.com/,https://twitter.com/CerasVentures,https://www.linkedin.com/company/ceras-ventures,We are a global leading investment firm that focuses on the most disruptive start-ups and provides support to fast-growing Web 3.0 and blockchain companies. We invest in innovative ideas and protocols that pave the way for the future blockchain ecosystem.,,"Greater New York Area, East Coast, Northeastern US","Early Stage Venture, Initial Coin Offering, Seed, Venture",Venture Capital,28,29,1,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",1,Roman J. Ma,1-10,1,Seed,2020-12-01,60000000,USD,60000000,Pre-Seed,60000000,USD,60000000,Pre-Seed,60000000,USD,60000000,60000000,USD,60000000,,,,,,,,,,Private,,,,,,,,,,,,,,-0.54%,15,,,,,,,,,,
