Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Aero,https://www.crunchbase.com/organization/aero-11d2,2014-01-01,year,"Air Transportation, Leisure, Tourism, Travel","San Francisco, California, United States",Aero is an air travel company that matches air travelers with premium seats or shared charters.,"22,908",$1M to $10M,Active,,,,,For Profit,https://aero.com,https://twitter.com/goaero,https://www.linkedin.com/company/goaero,"Aero is an air travel company that matches air travelers with premium seats or shared charters. Aero provides ticket resale for flights as an agent of registered air carriers. The company is based in San Francisco, California.",https://www.facebook.com/GetAero,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Community and Lifestyle, Transportation, Travel and Tourism",2,"Garrett Camp, Jake Seip",51-100,6,Early Stage Venture,2022-08-18,50000000,USD,50000000,Series B,50000000,USD,50000000,Series B,105999998,USD,105999998,120999998,USD,120999998,"Capital One Ventures, GGV Capital, Expa, Keyframe Capital Partners, Cyrus Capital Partners",5,6,,,,,,,Private,,,,,,,,,,,2020-06-24,,,-81.96%,36,2,,24,0,7,,Legal services,97884,USD,97884
Breathe Battery Technologies,https://www.crunchbase.com/organization/breathe-battery-technologies,2019-01-01,year,"Automotive, Battery, Energy Storage, Software","London, England, United Kingdom",Breathe Battery Technologies is a developer of electric vehicle battery charging control software for automotive manufacturers.,"22,910",,Active,,,,,For Profit,https://www.breathe.technology,https://twitter.com/breathebt,https://www.linkedin.com/company/breathe-battery-technologies,"Breathe Battery Technologies is a developer of electric vehicle battery charging control software for automotive manufacturers. The software improves battery capacity by 5% and allows for twice more uses in the battery’s lifetime, without requiring any costly or time consuming hardware changes.",,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Energy, Software, Transportation",2,"Ian Campbell, Yan Zhao",1-10,2,Seed,2021-12-02,1500000,GBP,1994954,Seed,1500000,GBP,1994954,Seed,1500000,GBP,1994954,1500000,GBP,1994954,"Creative Destruction Lab (CDL), Speedinvest, Benno Jering, Adrien Cohen, Pete Hutton",2,7,,,,,,,Private,,,,,,,,,,,,,,,4,,,,2,0,Generation; Conversion Or Distribution Of Electric Power,,,,
BallotReady,https://www.crunchbase.com/organization/ballotready,2015-01-01,day,"Impact Investing, Mobile","Chicago, Illinois, United States","BallotReady is an online, non-partisan voter guide for local elections.","22,911",Less than $1M,Active,,,,,For Profit,http://www.ballotready.org,https://twitter.com/BallotReady,https://www.linkedin.com/company/7590871,"BallotReady is an online, non-partisan voter guide for local elections. It provides easy-to-digest information about all candidates and referendums on a user’s ballot. BallotReady was launched in January 2015.",https://www.facebook.com/ballotready,"Greater Chicago Area, Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Financial Services, Lending and Investments, Mobile",2,"Alex Niemczewski, Aviva Rosman",1-10,11,,2023-08-16,,,,Venture - Series Unknown,,,,Venture - Series Unknown,2803000,USD,2803000,2883000,USD,2883000,"National Science Foundation, Triangle Tweener Fund, 37 Angels, M25, Higher Ground Labs",3,16,,,,,,,Private,,,,,,,,,,,,,2,-60.86%,88,,,27,0,4,,Advertising; business,70230,USD,70230
Fusion Fuel,https://www.crunchbase.com/organization/fusion-fuel,2017-01-01,year,"Chemical, Chemical Engineering, Environmental Engineering, GreenTech","Dublin, Dublin, Ireland",Fusion Fuel is into production of green hydrogen.,"22,912",,Active,2020-12-10,day,,,For Profit,https://fusion-fuel.eu,,https://www.linkedin.com/company/fusion-fuel/,"Fusion Fuel provides green hydrogen solutions, contributing to a future of sustainable and affordable clean energy and helping to accelerate the energy transition.",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,1,1,1,,,,,,,,,,,,"Science and Engineering, Sustainability",3,"Frederico Figueira de Chaves, Joao Wahnon, Pedro Cunha",51-100,3,IPO,2023-03-20,3600000,EUR,3858694,Grant,25000000,USD,25000000,Post-IPO Equity,25000000,USD,25000000,56190032,USD,56190032,"European Commission, Portugal´s Recovery and Resilience Plan",2,2,,,,,,,Public,2020-12-10,,,,,,,HTOO,https://www.crunchbase.com/ipo/fusion-fuel-ipo--6860d408,NASDAQ,2023-06-05,,,,24,,,,0,5,,Industrial oils and greases; lubricants; fuels,,,
CommerceBear,https://www.crunchbase.com/organization/commercebear,2019-01-01,year,"Furniture, Home Decor, Software","Toronto, Ontario, Canada",Bear is a vertical SaaS platform that helps furniture & home brands build listings.,"22,913",,Active,,,,,For Profit,https://www.commercebear.com,https://twitter.com/commercebear,https://linkedin.com/company/commercebear,CommerceBear helps furniture and home brands build the best listings in the world.,,Great Lakes,,,,,,,,,,,,,,,,,"Consumer Goods, Real Estate, Software",1,Sam Vlessing,11-50,2,Seed,2022-12-08,14000000,CAD,10295026,Seed,14000000,CAD,10295026,Seed,14000000,CAD,10295026,14000000,CAD,10295026,"FJ Labs, Inovia Capital, Garage Capital, Spider Capital, Watchfire Ventures",1,9,,,,,,,Private,,,,,,,,,,,,,,-37.38%,16,,,,,,,,,,
Cumbuca,https://www.crunchbase.com/organization/comadre,2021-01-01,year,"Financial Services, FinTech, Software","São Paulo, Sao Paulo, Brazil",Multiplayer banking with bill splitting for Brazilian families.,"22,915",,Active,,,,,For Profit,https://www.cumbuca.com,https://twitter.com/appcumbuca,https://www.linkedin.com/company/appcumbuca,"Cumbuca is the first digital group account for Brazilian families. By grouping individual accounts with a shared permission system that's completely customizable, Cumbuca mimics the experience of American joint accounts - which aren't available in Brazil - providing features such as shared savings, debt tracking and bill splitting on everything from utilities to groceries and online delivery, so you don't ever have to argue with your loved ones again.",https://www.facebook.com/appcumbuca,Latin America,,,,,,,,,,,,,,,,,"Financial Services, Software",1,Daniel Ruhman,11-50,3,Seed,2023-08-24,3000000,USD,3000000,Seed,3000000,USD,3000000,Seed,3125000,USD,3125000,3125000,USD,3125000,"Y Combinator, Lightspeed Venture Partners, VERVE CAPITAL",2,3,,,,,,,Private,,,,,,,,,,,,,,124.57%,37,1,"9,152",,,,,,,,
Focal Point Positioning,https://www.crunchbase.com/organization/focal-point-positioning,2015-08-10,day,"Automotive, Consulting, Indoor Positioning, Navigation, Software, Wearables","Cambridge, Cambridgeshire, United Kingdom","FocalPoint has developed next generation navigation and positioning software for smartphones, wearables and autonomous vehicles.","22,916",,Active,,,,,For Profit,http://www.focalpointpositioning.com/,https://twitter.com/focalpointpnt,https://www.linkedin.com/company/fppnt,"Focal Point consists of a team of experts with more than 30 years of combined knowledge in the world of positioning, navigation and timing. The company has revolutionised navigation and positioning software through the development of two core products: S-GNSS and D-Tail. S-GNSS drastically improves the sensitivity and accuracy of GPS receivers, making it far easier to track people indoors and in remote environments. D-Tail taps into sensors already within a smartphone or wearable device to more accurately track users in three-dimensions, producing data that can be trusted more than ever before.  Founder Dr Ramsey Faragher is a world-leading expert in GNSS-denied positioning and has previously worked as a senior research associate at the University of Cambridge and a principal scientist at the BAE Systems Advanced Technology Centre, where he developed award-winning technologies. His early work included developing a range of multi-sensor positioning systems for unmanned aerial and ground vehicles and the Astute nuclear submarine. He was also part of the original design team for the ExoMars martian rover's ""Seeker"" visual navigation system.",,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Navigation and Mapping, Professional Services, Software, Transportation",1,Ramsey Faragher,11-50,4,Late Stage Venture,2022-09-08,23000000,GBP,26494612,Series C,23000000,GBP,26494612,Series C,33412002,GBP,40450601,33412002,GBP,40450601,"Molten Ventures, University of Cambridge, Martlet Capital, Passion Capital, IQ Capital",2,24,,,,,,,Private,,,,,,,,,,,2021-09-08,,,167.26%,32,,,19,15,2,Testing,Scientific and electric apparatus and instruments,,,
Appfarm,https://www.crunchbase.com/organization/appfarm,2017-09-26,day,"PaaS, SaaS, Software, Web Apps","Oslo, Oslo, Norway","Software, SaaS, Mobile App, aPaas, PaaS","22,920",,Active,,,,,For Profit,https://appfarm.io,,https://linkedin.com/company/appfarm-as,"Appfarm offers the leading no-code application development platform for web and mobile apps. The Appfarm platform lets users create, launch and manage cloud-based applications in a full-stack tool (Appfarm Create) available directly in the browser. All development is done using visual building blocks making the app development accessible for users without formal training and experience in programming. Technical infrastructure and cloud environments are managed by the platform automatically.",https://www.facebook.com/appfarmers/,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Apps, Software",1,Ole Borgersen,1-10,3,Seed,2023-03-06,60000000,NOK,5760235,Seed,60000000,NOK,5760235,Seed,60000000,NOK,5760236,60000000,NOK,5760236,"Google for Startups, Idekapital, Arkwright X, Eviny Ventures",2,4,1,Made Acquisitions,,,,,Private,,,,,,,,,,,,,,-59.78%,62,,,,0,1,,Scientific and electric apparatus and instruments,746375,USD,746375
Modelbit,https://www.crunchbase.com/organization/modelbit,2022-01-01,year,"Cloud Data Services, Information Technology, Machine Learning, Software","San Francisco, California, United States",Modelbit provides deployment solutions for machine learning models.,"22,922",,Active,,,,,For Profit,https://www.modelbit.com/,https://twitter.com/Modelbit,https://www.linkedin.com/company/modelbit/,Modelbit provides deployment solutions for machine learning models. The platform works with Jupyter and other data science notebooks. It enables users to deploy their model right from the Notebook where they build and trained it. Modelbit also enables users to manage their deployments in production and collaborate on datasets with their team. The company was co-founded by Harry Glaser and Tom O'Neill.,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Information Technology, Internet Services, Software",2,"Harry Glaser, Tom O'Neill",1-10,2,Seed,2023-05-16,4250000,USD,4250000,Seed,4250000,USD,4250000,Seed,5000000,USD,5000000,5000000,USD,5000000,"Snowflake, Weekend Fund, Homebrew, Susa Ventures, Kearny Jackson",2,7,,,,,,,Private,,,,,,,,,,,,,,6.83%,18,,,,,,,,,,
Mindgram,https://www.crunchbase.com/organization/mindgram,2021-01-01,year,"Health Care, Wellness","Warszawa, Mazowieckie, Poland",Mindgram is a science-based platform and mobile app for complete mental wellness.,"22,923",Less than $1M,Active,,,,,For Profit,https://mindgram.com/,,https://www.linkedin.com/company/mindgram/about/,Mindgram is a science-based platform and mobile app for complete mental wellness.,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,Health Care,3,"Adam Plona, Jakub Zieliński, Małgorzata Ohme",11-50,2,Seed,2022-04-05,7000000,EUR,7634253,Seed,7000000,EUR,7634253,Seed,9881121,USD,9881121,9881121,USD,9881121,"Credo Ventures, PortfoLion Capital Partners, Market One Capital, Pamoja Capital, Nunatak Capital",2,5,,,,,,,Private,,,,,,,,,,,,,,50.21%,56,1,198,,0,4,,Scientific and electric apparatus and instruments,,,
