Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Flox,https://www.crunchbase.com/organization/flox,2018-01-01,year,"Artificial Intelligence, Livestock, Machine Learning","London, England, United Kingdom",Flox uses Artificial Intelligence (AI) to improve bird welfare and flock performance.,"66,003",$1M to $10M,Active,,,,,For Profit,https://www.flox.ai/,https://twitter.com/floxltd,https://www.linkedin.com/company/floxai/,Flox uses Artificial Intelligence (AI) to improve bird welfare and flock performance. The company is transforming the way farmers manage their flocks and houses with proven technology.,,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Agriculture and Farming, Artificial Intelligence, Data and Analytics, Science and Engineering, Software",2,"Imtiaz Shamsuddin, Nils Hugelmann",1-10,4,Seed,2021-12-10,,,,Seed,,,,Seed,,USD,,500000,USD,500000,"Creative Destruction Lab (CDL), 43North, Acequia Capital (AceCap), Morado Ventures, Dan Magnuszewski",2,5,,,,,,,Private,,,,,,,,,,,2023-03-08,,,,2,1,,,,,,,14768,USD,14768
Roqqu,https://www.crunchbase.com/organization/roqqu,2018-01-01,year,"Blockchain, Finance, Information Technology","Lagos, Lagos, Nigeria",Roqqu specializes in building blockchain-related technology through digital products.,"66,004",,Active,,,,,For Profit,https://roqqu.com,,https://www.linkedin.com/company/roqqu,"Roqqu specializes in building blockchain-related technology through digital products. They build custom blockchain applications with documented APIs. By offering competitive fees and a better experience for newcomers, it aims to attract early traders looking to gain an advantage in the crypto space.",https://www.facebook.com/roqqupay,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Other",1,Uchenna Nnodum,1-10,1,Seed,2018-08-31,15000,USD,15000,Seed,15000,USD,15000,Seed,15000,USD,15000,15000,USD,15000,,,,,,,,,,Private,,,,,,,,,,,,,,721.33%,15,1,,,,,,,,,
Ask.Vet,https://www.crunchbase.com/organization/vet24seven,2014-01-14,day,"Computer, Veterinary","Mountain View, California, United States",Ask.Vet is an online community where veterinarians engage and interact with animal owners.,"66,007",$1M to $10M,Active,,,,,For Profit,https://askvet.app,https://twitter.com/AskVet247,https://www.linkedin.com/company/vet24seven-inc-,"Vet24seven, Inc. introduces Ask.Vet, the online community where veterinarians engage and interact with animal owners to provide trusted, expert advice, information, & resources that help them with the care, health,  and well-being of their animals. Ask.Vet was designed as the ‘go-to’ destination for the two hundred million households with animals around the world. Questions are routed to a licensed veterinarian who is trained to educate, direct, and refer the client to a veterinarian, veterinary hospital, or other service providers nearby for diagnosis, treatment, and care.  Veterinarians, clinics, and product/service providers will pay a referral free to Ask.Vet for qualified leads.",https://www.facebook.com/AskVet247,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Health Care",3,"Cal Lai, Edward Blach, Treve Williams",11-50,3,Seed,2021-11-11,,,,Debt Financing,605000,USD,605000,Seed,935000,USD,935000,935000,USD,935000,"Flow Capital, Life Science Angels, LaunchCapital, HealthTech Capital, Xandex Investments LLP",1,5,,,,,,,Private,,,,,,,,,,,,,,163.35%,17,,,22,7,0,,Scientific and electric apparatus and instruments,,,
Tell Money,https://www.crunchbase.com/organization/tell-money,2020-01-01,year,"Financial Services, FinTech","London, England, United Kingdom",Tell Money provider of a fintech platform that delivers Open Banking solutions for banks and other accounts.,"66,007",,Active,,,,,For Profit,https://tell.money/,,https://www.linkedin.com/company/tell-money/,Tell Money provider of a fintech platform that delivers Open Banking solutions for banks and other accounts.,,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,Financial Services,,,11-50,1,Seed,2022-05-03,2000000,GBP,2499740,Angel,2000000,GBP,2499740,Angel,2000000,GBP,2499741,2000000,GBP,2499741,Craig Dewar,1,1,,,,,,,Private,,,,,,,,,,,,,,,15,,,,1,0,Computing; Calculating,,170808,USD,170808
Richr,https://www.crunchbase.com/organization/richr,2018-01-01,year,"Real Estate, Real Estate Investment","Miami, Florida, United States",Richr provides home buyers and sellers an all in one homeownership experience while eliminating real estate commission fees.,"66,010",,Closed,,,,none,For Profit,https://richr.com,https://twitter.com/GetRichrNow,,"Richr provides a commission-free one-stop-shop homeownership experience by providing title, insurance, and loans with zero real estate commission fees.",https://www.facebook.com/GetRichr-678292249221685,"Greater Miami Area, East Coast, Southern US",,,,,,,,,,,,,,,,,"Financial Services, Real Estate",2,"Glenn Orgin, Serena Orgin",1-10,2,,2020-01-27,,,,Venture - Series Unknown,,,,Venture - Series Unknown,500000,USD,500000,500000,USD,500000,"Plug and Play Ventures, The Faith Group",,2,,,,,,,Private,,,,,,,,,,,,,,28.37%,73,,,21,,,,,,,
Zeon Network,https://www.crunchbase.com/organization/zeon-network,2017-11-01,month,"Banking, Cryptocurrency, Finance, Financial Services, FinTech, Lending","London, England, United Kingdom",Zeon Network is a decentralized platform of financial services. Looking for $50M Seed Round B.,"66,011",$1M to $10M,Active,,,,,For Profit,https://zeon.network,https://bit.ly/ze0ntwitter,https://www.linkedin.com/company/zeon-coin,"Zeon Network is a blockchain system for financial services such as buying and selling digital assets, deposits, loans with cryptocurrency backing, cross-chain swaps. Top gainer of 2022 by Coinmarketcap.com. ROI since ICO: 887%.",,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",,,11-50,1,,2018-05-01,11231807,USD,11231807,Initial Coin Offering,11231807,USD,11231807,Initial Coin Offering,11231807,USD,11231807,11231807,USD,11231807,,,,,,,,,,Private,,,,,,,,,,,,,,,31,,,,,,,,,,
Sprii.com,https://www.crunchbase.com/organization/mini-exchange,2014-01-06,day,"E-Commerce, Retail","Dubai, Dubai, United Arab Emirates",Sprii.com is an online shopping platform which sells an entire range of products for mothers and children.,"66,017",Less than $1M,Closed,,,2020-12-01,month,For Profit,http://www.sprii.com,http://twitter.com/spriidotcom,http://www.linkedin.com/company/sprii.com,"Sprii.com is dedicated to providing Everything For Mums - whether they want to discover the latest products to help them bloom during their pregnancy, stock up on baby essentials, kit themselves out for pre-natal Yoga, or create fun family moments together in the kitchen- we’re the shopping destination loved and trusted by mums all over the Middle East.",http://www.facebook.com/sprii,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",,,,,,,,,,,,,,,,,Commerce and Shopping,1,Sarah Jones,101-250,3,Early Stage Venture,2019-06-24,10000000,USD,10000000,Series A,10000000,USD,10000000,Series A,14100000,USD,14100000,14100000,USD,14100000,,,,,,,,,,Private,,,,,,,,,,,,,,,35,1,,17,,,,,,,
Manifold.co,https://www.crunchbase.com/organization/manifold-co,2016-01-01,year,"Cloud Computing, Developer Tools, Internet","Halifax, Nova Scotia, Canada","Manifold allows you to discover, buy, and manage the best developer services for your application, regardless of cloud.","66,019",$1M to $10M,Active,2021-01-27,day,,,For Profit,https://snyk.io,https://twitter.com/manifoldco,https://www.linkedin.com/company/manifold.co/,"Manifold allows you to discover, buy, and manage the best developer services for your application, regardless of cloud. Manifold is on a mission to reduce the complexity of building and deploying applications with micro-services and third-party infrastructure services.",https://www.facebook.com/manifolddotco/,,,,,,,,,,,,,,,,,,"Internet Services, Software",2,"Jeff Andersen, Jevon MacDonald",11-50,2,M&A,2017-09-22,18500000,CAD,14999128,Series A,18500000,CAD,14999128,Series A,18500000,CAD,14999128,18500000,CAD,14999128,"OMERS Ventures, boldstart ventures, Version One Ventures, Leaders Fund, Amplify Partners",3,10,,Was Acquired,2021-01-27,day,Acquisition,,Private,,,,,,,,,,,,,1,,6,,,39,2,2,Computing; Calculating,Scientific and electric apparatus and instruments,,,
Levistor,https://www.crunchbase.com/organization/levistor,2021-01-01,year,"Electric Vehicle, Industrial Engineering, Mechanical Engineering","Surbiton, Kingston upon Thames, United Kingdom","Levistor is developing a low-cost, durable energy storage technology that will enable super-fast charging of electric vehicles.","66,021",,Active,,,,,For Profit,https://levistor.com/,,https://www.linkedin.com/company/levistor/,"Levistor is a British company that is developing a low-cost, durable energy storage technology that will enable super-fast charging of electric vehicles.",,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Manufacturing, Science and Engineering, Transportation",,,1-10,5,Seed,2023-03-03,,,,Seed,,,,Seed,2223158,GBP,2897559,2768158,GBP,3651936,"Crowdcube, Innovate UK, Uday Kumar Bangalore Shivaraman, Guillermo Preckler",1,4,,,,,,,Private,,,,,,,,,,,,,,,21,,,,,,,,,,
Taggr AB,https://www.crunchbase.com/organization/taggr-ab,2020-01-01,year,"SaaS, Software","Stockholm, Stockholms Lan, Sweden","Taggr offers Sensing as-a-Service, a one-stop-shop managed service based on light-touch / low-cost sensing.","66,022",,Active,,,,,For Profit,https://taggr.se/,,https://www.linkedin.com/company/taggr-ab/,"Taggr offers Sensing as-a-Service, a one-stop-shop managed service based on light-touch / low-cost sensing, delivered as a fully financed, cradle-to-grave service.",,"European Union (EU), Nordic Countries, Scandinavia",,,,,,,,,,,,,,,,,Software,,,1-10,1,Seed,2023-06-20,1200000,EUR,1310397,Seed,1200000,EUR,1310397,Seed,1200000,EUR,1310397,1200000,EUR,1310397,"Polar Structure, Capelin Ventures",,2,,,,,,,Private,,,,,,,,,,,,,,,12,,,,,,,,,,
Bridgefy,https://www.crunchbase.com/organization/bridgefy,2014-08-26,day,"Apps, B2B, Messaging, Mobile, Mobile Apps, Software, Telecommunications","San Francisco, California, United States",Bridgefy is a mobile messaging application that works without internet or phone data.,"66,023",Less than $1M,Active,,,,,For Profit,https://www.bridgefy.me,http://twitter.com/bridgefy,https://www.linkedin.com/company/bridgefy,"Bridgefy keeps people connected by providing a mobile messaging application that works without internet or phone data. It's software development kit easily integrates into iOS and Android apps, thus making them available to users, without the internet. Bridgefy increases engagement, reduces server usage, and can create new revenue streams for texting, dating, gaming, ride-hailing, and many other types of apps.",http://www.facebook.com/bridgefy,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Apps, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Other, Software",2,"Diego Iván Garcia Escobedo, Jorge Rios",1-10,4,Seed,2021-01-19,,,,Seed,,,,Seed,250000,USD,250000,250000,USD,250000,"Alchemist Accelerator, MaC Venture Capital, Bossanova Investimentos, Avalancha Ventures, Biz Stone",2,10,,,,,,,Private,,,,,,,,,,,,,1,-21.69%,80,9,"63,349",16,4,0,Electric Communication Technique,,,,
Cyberinc,https://www.crunchbase.com/organization/cyberinc,2016-01-01,year,"Artificial Intelligence, Cyber Security, Machine Learning, Security, Service Industry","Los Gatos, California, United States","Cyberinc offers a secure, scalable, and high-performance security products that protect from cyber-attacks.","66,024",$1M to $10M,Active,2021-05-06,day,,,For Profit,https://cyberinc.com/,https://twitter.com/cyberinc_secure?lang=en,https://www.linkedin.com/company/cyberinc/,"Cyberinc offers a secure, scalable, and high-performance security products that protect from cyber-attacks. It's formed by merging Spikes Security with Aurionpro’s Security Division, which is a wholly-owned subsidiary focused on Enterprise Security. Cyberinc is dedicated to helping enterprises secure their digital businesses and expand their security perimeter. Cyberinc delivers enterprise-scale solutions that help CISOs address the top two threat vectors of the digital age – information loss through web-based malware threats and unauthorized access, with their flagship product offering, Isla Malware Isolation platform which ensures 100% web freedom and comprehensive IAM solutions that have secured over 100 million identities across the globe.",https://web.facebook.com/pg/Cyberinc.Secure/community/?mt_nav=0&msite_tab_async=0,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Information Technology, Other, Privacy and Security, Science and Engineering, Software",1,Branden Spikes,11-50,3,M&A,2019-06-27,3699999,USD,3699999,Series B,3699999,USD,3699999,Series B,11474999,USD,11474999,11474999,USD,11474999,"Javelin Venture Partners, Benhamou Global Ventures",1,2,,Was Acquired,2021-05-06,day,Acquisition,,Private,,,,,,,,,,,,,6,,11,2,,19,,,,,,,
Airporter,https://www.crunchbase.com/organization/airporter,2017-11-01,day,"Delivery Service, Tourism, Travel","Tokyo, Tokyo, Japan",Airporter is a tourism agency that offers luggage and baggage delivery services for customers and travelers.,"66,027",$1M to $10M,Active,,,,,For Profit,https://airporter.co.jp,,,"Airporter is a tourism agency that offers luggage and baggage delivery services for customers and travelers. The service allows you to complete all transactions from order to settlement on your smartphone. The company plans to strengthen business partnerships with hotels and delivery systems in the future. In June 2019, the company announced the launch of tens of millions of fundraising, including BASE Partners, Monex Ventures and Mizuho Capital.  The company was founded on November 1, 2017, and is headquartered in Tokyo, Japan.",https://www.facebook.com/airporter.delivery,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Transportation, Travel and Tourism",1,Yusuke Takei,1-10,3,Early Stage Venture,2020-04-27,200000000,JPY,1864024,Series B,200000000,JPY,1864024,Series B,260000000,JPY,2427944,260000000,JPY,2427944,"Global Brain Corporation, Beenos Partners, Mizuho Capital, Monex Ventures, Global Catalyst Partners Japan",3,9,,,,,,,Private,,,,,,,,,,,,,,290.16%,14,,,,1,0,Computing; Calculating,,,,
Cloud Conformity,https://www.crunchbase.com/organization/cloud-conformity,2016-01-01,day,"Cloud Security, SaaS, Software","Pyrmont, New South Wales, Australia","A security, compliance, optimisation, automation & continuous assurance tool for AWS","66,029",$1M to $10M,Active,2019-10-21,day,,,For Profit,https://www.cloudconformity.com/,https://www.twitter.com/cloudconformity,https://www.linkedin.com/company/10621658,"Cloud Conformity is a market leading software platform helping companies & IT professionals who have invested in the cloud to continuously monitor their AWS cloud infrastructure. Our platform focuses on all major elements of advanced security, real-time threat detection, cost management, cost optimisation, best practices, compliance and automation of the environment. We have 3 AWS SaaS products: Audit, Security & Cost Management. We are single-minded in our mission to provide our clients peace of mind that their cloud infrastructure is secure, compliant and optimised at all times",,"Asia-Pacific (APAC), Australasia",,,,,,,,,,,,,,,,,"Information Technology, Privacy and Security, Software",3,"Michael Watts, Mike Rahmati, Xabi Errotabehere",11-50,2,M&A,2018-08-01,2800000,USD,2800000,Series A,2800000,USD,2800000,Series A,3240000,USD,3240000,3240000,USD,3240000,"Paladin Capital Group, Jump Capital",1,2,,Was Acquired,2019-10-21,day,Acquisition,,Private,,,,,,,,,,,,,2,,19,,,24,,,,,,,
Slips,https://www.crunchbase.com/organization/slips-b6b3,2019-04-01,month,Internet,"Los Angeles, California, United States",Slips is a real-money gaming app to conveniently order lottery tickets and experience head-to-head sports betting like never before.,"66,029",,Active,,,,,For Profit,https://slips.com/,https://twitter.com/startslips,https://www.linkedin.com/company/startslips,"Slips is a real-money gaming app to conveniently order lottery tickets and experience head-to-head sports betting like never before. Available in individual and group play, users can join pools to maximize their odds or challenge others. Slips was launched in 2021 and is based in Los Angeles, California.",https://www.facebook.com/startslips,"Greater Los Angeles Area, West Coast, Western US",,,,,,,,,,,,,,,,,Internet Services,2,"Gurminder Deep Singh, Jess Richman",1-10,1,Seed,2021-11-23,1600000,USD,1600000,Pre-Seed,1600000,USD,1600000,Pre-Seed,1600000,USD,1600000,1600000,USD,1600000,"Watertower Ventures, Trousdale Ventures",,2,,,,,,,Private,,,,,,,,,,,,,,175.8%,21,1,,,,,,,,,
Virtual Dental Care,https://www.crunchbase.com/organization/virtual-dental-care-inc,2017-01-01,year,"Dental, Health Care, Medical, SaaS, Software, Telecommunications, Video Conferencing, Virtual Assistant, Wellness","Irvine, California, United States","Virtual Dental Care is the creator of the SaaS web and mobile application, Teledentix, with both traditional and API-driven monetization.","66,030",,Active,,,,,For Profit,https://virtualdentalcare.com,https://twitter.com/VirtualDentCare,https://www.linkedin.com/company/virtual-dental-care-inc.,"Virtual Dental Care (VDC) is a technology company and creator of the SaaS web and mobile application, Teledentix. Teledentix is an extensive telehealth communication solution utilized in various ways by different industry players. At its core, Teledentix incorporates telecommunication tools (live video, recorded video, chat, text, email, image and document uploads, etc.) into a secure environment (HIPAA-complaint, HITRUST, SOC2, penetration tested). Its integrated modular design allows for multiple use-case options. Modules include consultation network management, patient engagement tools, peer-to-peer record collaboration, and much more. VDC has proven demand, willingness to pay, and diversity of customer segments (both traditional and API-driven monetization). ​",https://www.facebook.com/VirtualDentalCare,"Greater Los Angeles Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Hardware, Health Care, Information Technology, Internet Services, Messaging and Telecommunications, Software",2,"Richard Lee, William Jackson",11-50,2,Seed,2022-01-02,1700000,USD,1700000,Convertible Note,3152848,USD,3152848,Seed,3152848,USD,3152848,4852848,USD,4852848,,,,,,,,,,Private,,,,,,,,,,,,,,,27,3,2,,0,2,,Scientific and technological services,127570,USD,127570
Huaxiyue,https://www.crunchbase.com/organization/huaxiyue,2021-01-01,year,"Health Care, Medical","Guangzhou, Guangdong, China",Huaxiyue is a provider of reproductive health services with a focus on the two main fields of reproductive anti-aging and aesthetics.,"66,032",,Active,,,,,For Profit,,,,Huaxiyue is a provider of reproductive health services with a focus on the two main fields of reproductive anti-aging and aesthetics.,,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,Health Care,,,11-50,1,Early Stage Venture,2023-10-17,50000000,CNY,6835550,Series A,50000000,CNY,6835550,Series A,50000000,CNY,6835550,50000000,CNY,6835550,"Yunshui Capital, Qichu Medical",2,2,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,
Weld Money,https://www.crunchbase.com/organization/weld-money,2019-01-01,year,"Banking, Blockchain, Cryptocurrency, Financial Services, FinTech, Payments","Kyiv, Kyyiv, Ukraine","Weld Money is a fintech company in the middle between Neo Banking and Web3, providing convenient services for blockchains, Metaverses, users","66,032",,Active,,,,,For Profit,https://weld.money,https://twitter.com/MoneyWeld,https://www.linkedin.com/company/weldmoney,"Weld Money is the first non-custodial Decentralised Visa and MC payment card connected to CEXes, DEXes, Metaverses and P2E that allows people to use different crypto assets to pay everywhere for online/offline purchases  The unique legal and IT structure of the project allows it to launch crypto payments even in emerging markets with a poorly developed banking system or no legal status for cryptocurrencies The first resounding victory of the company was the launch of the first and only weld crypto card in the Ukrainian market, where the crypto is still not recognized as a means of payment, which is why not a single major player can enter the market The team recently announced a new round of investments and entry into new markets",https://www.facebook.com/weld.money,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",3,"Alex Bobok, Alexey Meretskiy, Iryna Lorens",11-50,1,Seed,2021-08-01,3600000,USD,3600000,Seed,3600000,USD,3600000,Seed,3600000,USD,3600000,3600000,USD,3600000,"AU21 Capital, Magnus Capital, 7 O’Clock Capital, Avalon Wealth Club, Concorde Capital",1,6,,,,,,,Private,,,,,,,,,,,,,,,29,,,,,,,,,,
FINDIQ,https://www.crunchbase.com/organization/findiq,2022-01-01,year,"Knowledge Management, Service Industry, Software","Herford, Nordrhein-Westfalen, Germany",FINDIQ created a unique technique to intelligently combine knowledge management and help systems for machine service.,"66,035",,Active,,,,,For Profit,https://findiq.de,,https://www.linkedin.com/company/findiq-gmbh,"FINDIQ is a young company based in the heart of the Ostwestfalen-Lippe industrial zone. We have developed a novel strategy as a software producer to intelligently integrate knowledge management and help solutions for machine service. FINDIQ develops its service solution with the industry, whether for machine makers, operators, or service providers.",https://www.facebook.com/FINDIQGmbH,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Administrative Services, Other, Software",,,1-10,1,Seed,2023-06-28,1000000,EUR,1091525,Pre-Seed,1000000,EUR,1091525,Pre-Seed,1000000,EUR,1091526,1000000,EUR,1091526,"Notion Capital, High-Tech Grunderfonds, Auxxo, Stefan Tietze, Annjana Julika Engler-Sass",,6,,,,,,,Private,,,,,,,,,,,,,,,9,,,,,,,,,,
Go Oil,https://www.crunchbase.com/organization/go-oil-canada-inc,2018-05-31,day,"Consumer, Fleet Management, Fuel, Insurance, Internet, Location Based Services, Logistics, Mobile Apps, Oil and Gas","Winnipeg, Manitoba, Canada","Mobile oil change, franchise system, tech company","66,035",,Active,,,,,For Profit,https://www.gooil.ca,https://twitter.com/GoOilCanada?lang=en,https://www.linkedin.com/company/go-oil-canada/,"Go Oil is an innovative, fully online on-demand mobile oil change service that offers customers convenience and transparency. Launched at a 55-hour business pitch competition, the company has a vision of providing consumers instant access to oil changes and other vehicle Maintenance items. Utilizing a low-cost, rapid-start technology-based franchise model, Go Oil Today has franchise and corporate-owned mobile service vans across Canada and the United States, positioning the company as a leader in the industry.",https://www.facebook.com/gooilcanada/,,,,,,,,,,,,,,,,,,"Apps, Data and Analytics, Energy, Financial Services, Internet Services, Mobile, Natural Resources, Navigation and Mapping, Other, Software, Transportation",3,"Jenn Lusby, Joel Miyazawa, Jonathan Sparrow",11-50,4,Seed,2022-11-01,300000,USD,300000,Pre-Seed,300000,USD,300000,Pre-Seed,621631,USD,621631,621631,USD,621631,"LOI Venture, Ryan Holmes, LOI Labs, Dario Meli, Jonathan Sparrow",1,5,,,,,,,Private,,,,,,,,,,,,,,,35,,,,,,,,,,
BrickBio,https://www.crunchbase.com/organization/brickbio,2019-01-01,year,Biotechnology,"Boston, Massachusetts, United States",BrickBio is a developer of a bioconjugation platform intended for research of site-specific modification of proteins.,"66,037",,Active,,,,,For Profit,https://www.brickbio.com/,,https://www.linkedin.com/company/brickbio/,"BrickBio is a developer of a bioconjugation platform intended for research of site-specific modification of proteins.  The company's platform can optimize any conjugate with the selective modification of a number of distinct websites on a single protein through its prokaryotic and eukaryotic expression programs, thereby providing hospitals with amino acid coupled therapeutics to improve protein characteristics.",,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,"Biotechnology, Science and Engineering",1,John Boyce,1-10,1,Seed,2019-11-22,5000000,USD,5000000,Seed,5000000,USD,5000000,Seed,5000000,USD,5000000,5000000,USD,5000000,,,,,,,,,,Private,,,,,,,,,,,,,,,25,,,,5,0,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,Chemical substances,,,
GigaMune,https://www.crunchbase.com/organization/gigamune,2017-01-01,year,"Biotechnology, Medical","South San Francisco, California, United States",GigaMune  focus on T cell therapeutics for solid tumors.,"66,039",,Active,,,,,For Profit,http://www.gigamune.com/,,https://www.linkedin.com/company/gigamune/,GigaMune was founded as a spin-out from GigaGen in 2017. They are combining unique insight into T cell responses to tumors with massively parallel T cell receptor (TCR) discovery to develop the next generation of T cell therapies.,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",3,"Adam Adler, David Johnson, Mark Cobbold",1-10,4,Seed,2023-03-10,,,,Seed,,,,Seed,,USD,,300000,USD,300000,"Sequoia Capital, Boost VC, Bioverge, National Cancer Institute, David Johnson",2,5,,,,,,,Private,,,,,,,,,,,,,,,1,,,,3,0,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,,,,
Interlock,https://www.crunchbase.com/organization/interlock-85b0,2022-01-01,year,"Lead Generation, Real Time, SaaS, Search Engine","San Francisco, California, United States",Interlock is still in stealth mode.,"66,041",,Active,,,,,For Profit,https://www.tryinterlock.com/,,https://www.linkedin.com/company/interlock-services,,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Internet Services, Other, Sales and Marketing, Software",2,"Kamil Kisielewicz, Shivansh Rustagi",1-10,1,Seed,2023-04-05,500000,USD,500000,Pre-Seed,500000,USD,500000,Pre-Seed,500000,USD,500000,500000,USD,500000,Y Combinator,1,1,,,,,,,Private,,,,,,,,,,,,,,,2,,,,,,,,,,
