Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Heila Technologies,https://www.crunchbase.com/organization/heila-technologies,2015-01-01,year,"Energy, Industrial Engineering, Renewable Energy","Somerville, Massachusetts, United States",Heila Technologies is a provider of a decentralized optimization system that reduces system complexity and cost.,"25,882",Less than $1M,Active,2022-01-04,day,,,For Profit,https://heilatech.com,https://twitter.com/HeilaTech,https://www.linkedin.com/company/heila-technologies,"Heila Technologies is an MIT-born startup dedicated to simplifying the integration and operation of individual Distributed Energy Resources (DERs) and microgrids. It is focused on the commercialization of the Heila IQ Platform, a decentralized optimization system that reduces system complexity and cost. The company was founded in 2017 and is based in Somerville, Massachusetts.",,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,"Energy, Manufacturing, Science and Engineering, Sustainability",2,"Francisco Morocz, Jorge Elizondo",11-50,6,M&A,2021-05-18,1000000,USD,1000000,Grant,3000000,USD,3000000,Seed,3000000,USD,3000000,4570074,USD,4570074,"Massachusetts Institute of Technology, National Science Foundation, MassVentures, Massachusetts Clean Energy Center",3,4,,Was Acquired,2022-01-04,day,Acquisition,,Private,,,,,,,,,,,,,,,16,,,,12,3,Generation; Conversion Or Distribution Of Electric Power,Scientific and electric apparatus and instruments,107917,USD,107917
Legit Group,https://www.crunchbase.com/organization/legit-group,2021-01-01,year,"Delivery, Food and Beverage, Food Delivery, Restaurants","Jakarta, Jakarta Raya, Indonesia","Legit Group is a multi-brand cloud kitchen operator that strives to provide everyone with tasty, hearty quality meals.","25,884",,Active,,,,,For Profit,https://legit-group.com,,https://www.linkedin.com/company/legit-group/,"Legit Group is a multi-brand cloud kitchen operator that strives to provide everyone with tasty, hearty quality meals. It examines every detail of the process, beginning with its R&D facility and continuing through its Central Kitchen Production House, Cloud Kitchen outlets, and all the way to the customers' doorsteps. It was established in 2021 and is headquartered in Jakarta, Indonesia.",,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,,,,,,,,,,,,,"Administrative Services, Food and Beverage, Transportation",3,"Asrul Hendrata, Monica Evanti, Sumarno Ngadiman",101-250,2,Early Stage Venture,2023-01-02,13700000,USD,13700000,Series A,13700000,USD,13700000,Series A,16700000,USD,16700000,16700000,USD,16700000,"MDI Ventures, East Ventures, AC Ventures, Winter Capital, SMDV",2,5,,,,,,,Private,,,,,,,,,,,,,,103.66%,21,,,,,,,,,,
Slyp,https://www.crunchbase.com/organization/ping-data,2016-02-01,day,"Apps, Banking, FinTech, Information Technology","Sydney, New South Wales, Australia",Slyp is a Company  creates  smart receipt that links  receipts to customers through their bank account and banking apps.,"25,885",,Active,,,,,For Profit,https://www.slyp.com.au/,https://twitter.com/weareslyp,https://www.linkedin.com/company/slypreceipts/,Ping Data creates a smart receipt that links  receipts to customers through their bank account and banking apps.,https://www.facebook.com/weareslyp/,"Asia-Pacific (APAC), Australasia",,,,,,,,,,,,,,,,,"Apps, Financial Services, Information Technology, Lending and Investments, Software",3,"Mike Boyd, Paul Weingarth, Spiro Rokos",11-50,5,Early Stage Venture,2022-02-09,25000000,USD,25000000,Series A,25000000,USD,25000000,Series A,35976125,USD,35976125,35976125,USD,35976125,"Commonwealth Bank of Australia, Reinventure, NAB Ventures, Scentre Group, 1835i Ventures",2,10,,,,,,,Private,,,,,,,,,,,2021-08-31,2023-09-11,,-30.18%,1,,,9,,,,,,,
OneStack,https://www.crunchbase.com/organization/onestack-9e57,2019-08-26,day,"Banking, Financial Services, FinTech","Mumbai, Maharashtra, India","FinTech, Financial Services, Banking","25,886",,Active,,,,,For Profit,https://onestack.in,,https://www.linkedin.com/company/onestack-india,"Onestack objective is to make every Bharat Bank a Neo bank, OneStack aspires to be the TSP (Technical Service Provider) for cooperative sector providing Core Banking Solution (OneCBS), Mobile Banking Application, UPI/QR Services & Soundbox. Onestack will digitize the cooperative sector with new age technology, which will enable the  banks to engage & retain their customers & grow their CASA (Current Accounts & Savings Account). The customers of these banks will now be able to access to the full range of needs-based financial services – savings, credit, insurance, payments – and over all solve the financial inclusion objective of Bharat.",,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Financial Services, Lending and Investments",1,Amit Kapoor,1-10,3,Early Stage Venture,2023-07-12,2000000,USD,2000000,Series A,2000000,USD,2000000,Series A,2250000,USD,2250000,2250000,USD,2250000,"Venture Catalysts, 9Unicorns Accelerator Fund, Stride Ventures, growX ventures, Venture Catalyst",2,6,,,,,,,Private,,,,,,,,,,,,,,45.34%,36,,,,,,,,,,
Orbiit,https://www.crunchbase.com/organization/hoppin-fbb2,2018-06-01,month,"Artificial Intelligence, Communities, Software","New York, New York, United States",Orbiit is a virtual networking platform that systematically activates community members through interconnections.,"25,888",Less than $1M,Active,,,,,For Profit,https://orbiit.ai,https://twitter.com/orbiit_ai,https://www.linkedin.com/company/orbiit,"Orbiit provides an AI-powered matchmaking engine for community managers. They connect members for 1:1 and small-group conversations based on their common interests and challenges in communities of any size. Orbiit's systematic engagement platform provides algorithmic matching, logistics, insights, and more to help community managers foster growth, and drive impact.",https://web.facebook.com/Orbiitai,"Greater New York Area, East Coast, Northeastern US",,,,,,,,,,,,,,,,,"Artificial Intelligence, Community and Lifestyle, Data and Analytics, Science and Engineering, Software",2,"Bilyana Freye, Luuk Derksen",1-10,2,Seed,2021-05-27,2700000,USD,2700000,Seed,2700000,USD,2700000,Seed,3700000,USD,3700000,3700000,USD,3700000,"Founders Fund, Forum Ventures, Company Ventures, LAUNCHub Ventures, Daren Cotter",2,9,,,,,,,Private,,,,,,,,,,,,,,19.94%,66,,,,,,,,245407,USD,245407
Roar Social,https://www.crunchbase.com/organization/roar-social,2020-01-01,year,Information Technology,"West Hollywood, California, United States",Roar Social is a groundbreaking platform that reimagines social media as a powerful engine for social impact.,"25,889",,Active,,,,,For Profit,https://www.roarsocial.com/,,,"Roar Social is a groundbreaking platform that reimagines social media as a powerful engine for social impact. Founded in 2020 by visionary technology and media leaders, Roar Social replaces the “Like” with the “Give,” leveraging the viral content that users already love to democratize philanthropy, putting it in the hands of millions of users. Roar Social uses “Gamified Giving” to let everyone change the world, one tap at a time.",,"Greater Los Angeles Area, West Coast, Western US",,,,,,,,,,,,,,,,,Information Technology,1,Robert Weiss,11-50,1,Seed,2023-06-28,10000000,USD,10000000,Seed,10000000,USD,10000000,Seed,10000000,USD,10000000,10000000,USD,10000000,,,,,,,,,,Private,,,,,,,,,,,,,,4.68%,2,,,,0,0,,Scientific and electric apparatus and instruments,,,
RevLifter,https://www.crunchbase.com/organization/revlifter,2017-06-16,day,"Affiliate Marketing, Artificial Intelligence, Enterprise Software, Machine Learning, Marketing Automation, Personalization, Retail Technology","London, England, United Kingdom",RevLifter is an AI powered technology provider helping brands increase revenue through real-time personalised offers.,"25,889",,Active,,,,,For Profit,https://www.revlifter.com,https://twitter.com/RevLifter,https://linkedin.com/company/revlifter,"RevLifter personalises deals for retailers across any marketing channel. The platform uses AI to understand real-time signals from users onsite behaviour to deliver the right deal to the right customer at the right time, to achieve the advertiser’s goals.  It works by personalising offers on a retailer’s site and off-site which are designed to deliver incrementally and prevent customers leaving to look for deals on competitors. The platform is uniquely used by each retailer to deliver their specific goals, which often include; more new customers, higher AOV, and conversion rates.  RevLifter is available worldwide, rapid to integrate and paid on performance.",,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Advertising, Artificial Intelligence, Commerce and Shopping, Data and Analytics, Hardware, Sales and Marketing, Science and Engineering, Software",2,"Ryan Kliszat, Simon Bird",11-50,6,,2022-03-22,3000000,GBP,3979761,Venture - Series Unknown,3000000,GBP,3979761,Venture - Series Unknown,9460000,GBP,12447317,9460000,GBP,12447317,"Gresham House Ventures, Maven Capital Partners, Coutts, North East Development Capital Fund",2,4,,,,,,,Private,,,,,,,,,,,,,,,74,,,16,0,12,,Advertising; business,130284,USD,130284
Frndly TV,https://www.crunchbase.com/organization/frndly-tv,2017-01-01,year,"Information Technology, Telecommunications, Video Streaming","Denver, Colorado, United States",Frndly TV offers a live streaming service available under $10 per month.,"25,890",$1M to $10M,Active,,,,,For Profit,https://try.frndlytv.com,,https://www.linkedin.com/company/frndly-tv,Frndly TV offers a live streaming service available under $10 per month.,https://www.facebook.com/FrndlyTV,"Greater Denver Area, Western US",,,,,,,,,,,,,,,,,"Content and Publishing, Hardware, Information Technology, Media and Entertainment, Video",4,"Andy Karofsky, Bassil El-Khatib, Michael McClain, Michael McKenna",11-50,3,,2022-02-28,2834344,USD,2834344,Venture - Series Unknown,2834344,USD,2834344,Venture - Series Unknown,2834344,USD,2834344,2834344,USD,2834344,TBD Angels,,1,,,,,,,Private,,,,,,,,,,,,,,,22,2,"11,264",,0,1,,Telecommunications,,,
Repisodic,https://www.crunchbase.com/organization/repisodic-inc,2017-04-01,month,"Health Care, Hospital","Philadelphia, Pennsylvania, United States",Repisodic is a health IT platform that makes it easy for patients and healthcare providers to find optimal post-acute care.,"25,895",$10M to $50M,Active,,,,,For Profit,https://repisodic.com,https://twitter.com/repisodicinc,https://www.linkedin.com/company/repisodic/,"Repisodic is a health IT platform that makes it easy for patients and healthcare providers to find optimal post-acute care. Repisodic works with hospitals, patients, and post-acute care providers to revolutionize care decision-making. Our unique, patient-facing solution is used by case managers in the hospital room to present a customized list of discharge options to each patient and then guide the patient through the provider selection process.",https://www.facebook.com/repisodic,"Greater Philadelphia Area, Great Lakes, Northeastern US",,,,,,,,,,,,,,,,,Health Care,2,"Mike Cwalinski, Ryan Miller",1-10,3,Seed,2021-02-18,50000,USD,50000,Seed,50000,USD,50000,Seed,1800000,USD,1800000,1800000,USD,1800000,"Ben Franklin Technology Partners of Southeastern Pennsylvania, Cedars-Sinai Accelerator, American Enterprise Ventures",3,3,,,,,,,Private,,,,,,,,,,,,,,34.04%,28,,,,,,,,,,
Innervate,https://www.crunchbase.com/organization/revjet,2014-10-01,day,"Advertising, Advertising Platforms, Digital Marketing, Digital Media, Local Advertising, Marketing, Mobile Advertising, Software","San Carlos, California, United States","Our plug-&-play solution allows you to orchestrate CX use cases seamlessly across any channel, using your existing systems and teams.","25,896",$10M to $50M,Active,,,,,For Profit,http://www.innervate.com,https://twitter.com/innervatecx,https://www.linkedin.com/company/innervatecx,"Innervate, the Dynamic Customer Experience Company, delivers a plug-and-play solution that allows organizations to orchestrate unlimited CX use cases seamlessly across any channel, using their existing systems and teams. With Innervate’s Dynamic Customer Experience Orchestration, it’s simple to get started, simple to scale and simple to succeed. Customers get modern CX use cases to market faster with Innervate’s open network architecture that easily connects systems and data sources, without requiring coding. Organizations quickly innovate unlimited CX use cases across channels, using existing systems, data sources and teams. Ultimately, customers grow a portfolio of dynamic CX use cases, enriched by the data and systems they’ve already invested in and networked.  Welcome to the era of plug-and-play CX.",https://www.facebook.com/innervatecx,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,,,,,,,,,,"Advertising, Media and Entertainment, Sales and Marketing, Software",3,"Craig Zeldin, Mitchell Weisman, Serge Ioffe",51-100,1,Early Stage Venture,2018-08-15,21000000,USD,21000000,Series A,21000000,USD,21000000,Series A,21000000,USD,21000000,21000000,USD,21000000,Nautic Partners,1,1,,,,,,,Private,,,,,,,,,,,,,10,457.05%,19,,,10,,,,,,,
