Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
LunaDNA,https://www.crunchbase.com/organization/luna-dna,2017-01-01,year,"Big Data, Biotechnology, Database, Genetics","San Diego, California, United States",LunaDNA provides health and dna research platform owned by its community.,"45,230",Less than $1M,Active,,,,,For Profit,https://www.lunadna.com,https://twitter.com/luna_dna,https://www.linkedin.com/showcase/dnamovement/,"Created by co-founders of the $40B DNA sequencing leader Illumina, Luna DNA incentivizes the sharing of health and DNA data for research. LunaDNA rewards people for sharing the data they already own while contributing to medical research and discovery that saves lives. DNA sequencing data has become siloed. As personal DNA sequencing has risen in popularity, the data has become siloed as each company looks to maximize their individual profit from this data. There is currently little incentive for consumers to contribute their DNA and health information to a third party database. There are also multiple privacy, security, and trust issues that limit broad participation. The solution is LunaDNA.  LunaDNA is a community owned database that rewards individuals shares in the database and rewards for contributing their health and DNA data. Shares entitle members to a share in the profits from medical research and discoveries. The proceeds flow back to the community like dividends as researchers pay to access the data for discovery.",https://www.facebook.com/LunaDNA-140504936727716/,"Greater San Diego Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",7,"Bob Kain, Dan Lin, David Lewis, Dawn Barry, Kirby Bloom, Michael Witz, Scott Kahn",11-50,3,,2019-05-08,4600000,USD,4600000,Venture - Series Unknown,4600000,USD,4600000,Venture - Series Unknown,8600000,USD,8600000,8600000,USD,8600000,"Bain Capital Ventures, ARCH Venture Partners, F-Prime Capital, Illumina Ventures, OUP (Osage University Partners)",,10,,,,,,,Private,,,,,,,,,,,,,,24.28%,70,,,22,,,,,,,
Marketer Real Estate Technologies,https://www.crunchbase.com/organization/marketer-technologies,2016-01-01,year,"Advertising, Consulting, Information Technology, Marketing, Real Estate, Software","Oslo, Oslo, Norway",Tomorrow's marketing and sales platform for real estate. Trusted by leading real estate companies all over the world.,"45,231",Less than $1M,Active,,,,,For Profit,https://www.marketer.tech,,https://www.linkedin.com/company/marketertechnologies/,"Marketer is one of the leading proptech companies in Europe, with a superior offering of data-driven, AI-powered and automated digital marketing and sales solutions for residential real estate. Marketer already serves clients in more than 17 countries on all continents, with outlooks of continued massive growth. Our state-of-of-the-art solutions are revolutionizing the way developers and real estate agencies work with their sales planning, digital marketing, the transaction itself, and after-sales activities. We use data, research, fact-based insights and analytics to adapt our services accordingly, ensuring we always offer the best digital solutions for the real estate industry. We welcome open and honest conversations from our clients inviting them to hold us accountable for our services; from the products we offer to our employees’ performance.",https://www.facebook.com/marketertech,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Advertising, Information Technology, Professional Services, Real Estate, Sales and Marketing, Software",3,"Amir Folkestad Habhab, Jon Amdahl Martinsen, Thomas Meyer",101-250,3,,2021-10-11,7500000,EUR,8665010,Venture - Series Unknown,7500000,EUR,8665010,Venture - Series Unknown,20791011,USD,20791011,20791011,USD,20791011,,,,,,,,,,Private,,,,,,,,,,,,,,-0.3%,39,9,,14,,,,,143213,USD,143213
AeroGuest,https://www.crunchbase.com/organization/aero-guest,2017-01-01,day,"Hospitality, Mobile Payments, SaaS","Aarhus, Midtjylland, Denmark","AeroGuest is a full service, mobile platform for digital guest experience before, during and after guest hotel stay.","45,231",$1M to $10M,Active,,,,,For Profit,http://aeroguest.com/,https://twitter.com/Aero_Guest,https://www.linkedin.com/company/aeroguest,"DRIVING MOBILE COMMERCE IN HOSPITALITY.  We catalyze mobile adoption, conduct mobile guest user interfaces and control all payment transactions. We're an end-to-end SaaS mobile commerce platform connected to the entire hospitality industry.",https://www.facebook.com/AeroGuest,"European Union (EU), Nordic Countries, Scandinavia",,,,,,,,,,,,,,,,,"Financial Services, Mobile, Payments, Software, Travel and Tourism",1,Martin Sponholtz,11-50,2,Seed,2020-07-01,4500000,USD,4500000,Seed,4500000,USD,4500000,Seed,5000000,USD,5000000,5000000,USD,5000000,"Vaekstfonden, byFounders, Michael Ritto, Jesper Linde",1,4,,,,,,,Private,,,,,,,,,,,,,,243.68%,26,2,"8,063",,1,2,,Scientific and electric apparatus and instruments,,,
NextUp,https://www.crunchbase.com/organization/nextup-comedy,2016-01-01,month,"Communications Infrastructure, Digital Entertainment, Digital Media, Media and Entertainment, Subscription Service, Video, Video on Demand, Video Streaming","London, England, United Kingdom","The home of stand-up, showcasing all the wonders of live comedy worldwide.","45,233",$1M to $10M,Active,,,,,For Profit,https://watch.nextupcomedy.com/,https://twitter.com/nextupcomedy?lang=en,https://www.linkedin.com/company/nextup-comedy/,Stream incredible stand-up comedy. Watch over 80 exclusive shows (and counting) from great names you'll know with loads for you to discover. All with a 30 day free trial and no contract. 'The Netflix of UK Stand-Up' - Engadget.,https://www.facebook.com/NextUpComedy/,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Content and Publishing, Hardware, Media and Entertainment, Other, Video",4,"Daniel Berg, Kenny Cavey, Sarah Henley, Stuart Snaith",1-10,8,,2023-06-07,50000,GBP,62224,Grant,303420,FKP,388226,Equity Crowdfunding,1911962,USD,1911962,1974186,USD,1974186,"Crowdcube, Innovate UK, Google for Startups, Velocity Capital Advisors, Anthony Eskinazi",4,8,,,,,,,Private,,,,,,,,,,,,,,,75,,,,0,4,,Telecommunications,,,
Loop,https://www.crunchbase.com/organization/loop-8,2016-01-01,year,"Hardware, Messaging, Mobile Apps, Photo Sharing, Photography, Social Media, Video","San Francisco, California, United States",Private family network,"45,234",$1M to $10M,Active,,,,,For Profit,https://www.loopfamily.com/,https://twitter.com/joinloop,https://www.linkedin.com/company/california-labs-inc,Loop is a family communication device and social network.,https://www.facebook.com/enjoyloop,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Apps, Content and Publishing, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Mobile, Software, Video",3,"Ankit Tharwani, Brian Gannon, Ethan Ballweber",1-10,5,Seed,2021-01-28,,,,Seed,,,,Seed,1415970,USD,1415970,1415970,USD,1415970,"SeedInvest, LAUNCH, Highway1, Moai Capital, 10X Capital",1,7,,,,,,,Private,,,,,,,,,,,,,3,,69,,,19,,,,,61295,USD,61295
Overworld,https://www.crunchbase.com/organization/overworld,2023-01-01,year,"Digital Entertainment, Gaming, Online Games","America, Alabama, United States",Overworld is a world-class game development studio in the process of being built. cross-platform,"45,235",,Active,,,,,For Profit,https://www.overworld.games,https://twitter.com/OverworldPlay,https://www.linkedin.com/company/overworldgames,The overworld is a world-class game development studio that specializes in cross-platform free-to-play games centered on player ownership. A proven team of free-to-play hit-makers leads the team.,,Southern US,,,,,,,,,,,,,,,,,"Gaming, Media and Entertainment",,,11-50,1,Seed,2023-02-06,2500000,USD,2500000,Pre-Seed,2500000,USD,2500000,Pre-Seed,2500000,USD,2500000,2500000,USD,2500000,"Xterio, LibeccioTech",1,2,,,,,,,Private,,,,,,,,,,,,,,,5,,,,,,,,,,
CFX Markets,https://www.crunchbase.com/organization/cfx-markets,2014-01-01,year,"Angel Investment, Asset Management, Crowdfunding, Financial Exchanges, Financial Services, Lending, Trading Platform","Chicago, Illinois, United States",CFX Markets is the trading platform for alternative assets,"45,236",$1M to $10M,Active,,,,,For Profit,https://cfxtrading.com/,https://twitter.com/JoinCFX,https://www.linkedin.com/company/cfx-markets,"CFX Markets is the first centralized and digitized secondary market for alternative assets; a central trading platform where investors can buy and sell shares of illiquid assets in an efficient and seamless way. We provide an open and secure network to facilitate secondary market transactions of private securities in alternative assets, bringing liquidity to the investors who invest nationwide in these private securities as well as those investors that are taking part in the exploding crowdfunding industry. In short, we make it easier and more efficient to invest.",https://www.facebook.com/CFXMarkets,"Greater Chicago Area, Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,"Financial Services, Lending and Investments",2,"Jordan Fishfeld, Juan Hernandez",11-50,3,Early Stage Venture,2017-11-03,2200000,USD,2200000,Series A,2200000,USD,2200000,Series A,2200000,USD,2200000,2200000,USD,2200000,"SixThirty, Startupbootcamp, Inovia Capital, M25, Origami Capital Partners",1,12,,,,,,,Private,,,,,,,,,,,,,1,,8,,,13,,,,,,,
Riff,https://www.crunchbase.com/organization/riff-cold-brewed-coffee,2017-01-01,year,"CleanTech, Coffee, Consumer Goods, Food and Beverage, Organic, Sustainability","Bend, Oregon, United States","Riff offers cold brewed coffee, food science, and craft beverage.","45,236",$1M to $10M,Active,,,,,For Profit,https://letsriff.com,https://twitter.com/riffcoldbrewed,https://www.linkedin.com/company/18025300/,"Riff Cold Brewed Coffee is a rising star among craft beverage startups. They produce delicious cold-brewed coffee with two simple ingredients; sustainably-sourced artisanal coffee and pure Cascade mountain water. As BevNet states, Riff “has taken a unique approach to showcasing the distinct characteristics of coffee varieties by selecting specific beans, processing techniques, and brewing methods to design their ready-to-drink flavors, rather than adding ingredients” like sweeteners, dairy, or preservatives.",https://www.facebook.com/riffcoldbrewed/,"West Coast, Western US",,,,,,,,,,,,,,,,,"Consumer Goods, Food and Beverage, Sustainability",3,"Nate Armbrust, Paul Evers, Steve Barham",11-50,5,Seed,2021-11-10,2500000,USD,2500000,Seed,2500000,USD,2500000,Seed,5420000,USD,5420000,5420000,USD,5420000,"The Bridges Accelerator, Bend Venture Conference, Tom Sperry, Travis Rush, Stephen Marsh",2,17,,,,,,,Private,,,,,,,,,,,,,30,,62,,,8,1,11,,Basic staples,,,
Eversound,https://www.crunchbase.com/organization/eversound,2015-01-01,year,"Audio, Consumer Electronics, Hardware, Health Care, Personal Health","Boston, Massachusetts, United States",Eversound is an engagement amplifying tool helping senior living communities combat social isolation.,"45,237",$1M to $10M,Active,,,,,For Profit,http://www.eversoundhq.com/,https://twitter.com/eversoundHQ,https://www.linkedin.com/company/eversound,Eversound is an engagement amplifying tool helping senior living communities combat social isolation.,https://www.facebook.com/eversoundhq,"Greater Boston Area, East Coast, New England",,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Health Care, Media and Entertainment, Music and Audio",3,"Devin Jameson, Jake Reisch, Matt Reiners",11-50,6,,2021-10-12,3000000,USD,3000000,Venture - Series Unknown,3000000,USD,3000000,Venture - Series Unknown,17965000,USD,17965000,17965000,USD,17965000,"Red Bear Angels, Shelter Capital Partners, Third Act Ventures, 10X Venture Partners, Hudson River Capital Partners",1,6,,,,,,,Private,,,,,,,,,,,,,,150.45%,65,,,32,1,2,Electric Communication Technique,Scientific and electric apparatus and instruments,,,
NanoSyrinx,https://www.crunchbase.com/organization/nanosyrinx,2018-01-01,year,"Biotechnology, Medical, Therapeutics","Coventry, Coventry, United Kingdom",NanoSyrinx is a discovery stage biotechnology company based at the University of Warwick’s Medical School.,"45,238",$1M to $10M,Active,,,,,For Profit,https://www.nanosyrinx.com/,https://twitter.com/nanosyrinx,https://www.linkedin.com/company/nanosyrinx/,"NanoSyrinx is an emerging biotechnology company developing a novel system for targeted delivery of therapeutic proteins and peptides direct to the cytosol. We are using synthetic biology approaches to develop a completely novel method for targeted drug delivery of therapeutic proteins and peptides, to the interiors of cells, to improve efficacy, safety, and economy.",,"Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",1,Joe Healey,1-10,2,Seed,2021-07-19,6200000,GBP,8473997,Seed,6200000,GBP,8473997,Seed,6200000,GBP,8473997,6200000,GBP,8473997,"Octopus Ventures, Future Planet Capital, M Ventures, IQ Capital, UK Innovation & Science Seed Fund",2,7,,,,,,,Private,,,,,,,,,,,,,,,41,,,,,,,,,,
