Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,LinkedIn,Full Description,Facebook,Headquarters Regions,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Announced Date,Announced Date Precision,Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events,SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
ricago,https://www.crunchbase.com/organization/clonect-solutions,2014-01-01,month,"Compliance, Enterprise Software, Government, Information Technology, Risk Management, Software","Bangalore, Karnataka, India",ricago is a comprehensive GRC & GST platform to discover and mitigate risks of non-compliance of an organization.,"96,995",,Active,,,,,For Profit,http://ricago.com,https://www.twitter.com/getricago,https://www.linkedin.com/company/clonect-solutions-pvt-ltd,"ricago is a comprehensive Governance, Risk & Compliance (GRC) platform to discover and mitigate risks of non-compliance of an organization. ricago Product Suite includes Compliance Management System (CMS), Contracts & Obligations Management System (COMS) and Insider Trading Management System (ITMS). In 2017, we moved ahead on a GST side as well and incorporated GST Compliance Solution as well in our product portfolio. ricago GST helps organizations to manage all kind of GST related requirements.",https://www.facebook.com/getricago,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Government and Military, Information Technology, Professional Services, Software",2,"Balaji Rao, Shailesh Agrawal",11-50,1,Seed,2014-09-19,246517,USD,246517,Seed,246517,USD,246517,Seed,246517,USD,246517,246517,USD,246517,"Mohandas Pai, V Balakrishnan",,2,,,,,,,Private,,,,,,,,,,,,,,-32.69%,41,,,20,,,,,,,
Polare Group,https://www.crunchbase.com/organization/polare-group,2021-01-01,year,"Battery, Electrical Distribution, Energy Storage, Renewable Energy, Solar","Annecy, Rhone-Alpes, France",Changing the power landscape with more versatility and portability than any backup or portable power system.,"96,997",,Active,,,,,For Profit,https://www.polare.io/,,https://www.linkedin.com/company/polareoutdoors/,"Our Black Carbon is an all-in-one fully integrated, modular, plug & play energy storage system will include wi-fi, ethernet and cellular connectivity, allowing the system to interact with the Polare app and to receive over-the-air (#OTA) software updates.",https://m.facebook.com/#!/Polareoutdoors/,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,,,,,,,,,,"Energy, Natural Resources, Sustainability",1,Mathieu J.,1-10,1,Seed,2021-02-02,100000,EUR,120364,Pre-Seed,100000,EUR,120364,Pre-Seed,100000,EUR,120364,100000,EUR,120364,Daniel Souyris,1,1,,,,,,,Private,,,,,,,,,,,,,,,49,,,,,,,,,,
BioMensio,https://www.crunchbase.com/organization/biomensio,2015-01-01,year,"Biotechnology, Health Care, Life Science","Tampere, Western Finland, Finland",Biomensio is revolutionizing analytics through its Diagnostics-as-a-Service Platform.,"96,998",,Active,,,,,For Profit,http://www.biomensio.com/,,https://www.linkedin.com/company/biomensio-ltd/,"Biomensio is revolutionizing analytics through its Diagnostics-as-a-Service Platform.    The platform consists of a fully digital handheld reader, multianalyte fluid cartridges, and a cloud-based analytics service powered by professional services team.  DXaaS provides an easier access for OEM partners to develop bio analysis products and services. Their initial application areas of interest are point-of-need applications including the detection of drug abuse in saliva, as well as food and milk safety.",,"European Union (EU), Nordic Countries, Scandinavia",,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",3,"Ilari Antila, Joni Leinvuo, Sanna Auer",11-50,2,,2019-01-01,3560030,EUR,4080329,Grant,2500000,EUR,2662406,Venture - Series Unknown,2500000,EUR,2662407,6060030,EUR,6742736,"Business Finland, EASME - EU Executive Agency for SMEs, Siemens Technology Accelerator, VTT Ventures",,4,,,,,,,Private,,,,,,,,,,,,,,,1,,,,14,0,Testing,,,,
My One Medical Source,https://www.crunchbase.com/organization/my-one-medical-source,2019-01-01,year,"Health Care, Hospital","Westlake, Ohio, United States",My One Medical Source is a health-tech company connecting diagnostic clinical labs with medically-trained personnel.,"97,000",,Closed,,,,none,For Profit,https://www.myonemedicalsource.com,https://twitter.com/MyOneMedSource,https://www.linkedin.com/company/myonemedicalsource-moms/,"My One Medical Source® (MOMS), a health-tech company connecting diagnostic clinical labs with medically-trained personnel to prepare and ship specimen to designated labs.",https://m.facebook.com/medicalsource/photos/,"Great Lakes, Midwestern US",,,,,,,,,,,,,,,,,Health Care,,,1-10,1,Seed,2022-04-19,1100000,USD,1100000,Seed,1100000,USD,1100000,Seed,1100000,USD,1100000,1100000,USD,1100000,Jumpstart Ventures,1,1,,,,,,,Private,,,,,,,,,,,,,1,120.02%,44,,,,0,3,,Advertising; business,,,
Parks,https://www.crunchbase.com/organization/parks-3653,2018-10-25,day,"Business Intelligence, Professional Services","Tokyo, Tokyo, Japan",Parks is a venture company that operates an AI article database.,"97,001",,Active,,,,,For Profit,http://parks-inc.com,https://twitter.com/parks_inc_com,,"Parks collects and evaluates information from previous research for use in corporate research and development. On a paper basis, they distribute research and survey materials linked to machine learning. They went into applied AI research in the areas of commerce, industry, and the arts.",https://www.facebook.com/parks1992tokyo,Asia-Pacific (APAC),,,,,,,,,,,,,,,,,"Data and Analytics, Other",,,1-10,1,Seed,2019-12-27,25000000,JPY,228416,Seed,25000000,JPY,228416,Seed,25000000,JPY,228417,25000000,JPY,228417,"East Ventures, Skyland Ventures",,2,,,,,,,Private,,,,,,,,,,,,,,,19,,,,,,,,,,
Endado,https://www.crunchbase.com/organization/endado,2015-01-01,year,"Automotive, E-Commerce","Balboa, Panama, Panama","Endado's mission is to make car care easy for anyone, anywhere.","97,004",$1M to $10M,Active,,,,,For Profit,http://www.endado.com,,http://www.linkedin.com/company/endado-com,We work every day to make information and products more accessible so that drivers have greater decision-making power.,,"Central America, Latin America",,,,,,,,,,,,,,,,,"Commerce and Shopping, Transportation",2,"Jose Antonio Sánchez, Miguel Torroja",11-50,4,,2019-01-30,400000,EUR,459419,Venture - Series Unknown,400000,EUR,459419,Venture - Series Unknown,830000,EUR,947653,830000,EUR,947653,"Banco Sabadell, BStartup, Bynd Venture Capital, Big Sur Ventures, Sabadell Venture Capital",,6,,,,,,,Private,,,,,,,,,,,,,,-3.29%,54,1,"6,280",8,,,,,,,
Fabric,https://www.crunchbase.com/organization/fabric,2015-02-01,month,"Apps, Media and Entertainment, Music, Software","San Francisco, California, United States",Fabric is a smart new app that allows its community to build want-to lists for entertainment,"97,008",$10M to $50M,Closed,,,,none,For Profit,http://www.tryfabric.com/,https://twitter.com/tryfabric,https://www.linkedin.com/company/fabric-inc-/,"Fabric is a smart new app that allows its community to build want-to lists for entertainment and lifestyle activities by browsing through hundreds of fun, curated packs. The current product already covers movies, TV, music and travel and is rapidly expanding its coverage to additional categories.",https://www.facebook.com/tryfabric,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Apps, Media and Entertainment, Music and Audio, Software",1,Jonathan Vlassopulos,11-50,1,Seed,2015-02-19,1500000,USD,1500000,Seed,1500000,USD,1500000,Seed,1500000,USD,1500000,1500000,USD,1500000,"Social Starts, Third Wave Digital",,2,,,,,,,Private,,,,,,,,,,,,,,,19,1,15,18,,,,,,,
Defendry,https://www.crunchbase.com/organization/defendry,2018-06-01,day,"Artificial Intelligence, Security, Software","Scottsdale, Arizona, United States",Defendry watches ALL your surveillance feeds 24/7 and automatically sends human-verified threats to law enforcement.,"97,009",,Active,,,,,For Profit,https://defendry.com/,,https://www.linkedin.com/company/defendry,Defendry watches ALL your surveillance feeds 24/7 with proprietary AI software and automatically sends human-verified threats to law enforcement.,,"Greater Phoenix Area, Western US",,,,,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Privacy and Security, Science and Engineering, Software",1,Pat Sullivan,11-50,2,Early Stage Venture,2020-01-27,235000,USD,235000,Debt Financing,6342503,USD,6342503,Series B,6342503,USD,6342503,6577503,USD,6577503,,,,1,Made Acquisitions,,,,,Private,,,,,,,,,,,,,,,33,1,,28,,,,,,,
Salut,https://www.crunchbase.com/organization/salut-f8aa,2020-01-01,year,"Fitness, Health Care, Mobile Apps, Training, Video","San Francisco, California, United States",Salut is a social video platform for fitness.,"97,010",,Active,,,,,For Profit,https://www.joinsalut.com/,https://twitter.com/JoinSalut,https://www.linkedin.com/company/joinsalut/,"Salut is a social video platform for fitness. It is an application that provides information, and workout videos and connects its users with trainers for fitness solutions.",https://www.facebook.com/joinsalut,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,,,,,,,,,"Apps, Education, Health Care, Media and Entertainment, Mobile, Software, Sports, Video",1,Shailesh Shah,1-10,1,Seed,2020-12-21,1250000,USD,1250000,Pre-Seed,1250000,USD,1250000,Pre-Seed,1250000,USD,1250000,1250000,USD,1250000,"Bossanova Investimentos, Precursor Ventures, Spacecadet Ventures, 10X Capital, George Godula",1,6,,,,,,,Private,,,,,,,,,,,,,,,19,1,,,,,,,,,
Wimao,https://www.crunchbase.com/organization/wimao,2016-01-01,year,Industrial,"Lappeenranta, Southern Finland, Finland",Wimao works to promote a circular economy and to find new ways of utilizing recycled raw materials.,"97,011",,Active,,,,,For Profit,https://wimao.fi/en/,,https://www.linkedin.com/company/wimao-technologies,"Wimao is passionate about ecological composites. Their operations are based on patented technology. They work to promote a circular economy and to find new ways of utilizing recycled raw materials and industrial side streams. Their company was established in 2016 to commercialize the patented production technology. In 2018, after careful product and process development, their first production plant became operational in the Kukkuroinmäki area in Lappeenranta, where they also work in close collaboration with (waste management company) Etelä-Karjalan Jätehuolto Oy.",,"European Union (EU), Nordic Countries, Scandinavia",,,,,,,,,,,,,,,,,Manufacturing,3,"Juha Varis, Timo Kärki, Ville Immonen",1-10,3,,2019-10-09,2350797,EUR,2582206,Grant,,,,Venture - Series Unknown,,USD,,2422226,EUR,2664075,"European Innovation Council, EASME - EU Executive Agency for SMEs",1,2,,,,,,,Private,,,,,,,,,,,,,,,12,,,,3,6,Working Of Plastics,Machines and machine tools,,,
